,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00291729181941611,0,0.806675277528956,0.055156913303793,-0.0139213618570157,-0.00602600706579157,-0.00629126561814417,0,-3.29668445123021e-05,-0.209009539188752,0.0879807840998339,0,0,0
ETH,-3.0837760832953,0,0.684045608675135,0,0.63106741868663,0,0.143839157388224,0.0627340894165354,-0.083653676347793,-0.0683053443915086,0.840122222971693,-0.493227817573023,-0.171950039440476,0,0
XRP,0.0380385645919045,-0.0202913598580109,0,0.531091717049174,0.185603472987057,0.19099052279196,0.0926025272419982,0,-0.0335563652105178,-0.091191968594378,0,-0.0128498397235217,0,0,0.188082588147374
LTC,0.444128021683157,-1.0842021724855e-19,4.33680868994202e-19,0,-0.0479236253427717,0.0713034278728386,0.0347507824599856,0.0242075442939895,0.0305223183801805,0.00128166635672477,0,0,0,0,0
DASH,0.824377646187353,-0.191495934587841,0.399387041068436,0,0,0,0.0798027892830757,0.0237802927041364,-0.502376272569931,0.0507692771431454,0.6565154391207,-0.487367811890071,-1.59519033141013,-0.85769876017401,0.486578862056472
DOGE,-0.33526265630951,-0.1047543739021,-0.0962018622837984,0.314186530687337,-0.0528344467691309,0,-0.0612366065552843,0.0641634113675094,0.0815034362652687,0.0805570551144329,0.197277046515132,0.496869816708463,1.18100395188024,0,0
XMR,-2.77555756156289e-17,0.356218669500744,-0.286444751982467,0.991285699678275,-0.095652607867954,-0.794861493983377,0,-0.174156226399286,0.673704528700895,0.0825974946188752,0.74571630557407,0,0,-4.88952663096597,-0.872778947042978
XEM,0,0,0.698406953648109,0,0.205435810128948,0,-0.241635010172784,0,0.319252103796435,0.131795847108656,-0.559624662840848,0.831465674645121,0,0,-0.981213985763064
XLM,6.93889390390723e-18,-0.0367297212658586,0.903647761871149,0,-0.550215731508406,0.223801995368571,0.096557506561028,0.154910285039056,0,0.0380690857327209,0.138684654036663,0,-1.10708040258908,-1.37101441922948,0.174572128095414
DGB,0.452608424251668,0.0427822527415535,-2.16703666464014,-2.77555756156289e-17,0.734873477843549,0.915583560857661,-6.93889390390723e-18,-0.0440043063611317,0.78060062057497,0,0,-0.589741912279405,1.15019266092559,-6.24125046074225,-0.659502858788028
BV010082.Index,0,0.0402450950107927,0.136284949349614,0.407528328653877,0.0849363215118168,0.0857965862964237,0.0325763661201727,0.0367620354884071,0.0764348362533338,-0.0667137645608929,0,0,1.37087646270421,1.02358104605604,0.150683224947207
CVIX.Index,0,0.00596415736767174,-0.301496732844316,-0.0108491105944476,0.0501822202360994,0.160673281818787,0.055479538281747,0.0110508994597672,0.0498220956644313,-0.0164916962407808,0,0,0.385541033202954,0,0.13931752473507
DXY.Curncy,0.111100006512342,-0.00475379261070161,-0.0958896928652806,0,0.0219938316828892,0.0250614660537051,0.0101975129711482,0.0129470756155274,-0.0163201271967414,0,0,-0.0488958072163955,0,0.230622789838138,0.0488648704223639
SPX.Index,-0.0881845872017144,-0.0116873012359354,-0.0073174546287478,0,0,-0.0502568631861929,-0.000530099586758474,0,0.00646400820733139,-0.00465562257772227,0.00450775092436314,0,0,0,-0.0793130510605599
VIX.Index,0,0,5.2496310901623e-05,0,0.118323305500709,0.0758964299300214,0.0465028928591358,0,0.310058379475298,-0.0870435259793436,-0.0619363187245592,0,0,-3.17749969452215,0
