,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.251030332457836,0,-0.0644811154065535,0.0275690388446503,0.243281676202253,0.275942616841791,0.0843494379746492,-0.16073785659103,0,0.175183193346744,-0.341379055470343,0.120797903860593,0,0,0,0,0
ETH,0.348775291108323,0,0.00552950823582911,-0.0340006836858436,-0.0776264785024187,0.909078255886747,0.262885270078517,-0.114572191705069,-0.248457226551597,0,0.0990130870169571,-0.0866415422554409,0,0,0,0,0,0
XRP,-0.0432067315005276,0.119274245101439,0,0,-0.304926008120546,0,0,-0.0803439351040938,0,-0.261649964080198,1.33510774650098,0.250321597211889,-0.612216798437054,0,0.730753618783311,0,0,0
LTC,-0.344706960436059,0,-0.0977599334631042,0,0.0989160510204496,0.0204957371473948,0.135024212755643,-0.0148634266213965,0.0622780471400198,0.448986672617032,0.249273177750736,-0.123251927210636,0,0,0,0,0,0
DASH,-0.219622586623861,0.0523552733582019,-0.0910740218118881,0.0447894226921882,0,0,0,0.0945891931088424,0.0859210160063494,-0.04217257373818,0,0,0.016134629358748,0,0.765846519513931,0,0,-0.282732871614601
XMR,0.141762445638218,0.473269710600647,0.138228102642933,0.0773471772423548,-0.120909323963694,0,0,0.186272312298208,0.241540727458865,-0.27574597540081,-0.0703896106407835,-0.0421867977876879,0.137338286246671,0,-0.621121362672738,0,0,0
ETC,0.267519698250925,0.0756648628895528,-0.00810833931791127,0.485331176394902,0.136510542683257,0.361543875094896,0,0,0.165753663462753,0.0307827653045488,0,-0.121109539860195,0,-0.465020974235555,-0.140318264525023,0,0,0.24375407469546
XEM,0,0.333118925458834,-0.0363384846543728,0,0.147842067528521,0.274549440918792,-0.548456822468801,0,0,-0.191630282359768,0,0.159963683815885,0.288108535946958,0,0,0,0,-0.487407988633898
ZEC,0.139574301118323,0.0234854695133456,0.0584813461796279,0,0.117183379566473,0.131133296278767,0.00715197747347428,-0.0346410877286647,0,0.336069793571398,-0.251295491047614,-0.19182255477608,0.0400727185056603,0,0.135479352909742,-2.67112769605599,0,0
DOGE,0.00905283143730473,0.242324213797765,-0.0701392919089945,0.360084019601087,0,0,-0.336705330836676,-0.114193493986841,0.306999468249072,0,0.317268295961834,0.0444112089988192,-0.0148795825725378,0,0,0,0,0.407396355057067
XLM,0.0864412865169054,0,0.355060165566767,0.198602692089385,0.0863626727365305,0,0,-0.377354886248403,0.074948638321101,0.170190932193113,0,0.207337693867661,0.429744428401141,0.239297603081536,0,0,0,-0.454512398465193
NEO,-0.0708266177401532,-0.274500665327277,-0.146936420688517,-0.308237422093321,0,-0.229751633050852,0.251834568993311,0.098255992498786,0.156126852679561,0.340663758131071,0.207256009881719,0,0,-0.613909166617298,0.00300953628342799,0,0,0.0206338306490138
DGB,0.00176024244109682,0.14645594677695,-0.0569077497915458,0,1.0842021724855e-19,-0.233525183715287,-0.0437419283912439,0.208476056869021,0,0.193857253835032,0,0,0,0,0.0974909475620743,0,0,-0.619349171000007
BV010082.Index,0.0817629775109837,0,0.00255596857294625,0,0.0339055187343101,-0.05920007643858,-0.085113637715765,0.0311236786334134,-0.0470114677979231,0.0304126226844305,0,0,0.0289743045843529,0,0.220574854824701,0,0,0
CVIX.Index,0,0,0,0.083346396477055,-0.0647745445168635,0.0385618737455584,-0.0563011876328511,-0.0213397066780217,0.195648664541,0.0518390588526745,0,0,0.0317062480436671,0,0,0,0,0.405560203349533
DXY.Curncy,0.0151255496290222,0,0.00126871816452978,0.00658545151841735,-0.00532499485287127,0,0,0,5.42101086242752e-20,0,0,-0.00621140978073657,0,0.12478829500897,0.0249244246081098,0,0,0.0137206954317148
SPX.Index,0.0168839848624176,0.0013232834903606,-0.01434559065474,0,-0.00977240754154627,0,0,-0.000718615649314163,0,0,0.0243552327220299,-0.0397768604497321,0,0,0,0,0,-0.0285206577651025
VIX.Index,0,0,0,-0.0450873184081329,0,0,-0.121519746885036,-0.245033974067669,0,0,0.038581940738454,0,0,-0.253282564477319,0.260488986263414,0,0,0
