,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.13025780442998,0.109176480575039,0.190503123063928,0,0,0.0205723363673084,0.197714681003631,0,0.00568632824767531,0,0,-0.0938286630948908,0.105509768074003,0,0,0,0,0
ETH,0,0,0,-0.0451181138040738,0,0,0.349834990151471,0.139218017551201,0.0511407136818143,0.0548515133370846,-0.049997731399009,0.0722581129881261,0.240397002751356,0,0.0782222097917388,0,0,0,0,0
XRP,0,0.227330507220026,0,0,0.161805678128737,0.526273961224456,-0.479903485463157,0.120471159385895,0.0923253091242718,0.0336421371784277,0,0,0.0306958748184954,0.242308765917289,-0.070266418338969,0,0,0,0,0
LTC,0.479406637213485,0,-0.117661147568844,0,0,0,0.169776211500602,-0.164993496900468,0,0.0983237224672908,0.181863636073698,0.0348162409367362,0.272001112851544,-0.00176356259998022,0.00219741864440894,0,0,0,0,0
XEM,0.173727434960279,-0.0465077291623483,0.307937222794521,0.240846853011564,0,0,0.103275441483682,-0.107589856481408,0.18633555607755,0.0980259278193202,0.0144667925804085,0,0,0,0.0633388010507708,0,0,0,0,-0.0345894384931046
DASH,0,0.188698532057885,0.131475615080022,0.373930689407437,-0.0380034792502045,0,0,0,0.385696231757546,0.0405947610784038,-0.0289073941413691,0,-0.158272832397435,-0.232719924273945,0.152765691476653,-0.316156473647431,0,0,0,0
ETC,0,0.166584194661902,0,0.181714501999237,0,0.0997505060819323,0,0.0731758886967482,0.223923794310688,0.0370363502503942,0,0.0577142000704573,0.00776376385925551,-0.263279054776789,-0.00351035737922066,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0.0973507605204059,0.121402132324873,0.16700362981275,0.419830920201924,0.0371030547664248,0.199534672752755,0,0,0,0,0
XMR,0.0921139043240647,0,0.0215790281078876,0.0602851760508108,0.0709716105076768,0.401238715001236,0,0,0,0,-0.00837203970385977,0.00000000000000000346944695195361,0,0.21067157540274,0.0299061990251711,0,0,0,0,0
EOS,0,0.54997872008056,0,-0.478506849257735,0.371418904425287,-0.0314422332102194,0,0,0,0,0.172294209211998,0,0,0.0204342430772687,0.175429977837566,0,0,0,0,-0.0212044464473494
NEO,0,0.652965731920238,-1.64789348098933,0,1.21265109197945,0.739154209511514,0,-0.329712090649193,0,0.0221902729507624,0,0.198469244458027,-0.18028949584239,0,0,0,-3.43297310782258,0,0,0
ZEC,0,0.260457387628177,0,-0.01984299359452,0,0,-0.0334468126870685,0,0,0.0285628757487121,0.0850893270301394,0,0.23236892779413,0.260858632008731,-0.0205547488894776,0,0,0,0,0
DOGE,0,0.0593023430893269,-0.093424532929736,0.0897884216694889,0.491600824267026,0,0.225376406641581,-0.00191669113921306,0,-0.0661119080522758,0.0132106275367823,0,0,0,0.141574525096347,0,0,0,0,0
XLM,0,-0.0676345639807196,0.657469511547136,0.0933590454807648,0,0,-0.121887877641801,0,0.427732579332975,0.07875161815826,0.0253150411857179,0,0,0,0.113715479865955,0,0,0,0,-0.244959348697914
DGB,0,-0.395097339640445,0,0,0,-0.121515354158549,-0.0755565787625057,0.22828927959416,0,0.221334265415418,0.152500683423832,-0.635948272495698,0.755552081860494,0.624120352831886,0,0,0,0,0,0.314220660003942
BV010082.INDEX,-0.140782345315023,0.0247509635815243,0.0267916996561266,0.058215066202767,-0.0368125677493833,0.000720267757211096,-0.0499864592159033,0.0146637585301088,0.021738330511115,0,-0.00767593215549445,0.034325324202335,0.0138282227889384,0,0.0160246204908055,0,0,0,0,0.0616179093731411
CVIX.INDEX,-0.229927488334133,0.0184085099957584,0.0208100942522409,0.0475649596739516,0.0016671460474815,-0.0264984340584479,0.000752579937241967,0,0,0.0291291097863542,-0.0109503177644099,-0.0830579514743641,0.158330914288347,0,-0.0168570743655167,0,0,0,0,0
DXY.INDEX,0.000780126379368358,0,0.00723594951600882,0,0.00572062325039246,0,0.00465229838072566,0,0,0.00362055153199981,-0.00709813555225536,0.00576688481614927,-0.00707801504787313,-0.0101352904350309,0,0,-0.0082928857513092,0,0,-0.0159494529758516
SPX.INDEX,0,0.00666874612339589,0,0,0,0,-0.00269612817440755,-0.00244951531108338,0,0.0000000000000000000542101086242752,-0.00147546028939801,0.00388620519571329,0,-0.00202851069066862,0,0,0,0,0,-0.0631547568878338
VIX.INDEX,0.146340945114202,0.313254544494042,0.0849193232441013,-0.408740243287257,0,0,0.0506180855654051,-0.159507155963496,0.0874036985428308,0.0572167074004499,0,0.000000000000000000433680868994202,0,0,0.021043085354479,0,0,0,0,0
