,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.128194637458947,0.0417861067227011,0.0209350919089155,0.0441433998136618,0.0603444464991326,0.0372036970888737,0.0689112802040047,0,0.0218195902805755,0,0.0498260096073937,0.0841291516591166,0,0.0378846053121796,0,0,0,0,0
ETH,0.426624045984929,0,0.07379489172221,0.222543970114016,0.0256670824214335,0.107329136196251,-0.134839391448882,0.00000000000000000693889390390723,0.120203489411877,0.183595744101606,0,0,0.00675365243954061,0.0150890725632188,0.170546086202463,-0.0326967809439226,0.0441874104997335,0,0,0
XRP,0,0,0,0.0648165686849925,0.0911308187797,0.0828766813494973,0,0.161687730051063,0.0423071670467541,0.151275277976895,0,0,0,0,0.036248955692103,0,0.126510702865291,0,0,0
LTC,0,0.280301979852142,0,0,0.190620765318786,0,0.0985124412474772,0.0436666810965991,0.0345521995660138,0.139362445963038,0.0349010555162872,0.172530586514717,0.409330900515187,-0.168214951738183,-0.273046493402188,0.702225193383463,0,0,0,0.0603849026121859
EOS,0,0,-0.0604060604166618,0.364472193081588,0,0.201295980037333,0.0464376994242703,0,0,0,0,0,0.190728295647768,0.143112750237049,0.257027371384833,0,0,0,0,-0.105917165749253
BCH,0.0658034073783549,0,0.283431909025153,0,0.177975523253671,0,0.0263294998834214,0.00959683268435901,0.0608747407457596,0,0.23114396671947,0,0.390234636639796,0,0,0,0,0,0,0.0562708079668963
BNB,0,0.214288928232617,-0.416499630729838,0.155856550040838,0,0,0,0.326644130459308,0.377640935658693,0.201137048637916,0,0.49128623114583,-0.190456100898408,0,0,0,0,0,0,0
XLM,0,0,0.284845433607467,0.115051271914674,-0.0403878064535566,0.00000000000000000346944695195361,0.0329791239096356,0,0.0453664087624014,0.263455408851012,0.127187142847004,0.0369522123270743,0,0.149834008718993,0.0410129779955898,0,0,0,0,-0.11325811334874
TRX,0,0,0.0135502052396849,-0.0702817276923147,0.0884787897172972,0.0762609762129471,0.140858805146489,0,0,0.237489717291281,0.42063967222131,0,0,0,0,0.25241889659377,0,0,0,0.0567266176649642
ADA,0,0.0337672048390392,0.152507990525444,0.113781633035897,0.106166109076082,0.267034475913205,0.065343606367745,0,0.0502863198256035,0,0.0705835372008899,0,0.210354051135279,0,0,0,0,0,0,0.00200617016189408
BSV,0,0,0.424029028905842,0,-0.0903426435160185,0.410491301579865,0.0191919711435019,0,0,0,0,0,0,0.177620961485223,0.168735446813721,0,0.237369715333972,0,0,-0.04195129155626
XMR,0,0,-0.0652993050850501,0.0633761397605552,0.0435370876259785,-0.000000000000000000867361737988404,0,0.111597159661425,0.0815681872248903,0,0.340922316453867,0,0,0,0.141428301577861,-0.232434271037096,0.327283401095031,0,0,-0.074741819793607
MIOTA,0,0.219092185996705,0,0.03167174435299,-0.00778459403787064,0.000000000000000000867361737988404,0,0.0414036777100427,0.0350729570347969,0.359822888544547,0.0757749702176237,0,0,0,0.0108662820496473,0,0,0,0,-0.0487735327416121
DASH,0,0.117598967541766,0,0.0122320891244759,0,0,0.111023122229134,0.213698304396491,-0.0541077298215666,0.196340494180624,0,0.198088656577692,0,0,0.0416085255346268,0,0,0,0,0
MKR,0,0.789587937985589,-0.512520075036598,0,0,0,-0.188512757321502,0,-0.146586451255065,-0.156714364152037,0.435053637422049,0.678802400787758,0,0,0,0.49746864905809,0,0,0,-0.129793438202998
BV010082.INDEX,-0.248115077717068,0,0.178642123899971,-0.0526885592061859,-0.0614569000413755,-0.135326006569518,-0.0279229760922303,0.00000000000000000173472347597681,0.0636723624374314,0,-0.000000000000000000216840434497101,0.158145643686469,0,0.0835140589774642,0.120145588147564,0,-0.29838861016323,0,0,0.0945496582336809
CVIX.INDEX,0,0.2945070818907,0.390637683047822,0,0.00136028652826607,-0.408801578230044,0,0,0,0,-0.143629771738271,-0.13468584519305,-0.031583013692411,0,0.0489897019573983,0,0,0,0,-0.0650060221087485
DXY.INDEX,0,0,0.0216118661206853,0,0,-0.0187467043542545,0.00276226370025724,0.0261422160517472,-0.0512487213499759,-0.00841783590847831,0.0109609710354384,0.0165714552357193,0,0.023610617682708,0.00193545989949539,0.0625687063202119,0.0374941201493305,0,0,0.0275937590464685
SPX.INDEX,-0.0384256391166346,0,0,-0.00774625777259748,0.00274457401907819,0,0.00433051062057691,0,0.0159442665794998,-0.0301606831814561,0.0320306713517887,0.0188965274388448,0,0,-0.0000000000000000000067762635780344,0,-0.0456552862840724,0,0,-0.073156398698985
VIX.INDEX,0,0,0.345893011478496,-0.0367285002038111,0,0,0,0.0928454571175169,0,0.0401966948915984,0,0,0,-0.165204560114663,-0.149007187087583,-0.404072230298111,0,0,-3.30097562926346,0
