,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.030257718857895,-0.0398841234185028,1.05153874307796,-0.011784161123598,-0.0579549055915686,0.0691475709615659,0,0,0.0128927902819545,-0.130614114495056,-0.107062002493521,0.55687389002055,0,0.0948800796860841
ETH,-0.899177002465011,0,0.449902502550999,0,0,-0.0017193963094643,0.336101849714855,0.146867314737816,-0.752191627176531,0.0174399653908294,0,0.913201229082523,-2.01138493948414,-1.0145628714315,0.197471825892667
XRP,0.137073218042907,0,0,0,0,0.0447891278353861,0.0586440706240508,0,0,0,0,0,0,0,-0.116607819090113
LTC,0.774986399809124,-0.0112837730083484,0.147917229395826,0,-0.0453771526636215,0.0202630503519514,-0.0773107842808359,0,0.0703461688867036,-0.0338687488004633,0.299586590051803,-0.0276215265115555,0,0,-0.0326025749464773
DASH,0.455705714757009,-0.183822313931528,0.328338987524664,0,0,-0.170767924239115,-0.448902214249753,-0.0796399284267754,0,0.0865206141027408,-0.16807937036117,-0.256655030160198,-2.65090619990764,-0.028542142839147,0.276978310923916
DOGE,0,0.22934108635941,0.335079316332173,1.43769440158339,0.183022665373727,0,0,0.0634834253478393,0.708196404292566,-0.140282359228679,0,0,0,0,0.249574132770395
XMR,1.49381465033357,0,-0.166703039266444,-1.12938893071751,-0.223421923972852,-0.0511592253363829,0,-0.0734406770944402,0.951259742012013,0,1.1089772395935,0.805824068442714,0,0,-0.221801965300738
XEM,-1.85619663824357,0.21617850840654,0,2.83377360386051,0.0684408504426141,-0.298148294602326,0,0,0.116997080478017,0.160143978953241,0.254073508941555,-0.333130231310813,0,0,-0.302716729605942
XLM,-0.618996349626127,-0.213281861170273,0.271695583263955,0,0,0.193515175873988,0.309437102232209,0.263530460136513,0,0.157559310133047,0,0.785277697031318,0,0,-0.0254541214085543
DGB,0,0.158267461386338,0.407308410440401,0,0.182545488009091,-0.155840160173972,0,0.218611043880134,1.21738718383089,0,0,1.22654057730657,0,0,0.218109786141303
BV010082.Index,0,0,0,0,-0.0550330084412517,0.0246708820270869,0,0.00211208745127844,0,0,0,-0.078632033701002,0,0,-0.0248240857895272
CVIX.Index,-0.0375068174438475,-0.00780613382136197,0,-0.0543628115502769,0.0232482184528012,-0.0389995305350668,0.0582568775956628,0,0.028800411599244,0,-0.259404664971105,0,1.16667721241975,-0.409395769756105,0.171052823806565
DXY.Curncy,-0.255986725865252,-0.00668301273074913,-0.0116243840375105,0.231466074844014,-0.0432576270489705,-0.0120990837068713,0.0501975395720524,-0.0121177031829044,-0.0351567742234249,0.0252831919839499,0,-0.101298215341978,0,-0.0779593014650677,-0.0165314373586397
SPX.Index,0.0830304666095182,0.00583542973097478,-0.0183572883137851,0,-0.0104305051783204,0,0,-0.0251534304057936,0.00836662387068171,0,0,-0.0651272685321016,0,0,-0.120907976596673
VIX.Index,0.203117085525126,-0.178984389920889,0,0,0.233228698469773,0.0654454063599773,0,-0.103013306692194,0.0523747394919918,0,-0.54675489676992,0.678314397475548,0,-0.440514362795081,0
