,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.112519625467669,-0.0109967415146368,0.130018055643026,0.0350827315910326,0.0305721217528434,0.0895759736724697,0.00366146019748059,0.172880946320712,0.0315682876992263,0.0546257254292812,-0.000824927168509892,-0.060688889744362,-0.304036794555876,-0.909891388498951,-0.0398008985643004
ETH,0.284985512697452,0,0.041997697156978,0,0.14272755557037,0.0247749307364211,-0.0425516159563904,-0.0887854834173874,0.043021296706202,0,-3.46944695195361e-18,0.571751339418554,0,0,0,0.0412809740991651
XRP,-0.35026492993752,-0.355114356903546,0,0,-0.0102240840383191,0.0465922603529312,0.0826511542851822,0.161301045165461,0.211433556458802,0.468490807555588,0,-0.335039960927995,0.0777561683402272,-1.35042007600335,0,0.178835331633273
LTC,0.374965483429838,0,0,0,0.0854593156003568,0.00387429024166873,0,0,0.195032695207962,0.0118346526572467,0.00773175180117506,0,0,0,0,0.0366006958588691
ETC,0.450492920149479,0,0.0928417272267156,0.0374774748852834,0,0,0,-0.0198522202838888,0,-0.0509723567439364,-0.0975036110562559,-0.340370638476797,-6.93889390390723e-18,0,0,0
XMR,0,0.537020516593338,0,0,0,0,0.241597621559084,0,0,0,0,0,0,0,0,0.180932712529354
DASH,0,-0.592363195260616,-0.352259173765495,0,0.0423814048045657,0.0381575665217575,0,0.0593361216863383,-0.0181431901401557,0.333706656308069,-0.139276404042381,0,0,0,-0.703035479700755,-0.099199418271323
XEM,0,0.425325030791291,0,-0.643935085553368,0.312556685391243,0.145076551594324,0,0,0,0.143524256892002,0,0,-0.773395212209697,0,0,-0.00315702724197857
DOGE,-0.90163027980052,0.235064087460929,0.110717436801458,0.353984049183527,0.038351517093336,-0.14517101477331,0.182378070609863,-0.230403189484449,0,-0.0425822246420534,0.0954924831338315,-0.444490585288139,-4.33680868994202e-19,0,0.758328613419912,0.0284566703043941
XLM,0,0,0.567226257388989,0,0.0658608447208501,0.0290796231147882,-0.341382803535689,-0.135777933386203,0,0,-0.125914392320892,0.128131249285825,0.931564146145688,0,0,-0.118216334945492
DGB,0,0,0.361765940646715,0,-0.650172560131589,-0.165492003546177,-0.303686998969184,0,-0.888788100811018,0,0,0,0.736378006221253,0,0,0.0737829916796115
BV010082.Index,0,0.0690783568086716,-0.0446129680966275,-0.0541025899155386,-0.0713284570140517,0.0361908392777245,-0.0530270567781108,-0.0118396179434986,-0.235459913935192,0.0383978411126015,0,0,0.153675211126254,0.307114133999079,0,0.0432798567747597
CVIX.Index,-0.223135502157087,0.121127638133328,-0.130443254633426,0.247711911493483,0.0670884022069601,-8.67361737988404e-19,0.219576836481752,-0.0988651703007042,0,0.178089236367291,0.0466683606699405,0,0,0,0,0.0889270453442425
DXY.Curncy,0,0.0305616735023398,0.0102464639726612,0.0231850672355577,0.00501020540299695,0.00639010226948968,0.00665789676324076,-0.0245167855676012,1.73472347597681e-18,0.0123976793313662,-0.00744426288433013,0.204617357738451,-0.0991509333696857,0,0,0.00393317883436018
SPX.Index,-0.0837641691241478,0.0160387420558212,0.0154355538840873,0,-0.0225873527615682,0.00362923621019991,0.0123585008083928,-0.00549968862743761,0.0481915478353252,-0.0247236420897324,0.0117641592903658,-0.0317672531770254,-0.0272143245833591,0,0,-0.0690807465271852
VIX.Index,-0.413952651856442,0.274111899541952,0.0922722247875332,0,-0.294979662198466,8.67361737988404e-19,-0.345653885397619,0.260700865066949,0.166969716516797,-0.191769041618713,0.0518262348806977,0,1.04923555023981,0,-5.86807438317217,0
