,BTC,XRP,ETH,LTC,XEM,DASH,ETC,XLM,XMR,ZEC,DOGE,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.00525647996819656,-0.352399555087996,0,0.00387061145159968,-0.0330149238727814,0.293262982243399,0,0.403504570547877,-0.422311971030584,0,0.0410091410365099,0.110855908005686,0,0.128279679266368,0,0,-0.14014873272997
XRP,-0.934294926799571,0,0,0,-0.362454800107415,0,0.260493107419422,0.767789933542592,-0.225553862810468,0,-0.122001850717909,-0.762930247682423,0.392597392779327,0,0,0,0,0
ETH,0,0.0759940756866942,0,0,-0.108128046793472,-0.104847943136096,0.285239837226911,-0.117211744942123,0.799871734735839,-0.480072900429071,0.0568268489500588,0.0353541260882695,-6.93889390390723e-18,0,0,0,0,0
LTC,0,-0.0410768483162453,-0.137768224556534,0,-0.112057702297008,0,0.148964973806944,0.0170531605215762,0,0,0.414469536340818,0.0072848770379411,0,0,0,0,0,-0.299169154484576
XEM,0,-0.0406858813862304,0,0.0321173095711598,0,0.0441326216790395,0,0.219824153471115,0,0,-0.15151730828455,-0.0120700757352795,0.532669126072594,0,0,0,0,-0.527990188902821
DASH,0,-0.121979214992838,0.112888905227564,0.0781291334196616,0.155455938839857,0,1.73472347597681e-18,0.074832139373599,-0.243355293164457,0.283309769040565,-0.0584941269198301,0.0407383019489286,0.0960018370009111,0.0379449205544029,0,0,0,-0.182636135222944
ETC,0,-0.0408951906271246,0.402737861990157,0.243381709690519,0.0549425675971279,-0.244738036423544,0,0,0,0.331415700827127,-3.46944695195361e-18,-0.067837840578996,-0.0939644545439681,0,0.121022487345046,0,0,0.286975946102616
XLM,-0.342024606974362,0.150056670374419,-0.673075516600637,0.036840953446953,-0.39869070673855,-0.219202656610034,0.570925795307155,0,1.08249478712124,0.0854821319825581,0.647793759434029,0.197552686834124,0.137084531105522,0.711269392567962,0,0,0.559445234365851,0
XMR,0.166058979980745,-0.0584525860567056,0.30675251612652,-0.102303057033502,0.0244385583611667,0,-0.0460124150300258,0.127092649446375,0,0.204591527011245,-0.0916603397189495,-0.00518571122570717,0,0,-0.0249094377879855,0,0,0
ZEC,-0.0101099790694844,0.0146544930492282,0.0868369152006534,-0.118332148724685,0,0.314016322903702,-0.116348501801641,-0.0741383644334956,0.13281264309596,0,0.361097074850842,0.0579268676716353,0,0,0,0,0,-0.208186484592125
DOGE,0,0.0105663685151681,0.0904334866992345,0.296364881455262,0,0,3.46944695195361e-18,0.215892719196164,0.186441672917554,0.167659721381264,0,0.0203982900695881,0.0917259075883874,0,0,0,0,0.661465076866625
DGB,0,0,0,-0.391486488496526,0,0,0.227293339775873,0.0329225281224454,0,0,0.104866910501214,0,0.206083050553142,0,0,0,0,0
NEO,-0.467581430341014,-0.09680035354319,0.0672208627060848,0.108157478694574,0,-0.0413741108675519,-0.170847403860924,0,0,0.505828454923246,0.130395473485633,0.0185764873891225,0,0,0,0,0,0.0113998125767699
BV010082.Index,0,-0.0112232894119614,0,-0.01966896812433,0.028280493931155,0,-0.0698778304106328,0.0225590603613285,-0.075651883733458,-0.0678183349274227,0.0377677303315147,0.012882023697046,0,0,0.271317625559371,0,0,0
CVIX.Index,0.0579060983921449,0.00878011390586042,-0.298210311605569,0,-0.441211920743871,0,-0.176850284867443,0.0323779541107469,0.551881559185378,9.95537968657631e-05,0,0.0348873966285356,0.137450439948652,-0.209213829658246,0,0,0,0
DXY.Curncy,0.0425546990515945,0.00169834928075448,0.00870831330875588,4.33680868994202e-19,-0.00821230191911821,-0.00331508598280802,0,0.00258164220811037,-6.7762635780344e-21,0.00367065481340637,-0.00300484345209594,-0.00417351544602322,0,0.0866896477699071,0,0,0,0.0285911543202218
SPX.Index,0.0035214599117877,0,0.0175039032709654,0,-0.00318734423873445,0,0,0.00578217516131664,0,-0.0122276189697517,0,0.00137269306960513,-0.00270587485547727,0,0,0,0,-0.0490652084979479
VIX.Index,0,0.0292911868941967,-0.220328241130182,0,-0.20691046573519,0.216599198347754,0.0384856243305289,0.0906248959762592,0,0,0,0.0383755995671129,6.93889390390723e-18,-0.613945717813543,-0.570660888736771,0,0,0
