,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.333757667237134,0.0588664053918481,0,0.433333542724197,0.314762944869972,0,0.0936699382387713,-0.2425236309262,0.100974906074001,0.112186969138841,-0.267814036956733,0.155629729283118,0.147775884416157,0.214841230809085,0,0,-0.124014734914867
ETH,0.51851627364175,0,0,0,0.73038378829562,0.20404417351041,0,0,-0.218468476933207,0,0,-0.29116138040258,0.0411742258111131,0,0,0,0,0
DASH,0,0.00528428954002081,0,0.113372710907779,0,-0.00819300551155197,0,0.121871026197988,0.122226120198199,0,-0.151397089125267,0.414659283221678,-0.0776471354885029,0,0.634490321680004,0,0,-0.0435005015753349
XRP,-0.0989343070581102,-0.0639769941978141,-0.0633226680748247,0,0,0.156372713484618,0,0.198420078740477,0.289825341768917,-0.437885687713523,0.174691476406042,-0.22695286830982,0.13727924936984,0,0,0,0,0.266412842664215
XMR,0.17233865668611,0.420438509100122,-0.0014938283032715,0,0,0,0,0.228744170460016,0.187968675516385,0,0,-0.111759546892568,0,0,-0.407416584389793,0,0,-0.180601474974929
ETC,0.534122217231982,0.0640831812648798,0.093158755343068,0,0.246992686095507,0,0.392097028948916,0.0099190087130214,0.123303449870849,0,0,0.0504020433051073,0,-0.176997743018557,0,0,0,0.184275414174957
LTC,0.296464296455295,0.0133942517041699,0.0350505842148905,0,0.105630654703514,0.12067605744123,0,-0.113686708336202,0.0450562867649311,0,0.0329496952621167,-0.055191282547154,-0.0495362899587603,0,0,0,0,0.101776021089244
XEM,0.503081344448902,0.443150998379391,0.270517214696967,-0.00965500474916016,0,0,-1.7651144492522,0,0.221854038497808,-0.0525185733461499,0.111391206490271,-0.108193340955571,-0.251183669140404,0.315641444636539,0,0,0,-0.314132264407957
ZEC,0.16362004263167,0.0895266894329149,0.19810935072467,-0.0229861861113251,0,0,0,-0.0579866103059411,0,0.249528532517099,0,0,-0.193154536262746,0,0.148644778005354,0,0,0
DOGE,0.201704247300384,0.0102417827143467,-0.079482245994815,0.114600340789116,0,0.023595573413741,0.243690631721459,0.0312607633119201,0.243165203741183,0,0,-0.0733960495966775,0.189981689540318,0.284861958922769,0,0,0,0.0241700372441101
XLM,0.38830766561339,0,-0.137580060887612,0.132460770444991,0.035550489503818,0.183076839425999,0.75409015233696,0,-0.167056995751779,-0.211686725247474,0,0.021060873435275,0.257973304678007,0,0,0,0,-0.295463004516449
NEO,-0.517762991353744,-0.26805912676314,0.0728496240046263,0,0.362047413927754,0.329868533336101,-0.631658957266808,-0.0245721801976997,0.360630971406247,0,-8.67361737988404e-19,0,0.198183040914019,0,0,0,0,0.251369070482191
DGB,0.0970765402091414,0.193155139032899,0.220781861727938,0,-0.196942075781588,-0.0954966624552092,0,0.204885398837019,-0.0423978501226908,0.643133198000993,0.102654088842626,0.0504771156824214,0,-0.712605084490401,0.3596151855766,0,0,-0.525082771754671
BV010082.Index,0,0,0.0581825595020705,-0.00930412146875942,-0.0550897831229957,-0.0912459708439152,0,-0.0345423063478917,0,0.236309904154938,0.129880589488361,0,0.0440377589389506,0,0,0,0,0.0955736347240708
CVIX.Index,0,0,-0.0669143402031295,0.124188989260113,0.051339930403415,-0.102436603879727,0,-0.109257743128128,0.128121161080656,0.216490326367232,0.13916613516886,0.00999238223172075,0,0,0,0,0,0.414779461407815
DXY.Curncy,0.00211631855465501,0,-0.00614031880542703,0,-0.00674951202937507,0.0248229539963728,0,-0.0137488904854995,0,0,0.000932539098239876,0,0,0.130409365860666,0.0278933173402798,0,0,0
SPX.Index,0.0338657393927996,0.0170163608764574,-0.00680324510731517,-0.00884653687214494,0,-0.0303854141147825,0,0,-0.00861520554588663,-0.00213302029507332,0.0461830623507973,-0.00596053454715596,-0.00287880623018935,-0.0423146337163961,-0.0209879367364343,0,0,-0.0245734262815145
VIX.Index,-0.347165339174917,0,-0.00508412080754315,0,0,-0.00392358286368521,0,-0.0669580905557279,0,0,0,0,0.171408559202437,0,0.38267541775695,0,0,0
