,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0525834870431934,-0.052875200666328,0.0802490787615699,0.110737688496704,0,0.279653827217219,0,0,0,-0.0439906508793657,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.0239018187247448
ETH,0,0,0.0102296541269213,0.157185767237964,0.0442620759281871,0,0,0.412136913486027,0,0.0331694975401765,0.0535009983411129,0.0677220209548786,0.159723142802239,0.0540339172010096,0.149232862679489,0,0,0,0,0.0165297098726829
XRP,0,0.309118018883188,0,0.222000859872124,0.166769745256858,-1.73472347597681e-18,0.894961548023014,0.513258554429222,0.29602229142436,-0.243173147879772,0,0.253364850720931,-1.10293472282774,-0.451585349013753,0,0,1.05466825321563,0,0,-0.144155037803549
BCH,0,0.340475976518134,0.0716057282344679,0,0,0.0163629458781158,0,0.153616779219024,0,0.255563135698735,0,0.00298413961363729,-0.0106246758873721,0,0,0,0.0398453037019466,0,0,0.0215800596193256
EOS,0.54049288765123,0.434445895160784,-0.0105869306015885,0,0,0.0530032868605761,-0.0563269063951812,0.216072790319968,0.0490773250898887,0,0.0489795694195847,0.0704288080801755,-0.0162373134360575,0,0,0,0,0,0,0
XLM,0,0,0.143075853690436,0,0.0703242817634085,0,0,0.0991957031872952,0,0.167120384037364,0.0728601869887526,0.105485256245412,0,0.113843358468632,0,0,0,0,0,0
LTC,0.167570373723903,0.199171553885256,-0.0225001318390926,0.144502082091415,0,0.108088461795989,0,0,0.0136039236722489,0.0841056389316048,0.12443164593798,0.0338221111010582,0,0.110497207670628,0.0258056673477602,0,0,0,0,0
ADA,0,0.148926002539507,0.123719382980843,0.103563994486618,0,0.139933676254991,0,0,0,0.132546885970959,-0.0206754908503219,-0.043778111632105,0.163600405357712,0,0.332883892103561,0,0,0,0,0.0598644482367848
XMR,0,0.125505335867096,0.050859887547095,0.0844323269604395,0.189423784225121,0.0806171982006637,0,-0.209485456211198,0,0,-0.117805278986663,0.116309489162947,0,0.513932120283355,0,0,0,0,0,0.058465219485961
TRX,0,0,0,0,0,0,0,0.359973069906175,0,0,0,0.0333802390235816,0.356662052445054,0.223685906070745,0,0,0,0,0,-0.0648678331089256
DASH,0,0.142521216143088,-0.058544739454691,-0.0295066464979888,0.174366514581982,-0.147567260983692,0,0.438234408766133,0.0505447677420209,0,0,0.102514831476361,0,0.227450954650893,0,0,-0.190933052757578,0,0,0.0599167518727983
MIOTA,0,2.77555756156289e-17,0.0431648004979472,0,0.0917532066596001,0,0,0,0,0.320697463303529,0,0,0,0.454045793663522,0,0,0,0,0,-0.0363916493998159
BNB,0,0,-0.00792546203954092,0,0.0921401043906695,0,0.423357726477821,0,0,0.109926980891572,0.0170558304146136,0,0,0,0,0,0.126386130303802,0,0,0.0158098148393352
NEO,0,0,0,0.0411237830442537,-0.0680199395038047,0.116659286095426,0,0.0508054926252511,0.200562445485661,0.0525780709281369,0.328152852582109,0.12107150320745,0.126841324036579,0,0.0779897862240163,-0.502898238440764,0,0,0,-0.0201155435548503
ETC,0,0.203093931989916,-0.0814316090666951,0.14036471447194,0,0,0.0691268541577818,0.424563851398289,0.0498815993878221,-0.0280071254378363,0,0,0,0,0,0,0,0,0,-0.0501705356186917
BV010082.Index,0,0.0122907908444207,0.0673730417543901,1.73472347597681e-18,0.000780063470482644,0,0.0686699043295119,0,0,-8.67361737988404e-19,-0.0186184147141335,-0.0689328214180222,0.105757624044561,-0.213828144849901,0,0,0,0,0.763516634180575,-0.00438443003842943
CVIX.Index,8.67361737988404e-19,-0.0182804786484579,0.00161269907741822,0.103983731237803,-0.124549130083138,-0.0210866047718697,-0.484035286384846,0.221979254052784,0,0,0.16399107210678,-0.0479179408106347,0.353829928741382,0,0,0,0,0,0,0.0262445323246647
DXY.Curncy,0,-0.0198468680229419,-0.0202024683594004,0.000801843768319345,2.16840434497101e-19,0,-0.00142711832858502,0.0238190976277292,0,-0.00225273200583236,0.00320866516869099,-0.0169262109007333,0,0.0279943020793448,0,0.0227512822353856,0,0,0.0274152108100882,-0.000320426531624614
SPX.Index,0,-0.0181143456825548,-0.0459709987996492,0,0,0,0,0,0.0342507012972322,-0.00782554967739396,0,0.0109620108440258,0,0.0156973446282597,0,0.173989721061908,-0.0371332381644708,0,0,-0.100259762598501
VIX.Index,0,-0.649381064581501,-0.35939915593942,0,0,0,0.0868061348315332,0.805198583812852,0.62951985327675,0,0,0.180834380877786,0.421551488225124,-0.644339112559933,0,0.713039344827186,2.98606819630139,0,-3.22860205791386,0
