,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0233718788311098,0.198130582240924,0.275553047141322,0.0622797204757013,0.110856401511841,-0.106990944086833,-0.0676071472032641,0,-0.00151677814321559,-0.159142598630123,0,0,0,0
ETH,-1.26203902939616,0,-2.77555756156289e-17,0.550009752644607,0,-1.28303704425694,-0.423183267824578,0,-0.160173228722982,0.239592560639999,0.022845237323169,-0.472630173065561,0,0,0.246711011843499
LTC,0.770243779532513,0.0674033039389643,0,0.0115691373749584,-0.361848260782681,0,-3.46944695195361e-18,-0.135150397780528,0,-0.00411651073725839,0.0278413338916938,0,0,0,0
XRP,0.131336532116835,0.0773677480410117,0.255896264181392,0,0,0.439976760347926,0.115058476531708,0.0455811919715894,0.142808515638897,0,-0.404423725730092,0,0,0,0.0313920652635531
DASH,0.385950768916697,-0.0632102494278362,0,-0.697047792166172,0,0,0.155312639227009,0.139073600341853,0.537238437037848,0.103933150109077,-0.116779468872467,-0.394183418392963,0,0,0.162854532368472
DOGE,0.0350508044187649,-0.00333822782482914,0,0.100170468626823,-0.038285135797733,0,-0.0881375317990942,-0.0163804925995972,0,0.0281201902326446,-0.0450168937922058,-0.23320406941523,0,0,0
XEM,0,0.0174900184914022,0,0,0.555583062028792,0,0,0,0,0.139169216240888,0,0,0,0,0.108696773063843
XMR,0.121656815377835,0.546121061534012,-0.253973803377594,0.0910889148426603,0,0,-0.307237081413222,0,0.619814053643225,-0.199476524970784,0,0,0,0,-0.824625402466538
XLM,0,0,0.0150965376106508,0.462964738408552,0.274323043620131,0.298094816187501,-0.02719812260431,0.0894263981570895,0,-0.0335586945126777,0,0.247356815092205,0,0,-0.0903404990720087
DGB,-0.814432951264957,0.14746418640667,0,-0.664723198494905,0.393633410844162,-0.136239867277913,0.361001153554778,0.404619423438546,0,0,0,0,0,0,0
BV010082.Index,0,0.191087759646408,0.070858028910393,0,-0.0353465940668652,0.0184264537949213,-0.105181192472939,-0.116578981333624,-0.0438444215171773,-0.0815791115875282,0,0,2.04788065026257,0,-0.138491506602995
CVIX.Index,0,0.124189903736431,-0.168507013510586,0.0754834948229676,-0.15656860412319,0,1.73472347597681e-18,-0.084115885802345,0.356860105167873,0.0436548863878237,-0.0448178064338698,0,0,0,0.0362773745185398
DXY.Curncy,-0.00746424653308323,0.00404787639339043,0.111831858056955,0.0614831586817003,0,0,0.0374803805072957,0.0149620366868125,0,0.0257001760591801,0.144631103616516,0.0558329644775264,0,0,0
SPX.Index,0.0369181905043573,-0.0156448198453713,-0.0337702806970238,0.00627049981254189,0.0130115026620166,0,0,-0.0191939315919383,0,0.0155159694171617,0.0296215476425878,-0.0188783764977617,0,0,-0.0842866147575419
VIX.Index,-0.139253332314934,0.231321648255197,0,0,0.0615518936729683,0.471123301886713,-0.0980308360281807,-0.437657088920415,0.231679261303298,-0.0449584411140407,-0.729943872864362,0.250640107610767,0,-2.67248518473488,0
