,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.267101747590867,0.362402825102063,0.142917593998135,-0.025955162008225,0.11749165008694,0.0358143886767595,0.0704532570585458,-0.124350029389703,0.0625720787830901,0.0907734358684087,0,0.0938882152992285,0,0,0
ETH,1.38777878078145e-17,0,0,0.117922905460818,0.0980374495055344,0.0500677928309411,0.0483358910459155,0,0,0,0.152879232183843,0,0.23819669259438,0,0.0256889366057877,0,0,0.221464333385315
XRP,0,0.113341687491481,0,0.0533792794000705,0,0,-0.125006293311467,0.0790972297568603,-0.0185607249870561,0.53262264672392,0,0,0.0388498926057735,0.1843512047047,-0.0791130179079518,0,0,0.0957173242706991
DASH,0.507115770145974,0.449500148804744,-0.316960433028665,0,0,0.326214789537379,0.0701308104426124,0.20153774896633,-0.182397576191914,0.0408582262184837,0.372706896823256,0.236737818835544,0,0.350019500305066,0,0,0,0
LTC,0.706653648363105,0.0914216473605525,-0.146098680157855,-0.0762462206285805,0,-0.0797043406721997,0.128776502734961,0.0673963013706998,0.072408963833813,-0.0726446280004331,0,0.119411943072367,0,0,-0.252879201821358,0,0,0
XMR,0.0737755165068748,0.504649736882761,-0.195732858670456,0.0852342709457425,0,0,0.122385985255415,0.194760357341026,0,0,0.0655120997404874,0.137771621835156,-0.225556469990374,1.53184964098889,0.78044580966269,-2.46266113596387,0,-0.172215115560083
ETC,0.611813886147519,0.409588574419251,0.0346163922794021,0,0.445478370064048,-0.236360423751925,0,0.0857199573320639,0.0696144711691088,0,0.145980320321731,0.0521222443848739,0.0243212234110612,0,0.435700905335878,0,0,0
XEM,0,0.227005420063157,0.110851308112398,0,-0.0507618238997652,0,0.191436790058397,0,0.208905972565807,-0.325709259933858,0,0.148459142795364,-0.233253647474901,0,0,0,0,0
ZEC,0.463777253875711,0.071069433872003,0,0,0,0,0.0835062176896405,-0.0104470338190149,0,0.514488317724928,0,-0.148838638359875,0.148840593746958,-0.554121997592801,0,0,0,0.0776890217559555
DOGE,0.325994379046329,0,0.223066847833977,-0.15639283894173,0,0,0,-0.0232036685483409,0.0373334712068908,0,0.211438856794728,0,0,0,-0.137308083686367,0,0,0
XLM,-0.335022450534988,0.0229481567866011,0,0.029290365352942,0.370602196159372,0.00933775833795924,0.193020215537856,0,-0.113624139112943,0.30809023776682,0,0.104148559031458,0,-0.280167908666553,-0.0351476538774028,0,0,-0.0329940610850403
NEO,0.355514333926632,-0.0669456138255757,0,-0.332039383711212,0.0942364546431609,0,-0.0689286008763147,-0.00684909727196729,0,0.069995150881759,0.38566846336666,0,0.243799220470032,0,0,0,0,-0.254733544715972
DGB,0.36384513725827,0,-0.0954327725908884,0.0510606271911545,-0.961279968632787,0.238688841367896,0.0789356201697431,0.128212392995863,0.280286386851848,0,0,0.65445027582818,0,0,-0.678278897496357,0,0,0.120766114657595
BV010082.Index,0,0,0,0,-0.0468113003078106,0.0531140300733969,0,-0.0756093435179025,0.0745166252171359,0,0,0,-0.0388588774630634,0,0,0,0,0
CVIX.Index,0.148527255860824,0.182419230567883,0.0757608983527917,-0.0448294497190712,0,0,0,-0.159910897080028,0,0,-0.0730846882522926,-0.143236817186182,0,0,0,0,0,0.00697436130927948
DXY.Curncy,-0.0475092887135555,0.00865042316757064,-0.0587870516279658,0.0308983140811009,0.0430963735699158,0,0,-0.0180323172562177,0,0,0,0,0,0.192888028894214,0.0408610815404915,0,0,-0.00170143482546552
SPX.Index,0.00681661657125182,0,-0.0120313904049197,0.00772353436826548,0,-0.0108650066849693,-0.00693590509310087,0.000684240683972052,0.00626822115938108,0,0.00702424896270697,0,-0.00496643614451484,0.0587775704484887,0,0,0,-0.0610009951360251
VIX.Index,-0.420270853404192,-0.186239818652026,0.472867725136,0.17014417127934,0.523751297018703,0.250645211211781,-0.577945447573754,-0.190280084866778,0,0.0474122935164778,0.186098560493433,0,0,0,0.220570716083183,0,0,0
