,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0482282721486673,-0.149794064446083,0.569988789918797,0.0733833134920636,0.123339162793442,0.0413199862975468,0.117740557752336,-0.0207293274537791,-0.0311210228377824,-0.147861662590941,0.030898995103907,0,0,0
ETH,0.844969337184993,0,0.475976391362277,-0.328595553225487,-0.178694312437997,0.724408504248299,0,-1.4985415553412,0,0.338131897114675,0.508014591952135,0,0,0,0.236680012098803
XRP,-0.724944616778168,0.0388621159107191,0,0.595549817173777,0.115110981510933,0.178544533876409,0.254185945803104,-0.00000000000000000173472347597681,-0.0568154525232446,-0.00717418778968616,0.241857079118234,0.171780598266856,0,0,0.0857115102801685
LTC,1.25489189633057,-0.320243400419239,-0.333549464872423,0,-0.132840604020255,0.208671099911769,0.239696655941183,-0.49634997069851,0.194774900764414,0.106943692924052,-0.487915577218258,0.196711762211682,0,0,-0.0875220641564952
XEM,1.04450554056094,0.194391786114714,0,0,0,0,0.155153768456288,0.00411979135697527,0.495149122104027,0.374865683186798,0.642292045845784,0.587765060016378,0,-3.24937740792673,0
DASH,0,0.0130547258307948,0.195580152806558,0.0969840787201533,-0.0286724118916665,0,-0.0983598542191804,0.0234629169846912,0.194904684753207,0.222550373832819,-0.401959359257092,0,0,0,-0.0621860019406453
DOGE,0.314640526285901,0.0532162318169763,-0.200290334202494,0.16391702843595,-0.0384969517561235,0,0,0.271736857467833,0.0502003435276475,0.0728010952744489,0,-0.223142482803403,0,0,0.0768069773010745
XMR,1.04178077346881,-0.139904860421356,0.309329262733669,-0.301673854707477,-0.0984586226578614,0.0269529555021409,0,0,0.109137517848591,0,0,0,0,0,-0.0678713886268651
XLM,0.344009247670759,0.149645467580865,-0.0756056148460481,0.0537417703620472,0.199309572841446,-0.00930474937687856,-0.204256853108566,0.0725237909931512,0,-0.187381128678832,0,-0.191108899370343,0,1.25662308100885,0.250635502118846
DGB,-0.746663365413672,0.284905783786454,0,0.533533032371235,0.109479245151808,0,0,0.0660538697136639,-0.376658789518898,0,0.142155414733955,0.0942000974895914,0,0,0.119651003111926
BV010082.INDEX,-0.0730557911957335,0.101776874726503,-0.319131257633642,0,0.0666916816069017,0,-0.209594921165834,-0.128949688772086,0.0036682423162842,-0.0283865630870306,0,0,2.08003214073751,0.20675025485034,-0.185279509045921
CVIX.INDEX,0.146538735417067,-0.100110235067926,0.0845942766253394,-0.298236088917782,0,0.315901165513981,0,0.0621560678233516,0.05871934484988,0,0,0,0,0,0.136610810540077
DXY.INDEX,0,-0.0165707179783814,0,0.0185169995181966,0.00614835220281436,0.0389433414389437,0.0252568341819511,-0.0333457034031227,-0.0122193276853319,0.00466769139076015,0.165338020381953,0,0,0,0.0263115474477569
SPX.INDEX,0.0409210725378826,-0.00694832914762016,-0.0420656065583216,0,-0.0177098689818162,0,-0.0600505432467473,0.00616657780133139,0.0486458758827182,-0.00704199991601248,0.00531527384003587,-0.0405671127806372,0,0,-0.0771527069332954
VIX.INDEX,0,0.279457007106346,-0.655735553948547,-0.107660101685103,-0.149400346232399,0,-0.668006097888559,0.357205951489139,0.571899644454804,-0.352825869483568,0,0.919677251831523,0,-2.5210023844655,0
