,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.269737908138796,0,0.41955241675355,0.139792806215377,0,0.0782903736149181,0,0.169360111942024,-0.171200029411101,0.0668062304494098,0.112275314462742,0,0.155741933813131,0,0,-0.0966144990463803
ETH,0.155239870896066,0,0.0413764185605756,0,0,0.19780205532156,0.113516328129309,0,0.0577190635568369,0,0,0,0.193838445638071,0,0.00451490843338585,0,0,0
DASH,0.462741668446313,0.364614163562349,0,-0.288276161376163,-8.67361737988404e-19,0.361721800375467,0.153147735061751,0.189168260921183,-0.232623162526436,0,0.409374503357755,0.188392300233789,0,0.251829279914882,0,0,0,0.0299533021697752
XRP,0.0323808076291026,0.0923279345171159,0.039198066209882,0,0,6.93889390390723e-18,-0.120541687332674,0.0762318669218378,-0.013488200888568,0.521702147928172,0,0,0.0369258326495124,0.195761308836134,-0.0794919198347338,0,0,0.0869810019307292
LTC,0.608711118101787,0.067731333120253,0,-0.188864417929326,0,-0.133020215709033,0.0553449891116931,0.0842453841160192,0.106566561079739,0,0.142169270298243,0.124358275919144,0.0140971425599796,0,-0.191967012673133,0,0,0.0390494250403938
XMR,0,0.439704432646472,0.0468690994296945,-0.237565379008536,0,0,0,0.302711262313085,0,0.163606878708349,0.0878407696811167,0.193288608106302,-0.194454807387753,0.668465826598936,0.835232557404703,0,0,-0.0776027158437273
ETC,0.580878779141406,0.42058191070228,0.02216406656115,0,0.466126891659343,-0.232961523172633,0,0.078904756637893,0.066342135573934,0,0.137959388795477,0.0729105606359357,0.0203985327660526,0,0.403963500889823,0,0,0
XEM,0,0.1750793063545,0.0415623052344335,0.138897303740283,-0.0795793634464878,-0.178163123212724,0.134399272125839,0,0.35877824944897,-0.593039013090181,0.407465139496647,0.195168455687477,-0.222141589564091,0.987413601949515,0,0,0,0
ZEC,0.448247935068979,0.120529989464308,0.154906183110965,-0.452997235019515,0,-0.156129505525443,0.0602847683797524,-6.93889390390723e-18,0,0.915726909515948,0,-0.0757991669549189,0.0845956669002301,-0.419677811858303,0,0,0,0.149519220495539
DOGE,0.43171898893434,0,0,0.305769440862848,0,-0.109272508120393,0,-0.0169889643363863,0,0,0.126297031793394,-0.039907195774168,0,0.21376962261325,-0.393274595310599,0,0,-0.00666837860285103
XLM,-0.396173348674888,0,0.0518276077523069,-0.0106022633083597,0.360728410541246,0.143462984274264,0.186220273604319,0,-0.110433258024491,0.229161006558869,0,0.124878797164495,0,-0.311695578865162,-0.056264128320486,0,0,-0.0198095847407767
NEO,0.161043961586821,-0.168225855253404,-0.273322105532996,0.43483963029888,0.0877732165180543,0,-0.11608402966415,-0.0816120002025739,0.260916566723546,0.0579376822531362,0.438106815760208,0,0.219764208161982,0,0,0,0,-0.35762181878075
DGB,0.411226737681225,0,-0.110645605952352,0,-0.97899320213062,0.205368984069763,0.209164638620938,0,0.359464672381416,0.00866536078514571,0.0993130492852027,0.431333057481457,0,-1.18830610094002,-0.47598342626225,0,0,-0.216547514740699
BV010082.Index,-0.0994653334559813,0.0189894087344468,0.0412703536602808,0,-0.105424140348895,0.070777013803427,-0.0202840080622566,-0.0539209867573034,0.0935792421896604,0,0.0652729855188697,-0.0165419270804413,-0.0677956517894675,0,0,0,0,0
CVIX.Index,0.1108715827656,0.180988026666456,-0.0667287861169424,0.17488847428448,4.64277426074415e-05,0.00981439044306608,0,-0.154525839694354,0,0.0506892475830712,-0.0475813152649441,-0.163270237261259,-0.00968501645717741,0,0,0,0,0
DXY.Curncy,0,0.0331081204689007,0,-0.0675614726396307,0.0422961730667803,-0.00225410401547992,0,-0.00609184613361573,-0.0161306358073171,0,0,0,5.42101086242752e-20,0.189367913168005,0.0564827393144427,0,0,-0.0270801673852148
SPX.Index,0.00681603298043288,0,0.00772363842704494,-0.0120314270102776,0,-0.0108645230068884,-0.00693599007042366,0.000684654946004739,0.00626819848392929,0,0.00702371734913092,0,-0.00496630509849052,0.0587768438925498,0,0,0,-0.0610009221081588
VIX.Index,-0.023852299351345,-0.082606399081191,0.241582713424174,0,0.217031537601564,0.0461411462036705,-0.495915595296873,-0.238700871186283,0,0.2890136509412,0.0623026577872187,0.196462312042153,-0.167845029419955,0.111289040251685,0.113600469346047,0,-3.97247360926498,0
