,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.000773621026493813,0,0.536759292787435,-0.0322913570210925,0,0.0430611705970748,0.169075022035213,0.0892892223488928,-0.0307052155341151,0.0337677534094228,0,-0.0453181405467824,0,0,-0.0212188029352309
ETH,1.23121062234383,0,0.116594572466151,0,-0.333924233589198,0.739055885816655,-0.082759076271753,-1.56697960365308,0,0,0.484844101735385,0,0,0,0,-0.0556857550301342
XRP,0,0,0,0.141858520346385,0.00142155877176228,0.0560850581181741,0.0662427310985611,0,0,-0.042581832608551,0.0755281787034677,-0.0779484871713429,0.142809507012292,0,0,-0.076068486668768
LTC,1.39836980747015,-0.111961655094791,0,0,0,0.329652039262676,-0.140965681187737,0,0,0.109459154061748,0,-0.578324504130507,-0.103800849687455,0,0,-0.06271926972196
ETC,0,-1.53518493790918,0,0,0,1.15171769532416,0,-2.20234623614634,0,0.33514179143187,0.607056152534323,0,0,0,0,-0.714701865341284
DASH,0.086045350206845,0.191945723936972,-0.178921983248805,0.0945052038336195,0,0,0.0291810101997501,0,-0.127373036676463,0.209466899380123,-0.171904985205898,-0.482933105290395,0.437802319275353,0,0,-0.155329260376062
XEM,1.38335441145245,0.00889857307580705,0,-0.194281360201626,0.0652856545531367,0.515329595377483,0,0,0,0.626355414865911,0.212843134552456,0.457923111404095,0,0,-3.31732135939478,0.0104574581713623
XMR,0.980433593031787,-0.199606310113966,0,0,-0.122596876839129,0.190152216204827,-0.0669170903811721,0,0,0.0912187363942153,0.0819903838937621,0.460317274970055,0,0,0,0
DOGE,0,-0.209569251068943,0.332004200929231,0.443381099854859,0,0.24865347530147,0,-0.0395947443549781,0,0.149677714510216,0.0751907216164007,0,0,0,0,0
XLM,0.803537708415495,-0.211453861967291,0,0,-0.0642205378151243,-0.0446949837795383,0.194531910843259,-0.124156364875316,1.38777878078145e-17,0,-0.114769074927043,0,-0.469065220081168,-0.932182761941164,1.23370524129119,0.277680326176376
DGB,0,0.815096046432313,-0.454145539709313,0,0.123458183365063,0.141786304757722,0,0,-0.463693362600822,0.431299106632426,0,0.664503362397763,0.838601571960273,0,0,0.0907149384318553
BV010082.Index,0,0.0301804314521952,-0.0658384557212164,-0.180689357052873,0.0373786302728997,0.151046177601533,0.0464654136829703,0,-0.0723854413722899,-0.00689397657499956,0.039056103865772,0,0.0367026664870458,0,0.350606866896825,-0.0584112806032127
CVIX.Index,-8.67361737988404e-19,-0.125901604283487,0.198259423294536,-0.118860925370203,0.0101585588224744,0.353549096937221,0,0.0237750161355632,-0.046478024531958,0.03984524921599,0.0569314105420583,0.0893465027478339,0,-0.493134276299032,1.35535890077183,0.299714936390009
DXY.Curncy,0,-0.000938706171272695,0.0280953156646941,-0.0330715482028083,0.00208847671025,0.0382409564717425,-0.00123184255126939,0,0,0.0242658958054363,-0.0350112833710344,0.0931796909654253,0,0,0,0.027973654571764
SPX.Index,0,-0.015020198269017,0,0,0,0.0473667931886307,-0.0115607717161222,0,-0.0385608566406633,0.0269493988473404,-0.0109312232842825,0.0574531747422323,-0.0783289534350188,0,0,-0.0644067685764897
VIX.Index,0,0.0775017677818462,-0.587503880913488,0,0,0,-0.115007852315771,-0.117720029347508,-0.683469018774031,0.546733221967256,-0.19955416342483,0,1.13828300745753,0,0,0
