,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0265974112040149,0.177288329154196,0.328116972877989,0,-0.0538510489910633,-0.0420330379891013,-0.0182454045780704,0,0.0213168502602277,-0.143316467725024,0.0443072080549722,0,0,0.0392661407900187
ETH,-0.424127787025522,0,0.646334048320728,0,0.527593482604347,-0.0549745541384549,0.287755512934642,0.296946520221589,-0.656363462297793,-0.0533660851292325,1.38534381959385,0,0,0,-0.684228656533953
XRP,0,0,0,0.350961123171263,0.223790516650608,0.0451227469875764,0,0.0793015398678471,0.0912184200507747,-0.0907750237663883,-0.530744619724362,-0.0770942862780999,0,0,0.0775559065942705
LTC,0.770040161877032,-0.0781623329241729,-0.0676639800716027,0,-0.0316319805060774,0.0225279215951942,0.0254839780016884,0.0709721693647836,-0.0218647643300318,0.00303171027360207,0.229659092491734,-0.111956124914439,0.361370070734724,0,0
DASH,-0.338560901519482,-0.0349465191377778,-0.130238620265394,-0.229749047782292,0,0,-0.0866351198096772,0.118552781444535,0.0768282836877729,0,0.0124492162411797,0,0,2.39143321051403,0.438755590630869
DOGE,0,-0.0335148521171746,0.229665120183902,0.200124916986745,-0.0781079516940745,0,0,-0.102710337555539,0.245239113614712,0.0571118474455879,0.309767604693601,0.082636130969332,0,0,0.170452875650304
XEM,0,-0.288667991635269,0,0,0.095695378375342,0,0,0,0,0.140502370107283,0,0,0,0,-0.766784435724758
XMR,0.715071256715775,0.416485617175317,0.492750605019076,0,0,0,-0.0984228851059045,0,0,-0.0880363271012795,-0.132828500422123,-1.19440849214632,0,0,-0.198903139268678
XLM,0.223561459685875,-0.0661704440073524,0.388305505839694,0.526156041869999,0,0.288008659266756,0.148079426447238,-0.110742373998215,0,0.11222430004096,-0.127130444881884,0.38364219206854,0,-0.613233316567999,0
DGB,3.87144496050016,0.58240270506724,-2.18001466451683,-0.886594556296542,0,0.768538984332708,0.0771418687312438,0.0938210777467427,0.280853907014538,0,-1.05846405106968,-0.353417061215862,3.31425196361199,0,-0.210167511200676
BV010082.Index,0,0,0,0,0.122405546396587,0.163749278943312,0,0,0,-0.0842562200046573,0,0,0,0,0
CVIX.Index,0.352116499233275,0.0450439435677825,0,-0.485696833149532,-0.0489745740495857,0.0806605623750247,0.0191316149278272,0.0837877177947893,0.0467885357394312,-0.0179807988110736,0.0381390570633616,0,1.14698811848461,0,0.202161185919524
DXY.Curncy,0,0.00206865736438349,-0.0793685135997216,0.064905179034999,0.0168589166401059,0.0207640783701639,0.0174226326795465,0.0180399007038169,0.00108421968594063,-0.00057076775803713,4.33680868994202e-19,0.038891182774482,0,0,0.00109935344686689
SPX.Index,-0.0710315123849666,-0.0159614040494906,0.0166252134920337,0,-0.000921014232647467,0,0.000734158342582406,-0.00333668592294532,-0.000373857768604301,-0.00610086114255696,0,-0.0175503401819292,0,0,-0.0778575720425625
VIX.Index,0,-0.11490709863648,0.213465505705509,0,0.0406503901421051,0.482066259769047,0,-0.0506927549677528,0,-0.135406791313176,-0.302595401071803,0,0,-2.35191194171341,0
