,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0157536917351364,-0.0586282944976704,0.58695100995128,-0.0325030413441233,0,0.0313082582864772,0.108965678154433,0.165149559091612,-0.0213294938742256,0.0314331692294584,0,0,0,0,-0.0354935604072578
ETH,1.0547731603413,0,0,0,-0.335594588836071,0.767076209570019,-0.143238826650632,0.269339518968383,-1.477863320898,0,0.506471581038194,0,0,0,0,-0.0247440495368787
XRP,-0.0224253088622818,-0.0155771862314461,0,0,0.00376665804658571,0.103845599810534,0.0626917285063374,0,0,0,0.0822983172833116,0,0.125151087903887,0,0,0
LTC,0.99609061014325,-0.150254937240301,0,0,0,0.337377657106378,-0.123515758739082,0.164117778258365,0,0.205234980384824,0,-0.36528377441553,0,0,0,0
ETC,0,-1.53518418847052,0,0,0,1.15164547721368,0,0,-2.20240810898582,0.335143991156727,0.607081085531806,0,0,0,0,-0.714871346138406
DASH,0.135224106003109,0.0359751580162044,0.180096615189574,0.0478613662632098,0.0162116557847188,0,-0.0477012803649433,0.0750694550067204,0.0618600590058125,0.141219976351875,0.0590270716340745,0,0.140603542056338,0,0,-0.0399135719404562
XEM,1.01881878976422,0.109925480303439,0,0,0.0763149335444423,0.370742319148596,0,0,0.199594270212504,0.630748923361109,0.12308826755092,0,0,0,0,0.242746722335931
DOGE,0.251055644532062,0,0.23653676350766,0.324728490249163,0,0.257233295572142,0.047244148299085,0,0.128653656530015,0,-0.030762414119485,0,0,0,0,0.147900921665941
XMR,1.43248331454551,-0.18928723707473,0,-0.436323660646726,-0.0774727282842273,0.109911422076305,-0.0898578478812227,0,0,0.0163193976937024,0.161549833221765,0.72420734018819,0,0,0,0.147930583982346
XLM,0.402695084536049,-0.182079530941822,0.33195794948906,0.20842373236171,-0.0538173213954386,0,0.188565240999926,0,0,0,-0.0747751911593165,-2.77555756156289e-17,-0.399825214434795,-1.45187671667112,2.07136607368776,0.397760808302725
DGB,0.652881750393252,0.525915431988379,-0.10405455776314,-0.232315258034921,0.097977892902892,0.200713719952197,-0.0813559145010384,0,-0.107750740451768,0.350135135446765,0,0,1.09449645985876,-0.420099947534137,-1.4502532228581,-0.181453449170773
BV010082.Index,-0.213745659333395,0.0420863352072634,0,0,0.0401304234449759,0.12796462470853,0.0643871688267254,-0.131993439177487,-0.00678635316247711,-0.00590684468044157,0,0,-0.00111092016237754,0,0.275470668166022,-0.0614767472213622
CVIX.Index,0,-0.149274610581919,0.0756148948557194,0,0.013427849025072,0.324919279571966,-0.0719793833754077,0,0.0547846890115956,0.136310704005431,-0.0307231667234763,0,0,0,0,0.134745225461211
DXY.Curncy,0,-0.00123936052084811,0,-0.00712547293896011,0,0.0358679283131055,0,-0.049540874463562,0.00599622985278614,0.0217023188414228,-0.02440528132378,0.130954712966121,0.0318351575541078,0,0,0.0117720003124402
SPX.Index,0,-0.00631969814800558,0,0,0,0,-0.0177252247315071,0,0.015305389495611,0.0357784845751507,0,0.0156917848359021,-0.0811222970564554,0,0,-0.0735650332726659
VIX.Index,0,0.362429276663287,-0.36633803664255,-0.160821075271766,0.118977635378753,0.491817922744027,-0.104969802328533,-0.511075929957971,0,0.411087174206464,-0.405657700838512,0.168023713272246,0.852111232791124,0,-2.13613877174569,0
