,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.359224957507289,0,0,0.105691810827885,0.0207756064337355,0.287977975660866,0.0489189496105399,0.152544665974344,0,0,0,0,0
XRP,0.224166741766068,0,0,-0.0878300714781431,0.315395029517875,0.432266806936967,0.108711609811951,-0.40859617434813,-0.035020310159047,0,0,0.433009772657259,0,0,-0.269375251560504
LTC,0.117034279378845,-0.0772506755798143,0,0.0491738177830827,-0.113585240177719,0.349392491644868,0.0892291370060285,0.276797968912226,0.0403110487200874,0.0291549431278135,0.3351105977999,0,0,0,-0.0260442988627575
ETH,0,-0.347827950210538,-1.68866367121219,0,0,0,0,0.672736479276553,-0.00132049859446046,0.271240863244071,0,0,0,0,-0.0804531768915797
DASH,0,0.030290807353794,0,0.0344870163229465,0,0.188375503986268,0.170215266025572,0.210548459309909,0.0420283687728754,0.010418023956359,0,0.285383736697627,-3.83969433027135,0,-0.102310228364689
DOGE,0.140435045784171,0.217945266625701,0.236691009312171,0,0.0778096721077755,0,0.155227984928211,3.46944695195361e-18,0.031752260885653,-0.107674952455195,0,0,0,0,-0.0604117401931378
XLM,1.02025806033428,-0.184663579679725,0.233497804127343,-0.219398353143708,0,0.211356297779004,0,-0.498935682104978,-0.118845234388867,0,0,0,0,0,0.0395842302497358
XMR,1.60205632177352,-0.0429184429711001,-1.38777878078145e-17,-0.145211099140045,0.72223626696301,-0.133892792985705,0.088753990009509,0,-1.0842021724855e-19,-0.108958091227977,0,-0.168311288906117,0,0,0.0827520751079538
DGB,0.026786946595196,0.186259659939352,0,0,0,0,0,0,0,0.383133361742143,0,0,0,0,0
XEM,1.98556289053546,0.658128845742845,-0.265224419630485,-0.350902083137699,0.854482461580203,-1.80568117168234,0.301281425867588,-0.530931527129307,0,0,0,0.362302877834093,6.12716045143363,2.1986306914467,0.335301151825337
BV010082.Index,0,0,0.568065551722863,0.058920252075709,-0.431100622650371,0,0,-0.071253361556077,0.0353246607369568,0.125424095050306,0,0,0,0,0.0382119918972915
CVIX.Index,0,-0.0219050685463595,0.063087284167865,-0.11298489779294,0.123107013522479,0,-0.291091855305813,0,-0.019644285852775,0.0572955634177015,0,0,0,0,0.131340931561742
DXY.Curncy,-0.0791467109630955,-0.017470934801269,0,-0.00541034558841,-0.055591955878993,-0.0326425794671613,0.0505361159147146,0.0379612591969679,0.0107683255421115,0,0.0175043793161311,0.0299695816109588,0,0,-0.0261225514397119
SPX.Index,0,0,0.0778711030110416,-0.0420572572191841,0,0,-0.115560283530095,-0.0682194071313732,-0.00186494832838106,0.024329348636997,0,-0.129425238046799,0,0,-0.0816115328767577
VIX.Index,-0.108585082805673,-0.381391630031377,0.677550854669523,0,-0.673160786236141,0,-0.546591134816663,-0.0741794994641533,0.0516821146269831,0,0.120392530172539,1.02061983278453,-0.849768856403534,-3.26942679262808,0
