,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0485183338532078,0,0,0,0.0472421227402229,0.20592856444513,0.0365375913533218,0.0160972086389804,0,0.156069146302977,0,0,0,0.0712951496236618,0,0,0,0,0
ETH,0.229316047102306,0,0.0426948710183453,-0.0440070801954254,0.15206478341635,0,0.0749419298648602,0.0221365305467583,0.108763721606014,0.206697747769164,0.0519076211611909,0.051243846543219,0,0,0,0,0,0,0,0.0727914117878857
XRP,3.46944695195361e-18,0.216960805282426,0,0,0.0612574579249011,-0.140194415758602,0,0,0.267133448172596,-0.144569973243065,1.38777878078145e-17,-0.179013460551953,0,0.0122854527168269,0.2038353666395,0,0,0,0,-0.236708754532588
BCH,0.202040117797754,-0.357862628866865,0.0751097580392899,0,0,-0.239426930867309,0.404773530484311,0.106011031387682,-0.251156301538381,0,0.465067429154673,-0.129736426761993,0.0915450037650325,0.0381466326295844,0.0523713780388542,0,0,0,0,0
LTC,0,0.118876486607557,0.221340876682931,-0.0897650089923909,0,0,0,5.51057520952962e-05,-0.0808239706002599,-0.0434474732513643,0.817300424537469,0,0,-0.0334378754258247,0,0,0,0,0,0
DASH,0.301060369169319,0,0.177228732012544,0.214068031946004,-0.0836142267716282,0,0.120616245767617,0,0.0302021114800551,0,0,0,0.0564134510039152,0.0162125110009466,0,0,0,0,0,0
XEM,0,0.615494347307013,-0.0789893206489037,0.225928157497451,0.127881467894272,0.160509242182849,0,0.0495817184234684,-0.016064358892722,0.0394907087826733,-0.0818130682940985,-0.0370248122293691,0,0.0411810906198977,0.0597354871041414,0,0,0,0,0
NEO,-0.297375960923399,0.19934161849626,0.0838285853499895,0.388571231508791,0.498348682753706,-0.0459144682186563,0,0,0.0557736073319332,0.0560213894417414,-0.326144459782403,0.132232526401202,0,0.20222329385881,0.18752485947653,0,0,0,0,-0.483778560680983
XMR,0,0,0.351641843157554,0,0,0,0,0.137076685930288,0,0.0771427845656843,0.172655057257592,0.163365570495778,0.156153631110333,0.0610341947049437,0,0,0,0,0,0
MIOTA,0,0,0.0490292735352314,0,-0.0376763038412524,0,0,-0.22295118617135,0.0615592680900298,0,0,0,0.459636269818308,0.0879070572738704,0.404567371272318,0,0,0,0,0
ETC,0,0.0538166107279082,0.112638774261776,0,0.679624505904557,0.0472549175529832,0,0.0212011367929281,0.0918731211401856,0.06145299193823,0,0,0,0.0786949415402769,0,0,0,0,0,0
ADA,0.709806293821833,-0.994243652335997,0.0217982711767406,6.93889390390723e-18,0.153143980768888,0.263854737532467,0.109960872451687,0.0274028275622794,0.0912205079308239,0.119151226609891,-0.188020317960071,0,0,-0.11050951361499,0,0,1.40278970056727,0,0,0
ZEC,0,0,0,0,0.0375156157491463,0.158167789409224,0.316507175053017,-0.081801136831749,0.173697933970737,0.23124571739664,0,0,0,0.0387180732620879,0.158556699517384,0,0,0,0,0.20364567644213
XLM,0,0,0.568751092514043,0.195313332538758,0,0,0,0,0.287435240935119,0.785635872402192,0.612926464268415,-0.0420116227426728,0,0,-0.724879314572236,0,0,0,0,-0.400211625798309
EOS,0,0.518657257678066,0,0.176411162209313,0.279011020997619,0.0544889011706979,-0.301674663076133,0.248140808769981,0.110200324688414,0.130260820854653,0,-0.0712371672305047,0.0782895687965999,0.124006899885178,0,0,0,0,0,-0.0946521359694031
BV010082.Index,0,0.022965296029555,0.000376747348400775,0,-0.0434309990410277,-0.0903879960058647,0,0.0330643304316389,-0.0102189465426519,0.00167189162112294,0.0485107154966502,-0.0192600891835342,0,0.00397443571864639,0.0311597687774986,0,0,0,0,-0.0753185054750227
CVIX.Index,0,0.0574368590028336,0,0.149738881742976,-0.00821219351720679,-0.132662265024442,0.0787470200819597,-0.0587416539227832,0.000144574231630946,-0.0660717173826473,0,0.0470503231272139,-0.00550816578484407,0,-0.0102664905897123,0,0,0,0,0.0390291803820869
DXY.Curncy,0,0,0,0,0,-0.0334563657521827,0,0.0113949667851185,0.00494748232173791,0.000428636714738948,0.00576124799397508,0,0.00783724375814723,0.00286709668650267,-0.00377896119140983,0,-0.0119727231942787,0,0,-5.99576049229594e-06
SPX.Index,0,0,0,-0.000944951851191519,0.00193492899832302,0,0,0.000447844587622314,-0.00359349391665843,0,0,0,-0.00878397024763581,0.0017333059628114,0.00113607967066101,0,0,0,0,-0.0313912503193303
VIX.Index,0,0.301135470795642,-0.157495017255561,0.235601699145953,-0.360155428292443,-0.55414593425037,0.259918256868841,0.0240836993170791,0,0,-0.112940166037126,0.0793780076234624,0.502489669245723,0.0149574322670929,-0.278686548250841,-0.441634655058164,0,0,0,0
