,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.2771452910475,0,-0.0636314513999736,0,0.308202055696062,0.0546552966549203,0.260231244493058,-0.208741601100947,0,0.156389718770135,-0.206224856298454,0.14577067853203,0,0,0,0,0
ETH,0.162620301240051,0,0.00170967916554903,-0.0272210477824639,0,0.297179527174186,-0.0676723183140771,0.892514057839255,-0.251514243320764,0,0.155148681493249,-0.0983441587301472,0.0222983868389407,0.417134584146978,-0.402755672566354,0,0,-0.0462423608618871
XRP,-0.643392341857955,0,0,-0.0451407821913532,-0.256823694750152,0.157295774605017,-0.0332933146353426,0,-6.93889390390723e-18,0,1.33258458410379,0.204213248532397,-0.394150164054005,0.366806111138037,0,0,0,-0.031596216201431
LTC,-0.268024698503737,0,0.0392113401644693,0,0.0340560406058166,0.128570882545856,0,0,0,0.36469537704101,0.0452848325845601,-0.020828745494362,0.18898182604463,0.544133970735791,-0.0350152471185096,0,0,0
DASH,-0.293118489986006,0.0592723337376347,0,0.0629459361953064,0,0.0888362780783795,0.0680277231723486,0,0.122677278995759,-0.185417134666674,-0.0734888831896224,0.0448796051490719,0.087036444761455,0.422091358373835,0.430326263799403,0,0,-0.0565906827209373
ETC,0.0354667969787596,0.361795879716462,-0.0175200291912046,0.207388718491288,-0.136401829750975,0,0.0547949192384114,0,0.241873387453063,0.0843139009689149,-0.131119312001246,-0.198274951968325,0.0240797964317221,-0.856821762929957,0.086194908584751,0,0,0.134845153977411
XEM,0,0,0.023874826748572,0,0.179630664255919,-0.213289629376505,0,0.270210259223772,-0.136268877287332,0,0,0.243291486387243,0.409029178169812,0,0,0,0,-0.54811515458517
XMR,0.730217489366197,0.459992073001276,0.04840097531402,-0.0433502383635917,0.0719286052921908,0,-0.0440310750324448,0,0.356225441141565,-0.091030392406568,-0.275454107513179,0.0647152094144789,0,0,0,0,0,0
ZEC,-0.180576207544177,0,0,-0.0462604628968076,0.136870858363484,0,-0.149156352247803,0.321105752643064,0,0.19987559866913,0.0143911017073536,0,0.0697415386526956,0,0.102199984807808,0,0,-0.192711317323334
DOGE,0,0.180611993859002,0,0.29914292348503,0.0162119948644312,-0.0633514710207697,0,0,0.240239129422752,0,0.254672550740322,0.231360452900074,0.0618648075020464,0,0,0,0,0.587842509708426
XLM,0.134857284446377,0.0680887077221067,0.300968730414925,0.24939755440154,0,0,-0.314769004942247,0.172664049991945,0.223130496051751,0.207514815154037,0,0.217626440400011,0.296223775422187,0.0626273354626042,-0.411605692358983,0,0,-0.363449627434712
NEO,-0.23111838771956,-0.00583582044305516,-0.0589960295450021,0,0.267123344441263,-0.0228564154053492,0,-0.52281087489613,0.388925079932855,0.373030268541348,0,0,0.189037141833423,0,-0.123034619584188,0,0,-0.0518484147411764
DGB,0.18965559549079,0,-0.110656482082665,-0.303683115126704,-0.179257725550511,0.0630566082772811,0,0.0567674195594802,0.0900827130577438,-0.0573604935084642,0.439304358714203,0.197548397089153,0,0.360218615019055,0,0,0,-0.000569185095915436
BV010082.Index,0.0649104492354411,-0.0880616100300666,0.00159072280150973,0,0.0429032745233654,-0.0652914026083348,0,5.42101086242752e-20,-0.096856363538995,0.0313595044277624,0,0,0.0196054718974639,0,0,0,0,-0.0242517126420925
CVIX.Index,0.230275568938323,0,0.0225046678277845,0.086658673231553,0.0905643288436278,-0.294673004521496,-0.434978805519631,0.280388169753094,0.131588891422452,0,-3.46944695195361e-18,0,0.131627229186542,-0.218152986545194,0,0,0,0
DXY.Curncy,0.028359903959042,0,-0.000543498940109324,0.00128153371029842,-0.00800166166039229,0.0120669254033864,-0.010391553372953,0.0117575939602163,0.00331089361343496,-0.000691999829763289,0.00510210287096948,-0.0058019633440544,-0.00455089239736841,0.121145386083355,0.00586590183492383,0,0,0.0326401343032598
SPX.Index,0.0161353715721869,0.0282582308220045,-0.00413279769441471,0.00465287764116281,-0.0193532782113622,-0.015572305092594,-0.010966879430179,0,-0.0139566435969289,-0.0116891638673294,0.0140208409461566,-0.011617081094583,0.0143712906960065,-0.032721375246702,8.67361737988404e-19,0,0,-0.0498325844180469
VIX.Index,0,-0.168851519604508,0.0523651243629273,0.0860160546885222,0.144915726128324,0,-0.51483196193674,0,-0.0163733556223202,0,0,-0.186289243641903,0.593602950338445,-1.18772581625904,-0.951653939168441,0,0,0
