,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.21018828460173,0,0.0266073737137837,0,0,0.112837397268861,0.0979312897330529,0,0.00614658361526785,0.075539190920222,0,0.111891950636894,0,0,0,0,0.0381607129375015
ETH,0.367998144813959,0,0.0410748032579629,0.111663015354635,0.138818708881362,0.0473411238244258,0.0520626701743843,-0.0679837657042098,0,-0.0668503406818595,0,0.108310839565777,0.112819209314001,0,0.114006323014991,0,0,0,0,-0.0137928894716789
XRP,0,0.270528184809747,0,0,0.0268452084971716,0.14074609210922,0,0,0.128165118731148,0,0,-8.67361737988404e-19,0,0.149753797347,0.0242573896470713,0,0,0,0,-0.0444515723847279
BCH,0,0.406757672289146,0,0,0.135012514166141,-0.063904740703842,0,0,0.320085421099731,0,0.0297766138072656,0,0,0.00848204803263584,0.233973899667912,0,0,0,0,-0.0936333312685429
LTC,0,0.166481590593158,0,0.20016608815478,0,0,0,0,0.0802621228830842,0.218317085245273,0,0,0.0833630090278922,0.0757812941160608,0,0,0,0,0,0.0225365269798605
EOS,0,0.275021831418361,0.259004170628781,0.249676026314684,0.0667338143174044,0,0,-0.0899807347408889,0.139753532825859,0,0,-0.0336566857861232,0,-0.064851061898774,0.229883844862125,0,-0.290464395318136,0,0,-0.0132234605575659
ADA,0.129073518606569,0.362733060668851,0,-0.0468612847439623,0,0.510254222542752,0,0,0,0.106842106405358,0.122133482350518,-0.189388693848872,0,0.115676434444496,0,0,0,0,0,-0.0097203799813114
XLM,0,0,0.26772673139062,0.0307730570291218,-0.125500875630852,0,0.130957393814297,0,0.162029532842239,0.193681713745485,0,0.0476092421603192,0.0715178270123369,0.119360048322797,0.104982379258333,0,0,0,0,-0.0281990751991815
NEO,0,0.474066168441035,0.0950349115343023,0.243858180189158,0.179827193127597,0,0,0,0,0,0,0,0,0,0.1000454020491,0,0,0,0,0
MIOTA,0.0826648731777686,0,0,0.0107026148491807,0,0.0376276699260042,0,0,0.347323635402362,0,0.0421888189438045,0.11222784388986,0.149758025305371,0,0.0416929151882798,0,0,0,0,-0.0133857874649851
XMR,1.04617220332191,0,0,0,0.0623567939390977,0,0.0911828539083479,0,0,0.108280977408289,0,0.0330929814340766,0,-0.162453740128196,0.119732941629223,0,0,0,0,0.0127054960907289
TRX,0,0,0,0.178770687008318,0,0.728470956627325,-0.960136301568952,-0.15883072982807,0,0.385365039409038,0,0,0.569161579294284,0.112966834568587,0,0,0,0,0,0.12262285143973
DASH,0.36905955371183,0.200532488246041,0,0.0819661541369676,0,0,0.109755090949693,0.0204822311752175,0,0,0.0433693664215987,0.0750174962075675,0,0.0325184843099841,0,0,0,0,0,0.0563691879855488
XEM,0.226412941806062,0.428679979323355,0,-0.42777655312892,-0.0494354526842546,-0.202700468036739,0.415901785994563,0.0913507027851989,0.417610089304797,-0.0862764085357086,-0.0823591010403445,0.253467733621944,0,0,-0.00627460569970419,0,0,0,0,0
BNB,0,0.595344885336111,0,0,0,-0.0862953222073462,-0.18224415174469,0.247722679520411,0.274146270401017,0.0334223872712449,0.0153899707302578,0.0858307080250111,0,0.0493800577655457,0,0,0,0,0,0
BV010082.Index,0,0,-0.0237321905846946,-0.0248651577565646,0.0409004006871349,0,0,0.110690783308606,0.0106138201708788,0,-0.0320382283035083,-0.00774338556058676,0.116085724352746,-0.103255336036612,-1.73472347597681e-18,0,0.213784056643621,0,0,-0.0503788378195462
CVIX.Index,0,-0.131973610284787,0,-0.156599069183699,0.0965896034450135,-0.226127003941802,0.0297066435813774,-0.00272004507875613,0.162212727983748,-0.0318438473662624,-0.0970142535981263,0.0886745514655983,0.375256922152004,-0.129916774020296,-0.0547949225481217,0,0,0,0,-0.0108544500641449
DXY.Curncy,0,0,0.0317410729891617,-0.0162398284006407,-0.00217920506968908,0,0,-0.00112965499440976,0,0,-0.0211057686963916,-0.0015940537209192,0.0211888193753526,0,-0.0153306754381745,0.0360285348003216,0,0,0,0.00705465391558779
SPX.Index,0,-0.0369687618397097,0,0,0,0.0013618596762935,-0.0354026506630721,0,0.00347446735124583,0,0.032616615173337,-0.0281251713725964,0,0,0,0,0,0,0,-0.0867618998330486
VIX.Index,-0.746845565952216,-0.361253136463542,0,0.0832226290127191,0,0.174418126579785,-0.234843240203647,0.379749455624273,0.330570984812749,-0.00608606943899091,0,0.198052132248152,0,0.0372627349852574,-0.154692383534268,-1.23065550320949,0,0,-4.76269470626576,0
