,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.219586563575228,0.0681521612885073,0.260140039446722,0.0111604688754729,0.309070526637323,0.100192888405901,0.103181451035171,0,0.0266771738524217,-0.0280781439937457,0,0.211091978557504,0,0,0,0,0
ETH,0.175887381477042,0,0.109730694040339,0.264509422929619,0,-0.0658673229585066,0.358326694138652,0.0909959291719047,0,-0.108331624174902,0,0,0.267842083553357,-0.168219902219941,0.0896003271852629,0,0,0.0863783406631284
DASH,0.173664909803067,0,0,0.150154518243311,0,0,0,-0.0373182241889369,0,0,0,0.250170516256608,0.0975294851239827,0,0.524942565958439,0,0,0
XMR,0.426321953821599,0.82516592088462,-0.116831638633137,0,-0.0269448738467208,0.424089870394904,0,0,-0.265290915498479,0,-0.506373332671117,-0.0833551355666319,0,0.249469558679635,0,0,0,-0.110178216966566
XRP,0.146820299256088,-0.0472096332105256,0.00558723976896144,-0.0888493698100169,0,-0.153718701142773,-0.0566783337880173,0.0682725720717309,0.0306327644366992,0.418150852979683,0.0338625160170159,-0.0886361017222995,0.0513343510034601,0.50258027065791,0.0785692564823078,-1.16492656633061,0,0.0623188670331086
LTC,0.363611034697892,0,-0.0950368325393806,8.67361737988404e-19,0,0,0.23751286570308,0.0754609031692225,0,0.0448801731147419,0.14065258054372,0.123183967469092,0.103311547530166,0,0,0,0,0
ETC,0.430628019955478,0,0.0658861327074179,0,-0.146081362291648,0.981599040528312,0,0,0.12087553811118,0,0.107765777076995,0.0881838556600094,0.0313164582538737,0,-0.517184790458093,0,0,0.109850603012556
XEM,0.708431421105463,0.549957439293568,0,-0.500033404542881,0.527444610658194,-0.394930014606508,0,0,0.304201036578406,-0.913361613603433,0.37709862382163,0.109015208357614,-0.107056066755033,0.587843260509988,0,0,0,-0.431502979154397
ZEC,0.027826491911879,0.199403901299853,0.206948958488969,-0.0126522095926389,0,0,0.190721650602204,-0.131948302791816,0,0.248139035701554,0,0,0,0,0,0,0,0
DOGE,0.105114048923751,0,-0.0399437066848177,0.185635680951587,0.295176483570312,0,3.46944695195361e-18,0,0.248879347614644,0,0,-0.0406184037293041,0.0287487544365174,0,-0.0529729531556403,0,0,0.105511818594436
XLM,-0.046301568577368,0.20070593033102,-0.0267894200887059,0.22026849033996,0,0.302609083272356,-0.101777973567295,-0.0355767471504665,-0.156232576036399,0,0,0.0538477896293325,0.172759548646431,-0.456371291095931,0,0,0,0
NEO,0,-0.317188579140396,0,0.100568082578171,-0.247047990487383,0.187960360126044,0.163714435266687,-0.0931080365561509,0.305876503388408,0,0,0,0.197573141907103,0,0,0,0,0
DGB,0,0.0824650790681909,0.0117467173006045,0,-0.206684802865401,0,0,0.000149637882804566,0,0.556721689697433,0.210694343076923,0,0,0,0,0,0,-0.467890083480485
BV010082.Index,-0.129838448022983,0.0262850861763922,0.0152548168388225,0.0687214403445499,0.084426625738183,-0.185813316803028,0,-0.0608480168857412,0.070465151966327,0.0919880669473184,0.0725114742236869,0.0147256590635488,-0.0267655103407774,0,0,0.526048343436356,0,0
CVIX.Index,0,0.270113449801432,0.170718560448309,-0.0482247453895137,0.0305082039255621,0,0,-0.14397468287009,-0.275377013289444,0.100180070846358,0,-0.138093531107901,-0.0213595937328705,0,0,0,0,0.0674033020334953
DXY.Curncy,0.0468669240752026,0.00648424945653591,-0.00581409228790027,-0.0372704076372357,-0.0711263405973459,0,0.00131134133914418,-0.00837266241437608,0,0,0.00297544072463317,0,0,0.186137366901866,0.0590710300654703,0,0,-0.0313721004596061
SPX.Index,0,0.0388709382875344,0.00445365009040279,-0.00943080665094368,-0.0344114679576568,0,-0.0405330297013218,0.00619919887924858,-4.33680868994202e-19,0,0.035192855920162,0,0,0,-0.0195072715924074,0,0,-0.0136356593908028
VIX.Index,-0.731513975974183,-0.0942209982610184,0.144628856535993,0.0783393069909727,0,0.74648335853259,-0.37732035010185,-0.0548574186793684,0,0,0.138140142753822,0.0194683055594855,-0.121901988936374,0,0.371745248072753,0,0,0
