,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.153250973937703,0.0248425439775052,0.0161211002185214,0.027341432635913,0,0.0979931829257479,0.337853691962261,0.039850613646099,-0.0349556054067843,-0.133074906530002,0.0491049334809769,0,0,-0.0622760781875243
LTC,0.55266440495619,0,0.151480461937167,-0.0337297161605687,0.104715743727665,0.146982988957606,0,0,-0.00611848076352299,0,0.0891524772923302,0.187002646514809,0,0,0.0613086421071467
XRP,0.724878734504774,-0.311358836607338,0,-0.0989117131544383,0,0.898828089231057,0.459264100298362,-0.789251638976489,0,-0.0988496523147684,0,0,0,0,-0.206696156005006
ETH,0.34037125484059,-2.24482426649822,-0.288950530511171,0,0.231376401863674,1.90571798180373,0.7192550416528,0.0188419729129461,-0.0239324106294008,-0.464196827450598,1.17080382887066,-2.77555756156289e-17,9.25207575997185,-0.238626646095996,0.257947331177785
DASH,-0.145088146512079,0.416655036672395,-0.0667583425482206,-0.0376177106233756,0,0.519409276954529,-0.128948272360692,-0.139340230603156,0.0452631714192113,0.086156479215163,0,-0.191844263827905,0,0,-0.20457045705842
DOGE,0.180031027728511,0.279887583561863,0.129412489388246,0.0386962916280355,0,0,0.0414735106923667,0.394264208586424,0.0048272481059186,-0.0406885967919263,0,0,0,0,0.017645224897468
XLM,0,0,0,0.092030973574451,0.131688611871764,0,0,0.00904188949895583,-0.0289289079478117,0.12425531798006,0,0,0,0,0
XMR,0.481248395718225,-0.231232015523029,-0.215513124843041,0,0.00561865445543273,0.652892147938849,0.463708520436001,0,0.0654409474553577,0,-0.486110640691431,0,0,0,0.0724686385733501
DGB,-2.96020451602573,0.222725279939169,0.0386371169830262,0.686481156099821,0.71209353306157,-5.55111512312578e-17,0.628882651281288,1.72017606975063,0,0.588957457390165,-0.495122068003818,1.79298113182441,-14.1417241493337,0,-1.42049880699649
XEM,1.42002401059395,-1.80151005965328,-0.0629632952813266,-0.364843216090955,-0.28437960638127,1.50676229917852,1.45835798392366,-0.508622023719063,0.116107345918781,0,0,0,1.8906020420192,0,-0.282079554525258
BV010082.Index,0,0.74118266939303,0.0774944942070968,0.0530559764664508,-0.575981550689118,-0.272274630540599,-0.170445331847605,-0.195850979635105,0.00738112669761719,0.158073830658444,0,-0.319651793921229,1.73223928784217,2.01442623126333,0.353758305254924
CVIX.Index,3.46944695195361e-18,0.195084370721106,0,0.00461574297666008,-0.0145777666390565,-0.040520565846016,-0.387136475643931,-0.292798917080205,-0.00152995102824973,0.0607745395388393,-3.46944695195361e-18,0,1.75993043096515,0.470002351288151,0.134852929108178
DXY.Curncy,0,0.0294604218453611,-0.0286679176058582,0.0131632760947367,0,0,-0.0160018338675446,0.0360626664429438,-0.0209118639325267,0.0106796905077121,0.0443064443667902,0,0,0,-0.0181615576256022
SPX.Index,0,0,-0.0651110841704693,-0.00727658254941498,0,0.097804452046458,0.0189433079527826,0,0,-0.00289932007785002,0.104115125013604,-0.102987746564926,0,0,-0.15078740627254
VIX.Index,0.414395014015421,0,-0.341647935435589,0.0907352860424105,-0.579424464564835,0.327001391939263,0.197529163013886,0.092256165524232,0.112082556626923,-0.0396952728981913,0.47790347135099,0,-0.47797400590119,-5.11988719513524,0
