,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.320201474773167,-0.0431510661575597,-0.0154700645084775,0,0,0.376605574056825,0.343295697054963,0.0339950408252962,0,-0.222177080505793,-0.0892767086987905,0.142728129153073,0.225543897912265,0,0,0,-0.0464160695760345
ETH,0,0,0.0642825007089137,0,-0.126735903855336,-0.0991553438923499,0.281323451918022,0.825932464232166,-0.108203347792017,0.0795943671127619,-0.472048857600094,0.0193155446646065,0.0455424443812738,0,0,0,0,0
XRP,0,-6.93889390390723e-18,0,0,-0.56666637777822,0.0722224195704494,0.503670863563099,-0.373661872237302,0.898388512010956,-0.429821446653858,0.377338428209327,0.275450566617999,-0.793356058604437,0,0.234583764859486,0,0,0
LTC,-0.181303739268648,0,0.0749500071513607,0,0,0.132055870407941,0.248047860336561,0,0.0783797615333171,0.215268501338704,0,0,0.0740609076759754,0,-0.0566312331918732,0,0,0
XEM,-0.309889165918184,0,0.122453048567433,0,0,0.187484378406797,0,0.392959135238988,0,-0.192233558848449,-0.385143577090749,0.480394123748262,0.455303533733901,0,0,0,0,-0.612533173266525
DASH,-0.207649885831914,-5.07400179789141e-06,-0.0683240889446508,0,0.163408731987465,0,0.0606473555378755,-0.22590933725308,0.0501578835213583,-0.151084456664622,0.260669881058998,0.127423438238957,0.0463365605399219,0,0,0,0,-0.183718493341673
ETC,0.16695237484279,0.363157587221904,-0.0422646007931903,0.195842074101235,0,-0.145258242271697,0,0.0578398205322007,-0.00320388197841291,0.0191412758456832,0.360562140206248,-0.128006980271526,-0.0918172754433689,0,-1.38777878078145e-17,0,0,0.314995848265698
XMR,0.141906445682458,0.261850008276989,-0.0302480298533883,-0.152766013667267,0,0,-0.150666956296905,0,0.148127153048931,-0.123264708785145,0.0247913353510314,0.0763955392824939,-0.0309423366887549,0,-0.113214354033301,0,0,0
XLM,-0.33557955305245,-0.576643499827276,0.205999683790198,0.080919234903334,-0.0277541354655669,0,0.529365796588154,1.10252874445188,0,0.617326871678409,0.0514737905160572,0.131654525458721,-3.46944695195361e-18,0.103255418925462,0,0,0,-0.21256425238226
DOGE,0,0.226956074864335,0,0.326542367676342,-0.0226485943704519,0.0826151359337365,-0.059266500294936,0,0.26734718007446,0,0.179953089083846,0.0293785192369097,0.109633960611903,0,0,0,0,0.395229186936728
ZEC,-0.118203573009522,0.030928678043275,0.0309766684112713,0,-0.0611931634561259,0.123107491429571,0.0526781944395783,0.348223109273811,-0.0651952721707569,0.237393029632701,0,0,0,0,0.0494831862275236,0,0,-0.240805043238465
NEO,-0.692963099323274,-1.73472347597681e-18,-0.0516558407799139,0.0916387313768515,8.67361737988404e-19,-0.0388784093086356,-0.120158539136018,0,0.0122321560554019,0.0394947302222239,0.273218706371601,0,0.14549690728306,0,0,0,0,0
DGB,0,0,0.0377893856860946,-0.180548988605607,0,0,0.186921165564746,0,0.00376479478939112,0.190727423489936,0,0.269475228269057,0,0,0,0,0,0
BV010082.Index,0.0643392203792617,-0.0886892639315038,0,0,0,0.0415380162705798,-0.062133404584868,0,0.00325959839240479,0.0255547209292177,-0.0943347787288414,0,0.0185529269853987,0,0,0,0,-0.0164825072896488
CVIX.Index,0,2.16840434497101e-19,0.00567500731599549,0.148687151137771,-0.472701585595379,0,-0.201656341932081,0.16007480564182,3.46944695195361e-18,0,0.152980839385476,0.19014278466639,0.0745945813539291,0,0,0,0,0
DXY.Curncy,0.0365481503531025,0.00775992732790592,0.000796805869953828,0.00420703528516444,-0.00712238703249401,-0.00760891117442795,0,0,0.00171675833240217,-0.00215042992881502,0.00327865404539387,0,-0.00303320806583915,0.0883637537434032,0,0,0,0.0285643318759082
SPX.Index,0.0194821694247368,0.0159691969898527,0,0.00296464815622603,-0.00795537338309272,0,0,0.008078911295667,0.00664453756481553,0,-0.0122039347338815,-0.00199276820862175,0.0027742087543914,0,0,0,0,-0.0510373776632188
VIX.Index,0,-0.322885391735725,0.0459892244906141,0.0601671230831037,-0.202873861331829,0.102275235843814,0,0,0,0,-0.00836932707398683,0.00270422677285936,0.248109432612297,-1.2627107948694,-0.751580824210624,0,0,0
