,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0507533221077747,-0.0901328151962764,-0.0273668328181992,0.154315426398192,0.0820066015104291,0.0808460199407228,0.0284450078201627,0,0,0.0485443938615953,0,-0.00218963940443123,0,0,0,0,-0.156500043748272
ETH,0.120712159360918,0,-0.0610573943640557,-0.0166759357727491,0.103521398024263,0.0955976186962609,-0.0191656809388766,0.15834381777922,0.0273157641044787,-0.0444446545493105,-0.198232141846457,0.111942313048653,0,0,0.85744788174171,0,0,0,0.202988522367248
XRP,0,-0.255883573395859,0,-0.0157775142823719,-0.504198594105282,0,0.553240912760215,0.143357890878008,-0.0189132125105352,0.295907952285231,0.0155708503871486,-0.202818975809324,0.220952094965336,0.141212612870058,0,0.748038692854706,0,0,-0.0319483748842963
XEM,0.268532067746533,-0.236915209363211,-0.0628885622435449,0,-0.653500326630789,0,0,0.135066745531109,-0.0164972299468452,0.0265323633962841,0.19692817089373,0.0565946351546956,0.123334174201424,0.519236343277267,0,0,0,0,-0.0122088833158905
ETC,0,0.396162911568295,-0.205551614671884,0.150702920052361,0,0,0.143179892459834,0,-0.0188951911188347,0.0518362077033616,0,-0.0681400146620009,0,0.111727886693841,0,0,0,0,0.0172248390662024
LTC,0.298626169881708,-0.0389210976178885,0,0.107027534344008,0,0,0.221793194764804,0.244177020514682,0,0,-0.0940074304063087,0.131375841121413,0,0.26563935534879,0,0,0,0,0.0306352710902823
DASH,0.404459485952046,0,0.0405128858114471,0.0337632801398301,0.109101867952694,-8.67361737988404e-19,0,0.190555548058486,-0.0822524842861468,0.0975258423705525,0.218432640677577,0.0418159928194655,0,-0.00778270434275693,0,0,0,0,0
XMR,0,0.283442896421151,-0.0593381743123109,0.175638513263186,-0.381289602507287,0.129431218725445,0.249135897869604,0,0,0.12800738485639,0.139772198583117,-0.164210593707465,0,0,0,0,0,0,0
DGB,0,-0.29763084275965,0.593739592189145,-0.140207229240609,-0.204410751290584,0.00406572940343686,-0.471940871129478,0.612998647927091,0,-0.330152145441718,-0.12916625953473,0.450549757025107,0,0.367487531406945,0,0,0,0,0
XLM,-0.727767629116129,-0.308848064583974,0.34714290460335,0,0,-0.593365550159173,0.824166691314792,0.631600720459554,-0.0776608716648681,0,-0.463841991968477,0.194809837957516,0,0.291530763440094,0,0,0,0,0
ZEC,0,0.0607793573130087,0.114944946841703,0.063343840109424,0,-0.00702936837989134,0.20038655315013,0,-0.0160344748130259,-0.111056411871516,0,0.236553875500396,0,0.0434383055947505,0,0,0,0,-0.0297381472764246
DOGE,0,0.112193071881176,-0.105529888030619,0.171446704442872,0,0.205916607997083,0.0984331920666675,0,0.0600734265557234,0.265014525369669,0.132543949302925,0,0,0.14362512986575,0,0,0,0,0.144266748702025
BAT,-0.154782513730997,0,0.128320280826542,0.175379885960621,0.169771958869794,0.176049072114332,-0.068627279684897,-0.0659580567658459,-0.0332219843718893,-0.0509349746017569,0.10697407922167,0.0429116931397068,0,3.46944695195361e-18,-1.71089126589344,0,0,0,-0.338290592279483
NEO,0,0,0.353481908063603,0.0741859538140672,0.657081401840701,0.306007011685268,0.640592637934358,0.0631077724451719,0.0258236295778744,-0.190249312329931,0.144668491436441,0,0,0,1.22915066662753,0,0,0,0
BV010082.Index,0,0,0.0260287810530819,-0.0456668205545656,0.0687687519386559,0.0149895911654132,-0.120546614093021,0.036634487186785,0.00141271971027626,0.0342910442535547,0.0485847289501822,-0.0101554593805272,0,-0.00792717760134986,0,0.0865953816225914,0,0,0
CVIX.Index,0,-0.13254212915825,-0.0333560637915516,-0.409554214647516,-0.450613732455763,-0.0185161536594683,0.00480276867290436,0.167893990734345,0.0235379011321209,0.00268833906523542,0.0885108005322471,0,0,0.31650625997566,0,0,0,0,0.203410997587425
DXY.Curncy,0,0.0240712904242842,0.00396739948465005,-0.0117266323951439,0,-0.00477435616914738,0,0.00826137510339468,-0.00133767867322357,0.00695477962674306,0.00652136311762632,-0.00856452509328159,0,-0.00640404964995974,0,-0.0134896750705903,0,0,0.00704019160587721
SPX.Index,0,0.0128296165994954,0.000270022387480055,-0.006469986630824,0,-0.000334353923879932,0,0.00437165533232927,0.00485693674837197,0.00545505828422247,-0.0189319592940637,-0.00100718937158316,0,0,0,0,0,0,-0.0318517999304657
VIX.Index,-0.605222042537688,0,0,-0.235588437446114,0.360747351021453,0,0.21308171641909,-0.11290825501462,-0.0456053625943327,0.220947361232553,0,-0.034360640462876,0,-0.0343011536809717,-3.29128184090976,-0.694296729592112,0,0,0
