,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.270325438628313,0.0756065745626747,0,-0.0920666333609142,0.253729721346269,0.316060035894166,0.117742326954994,-0.202410961626016,0.0381304261745608,0.191817809956563,-0.342564220583077,0.0656036059549187,0,0,0,0,0.0158249035052138
ETH,0.559144292778907,0,-0.00791851320410621,0,0,0.795182250567123,0.243050377509882,-0.0565863594915386,-0.204848790931079,0,0,-0.21429399132836,0,0,0,0,0,0
DASH,-0.276365072059716,0,0,0,-0.0184902646633479,0.0805474599076015,-0.026260227324879,0.155757321237859,0,0,0.156651173906978,-0.00524888251875959,0.0192002693472622,0,0.124448046662036,0,0,0.495251092422485
XRP,-0.291410050386259,-0.154771264490634,-0.0497344869512676,0,0.621779983766644,0,0.124869526839924,0.225494287819313,0.127273698176212,-0.42417976983996,0.182081468669347,-0.0799037831636248,0.0969154155172223,0,0,0,0,0.305511914787586
LTC,0.111644671190334,0,0,0,0,0.129640391730118,0.10121802919559,-0.0889260790782869,0.0332087623187448,0,0,0,0,0,0.0188853956274268,0,0,0.0189434858366344
XMR,0.133662369677276,0.388456168967238,0,0,0.132830407779247,0,0,0.249075206961186,0.156061789671894,0,0,-0.0807711032187623,0,0,-0.42043366251265,0,0,-0.191442742145565
ETC,0.35506846249283,0.334559308519367,0.0654901003256445,-0.183146502799964,0.417860709473672,0,0,0.0967593338341719,0.155273953586278,0.094556431866694,0.456612393688818,0,0,-0.544163487029509,0.0217109771129985,0,0,0.384365187279067
XEM,0,0.236435389261409,0.363040533140746,0,0,0,0,0,0,0,0,0,-0.0138856990734603,0,0,0,0,-0.326315146718961
ZEC,0,0.0123850711059144,0.362576830833089,-0.084799723576904,0.159778991911841,-0.101180373203583,0.0628526795099567,0,0,0.270806129368617,0.0910588553360943,0.106667771908158,-0.316720704086285,0,0.343071994277762,-3.54372264668244,0,0
DOGE,0.246673571068724,0.0219379935715153,0,0,0,0,0,0,0.287856582782426,0,0.293015144866247,-0.0589668971142646,0.163577761846531,0,0,0,0,0.149870603424394
XLM,0.202751368097347,-0.0131952846827581,0,0,0.323943913577999,0.0235447977822295,0.175325940016325,0,0,0,0,-0.0903947195468604,0,-0.392667032098565,0,0,0,-0.266332270430417
NEO,-0.118063322884739,-0.343537432550876,0.0183999902293292,0,-0.048310048391582,0.407167157612513,0.110765775542599,-0.114873743411884,0.335043187170399,0,-0.0123877686232959,0,0,-0.715690100919435,0,0,0,0.100018051100448
DGB,0,0.139278407916602,0,0,-0.102463757489345,-0.164204365486516,0,0.184393712409523,0.0313197884988511,0.449052005449429,-1.73472347597681e-18,0,0,0,0,0,0,-0.345416308364109
BV010082.Index,0,0,0.0626527030262763,0,-0.0393122626250803,-0.0551665893698692,-0.0820241150789849,-0.0360908000479687,2.71050543121376e-20,0.212516742208704,0.112608812709823,-0.00760766782893826,0.0539197049199804,0,0,0,0,0.0990640213976549
CVIX.Index,0.00617319753215937,-4.33680868994202e-19,-0.0680771224470868,0.117713067850526,-0.0947100692587271,0.0501946669347009,-0.13590301730502,-0.0688492905923956,0.137345675027305,0.248186114163853,0.17629755719475,0.0310941404205539,0.00575828147546549,-0.252353331370532,0,1.18683655066334,0,0.406556848829315
DXY.Curncy,0,0.00864085778694322,0,0.000842362358053046,0.00598103056110885,-0.020787756806715,0.0255521957089942,-0.0139176985918755,0,0,0,-0.0154134528257832,0,0.127401600877187,0.0159935143200968,0,0,0
SPX.Index,0.00982980531034068,0.0169343028321088,-0.0186052726983683,-0.0247628859104463,0.0182100117097481,0,-0.0150534523794396,0,-0.00577113550264328,-0.0145069849199769,0.0332405061374101,0,-0.00149418080633763,0,0,0,0,-0.029052325873183
VIX.Index,0,0,0,-0.0179579263611708,0,-0.112729219634711,0,-0.195567486371296,0,0,0.0973051260929107,0,0,-0.239042735935445,0.327317870510767,0,0,0
