,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0482282721486673,-0.149794064446083,0.569988789918797,0.0733833134920637,0.123339162793442,0.041319986297547,0.117740557752336,-0.0207293274537793,-0.0311210228377822,-0.147861662590941,0.0308989951039068,0,0,0
ETH,1.81783164445829,0,0.468819545965218,-0.81410993804037,-0.32652386233466,0.65322098278789,-0.0413590976948339,-1.46754053706208,0.172940069018956,0.354156180042891,0,0.132383906294957,0,0,0
XRP,-0.337934591459346,0.0240291799886007,0,0.44734877661767,0.0825412735482514,0.115753230784712,0,-0.105863861134946,-0.024697358135798,0,0,0.203886070937768,0,0,0.0880948478805076
LTC,1.00935598754262,-0.210469014500473,-0.226482137518654,0,-0.139159408832331,0.239701638756534,0.2460057989485,-0.201481764197398,0.256227643354157,0.0840440647231611,-0.433970351262955,0,0,0,0
XEM,1.2771103731513,0.0149931370075709,-6.93889390390723e-18,0,0,0,0,0.0481929018773745,0.606798230128322,0.445104401316597,0.411918579295107,0.474723741421595,0,-3.03950228276852,0
DASH,0,0,0.215545507620163,0.0556111620935671,-0.0311370215159189,0,0,0.0111922889268461,0.14163870092289,0.213034622346854,-0.40895163647501,0,0,0,-0.0674911123955028
DOGE,0.314643684584135,0.0532167939854979,-0.200295447307929,0.16391416116507,-0.0384964438189228,0,0,0.271738775034367,0.0501979952784897,0.0727984853293953,0,-0.223146864554226,0,0,0.0768094982064095
XMR,0.977204903460692,-0.309109662578301,0.257593775342318,-0.324419691862766,-0.0736252622446744,0.0753354085672545,0,0,0.125453554836636,0.0660611268180437,0,-0.0488360416929259,0,0,0.0254232130094551
XLM,0.266145526873845,0.224572575392981,-0.203667720625935,0.137921813991589,0.166111964972652,0,-0.181879957538396,0,0,-0.252228734985429,0.0163538038027309,-0.164154050849992,0,0.648780740687614,0.188780726469303
DGB,-0.96734570152163,0.401783077984487,0.0326537307233631,0.826881858177082,0.108293771829297,0.078178841558927,-0.22887581840546,0.215830887747129,-0.302585319702925,0,0.0353803085284674,0,0,-1.35895178065682,0
BV010082.Index,-0.26310127526905,0.0237941806793771,-0.378779135295042,0,0.0822982177975849,-0.0811966565108364,0,8.67361737988404e-19,0,-0.0438995141497331,0,-0.0711409048965609,1.63543804708271,0.561368942262678,-0.142062868789501
CVIX.Index,0.635962254675962,-0.150776647145803,0.214936683593808,-0.523061174185811,0,0.263906775809789,0,-0.152574588497191,-0.00420742122775157,0.0920592208814313,0.219436281483985,0,-1.04285513963629,0,0.196409573745048
DXY.Curncy,0.0176689138815565,-0.0176567632663498,-0.00544516275175072,0,0.00228932050013619,0.0483919528913365,0.0548896352571028,-0.0410433215366435,-0.00348947267644841,0.00362680514123474,0.178171849463453,0,0,-0.17359230341999,0.0121480268004975
SPX.Index,0,-0.00571579411349228,0,0,-0.0184271625819638,0,0,0.0158966535710052,0.0387256837859161,0,0.0126582883717154,-0.0792215042818708,0,0,-0.0743915617461084
VIX.Index,0.0488853667056213,0.257954844715908,-0.694013883610886,0,-0.173083537538134,0.151998322716056,-0.76727549901125,0.371217644759154,0.568211074037513,-0.412634504836725,-0.519224862483302,0.573447222990941,0,-4.55338977918603,0
