,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0166812613439187,0.105557994379947,0.207704880503954,0.0968795323779986,0.13040522503258,-0.145948250092394,-0.131661487344377,-0.091529706437904,0.0101896976406893,-0.302388924471997,0.0968258917965189,0,0,-0.111872689221173
ETH,-2.03099760864832,0,0.56103192933709,0.261481972133277,0.240014351919575,0,-0.520987086276387,0.11754654835067,-0.216910997263625,0.0229659471025279,0.465683844004419,0,0,0,0
XRP,0.113073577318637,0,0,0,-0.0425133017627261,0.204667915582567,0.0880117302600788,-0.00522482081616435,0,-0.15019353724784,-0.211518093978691,0.268217200743375,0,0,-0.0596890561081144
LTC,0.707266712103756,0,0.0741621940284908,0,-0.260361712877819,-0.165944276264985,0,0,0,0,0.0443510416445116,-0.0010448998019626,0,0,0
DASH,-0.177665243577909,-0.169757009492929,-0.26079265873961,0,0,0.127044833295788,0.25590087847714,-0.0675590251515665,0.83968342891873,0.184304539891534,-0.161309399710433,-0.674873461776513,0,0,0.141399023085267
DOGE,0.233001868267093,-0.0128835221561706,0,0,-0.075332196209918,0,-0.077175898190559,0.0448295854910173,-0.103276038875907,0.0318616312381386,-0.0613492828510226,-0.221623681423547,0,0,0
XEM,0.498290505168428,0.1188523061509,0.103863140273087,0,0.599362353517966,0,0,0.122638049644763,0,0.139481428989384,0.128347269632893,0,0,0,0.287487836013726
XMR,0.0533466611696981,0.496268459211972,0,0.123026581433038,-0.0928633949615886,0.385812584048597,0,0,0.611445716261618,-0.0817022140918094,-0.40096206676483,0.353060033275181,0,0,-0.0730077825608865
XLM,0.0421819342229232,-0.0310882056467674,0.177409185797004,0.0126231839931958,0.100605977503876,-0.134208770098788,-1.73472347597681e-18,0.16111159675008,0,-0.0690111403040661,0,0.368881175018244,0,0,-0.11531017169441
DGB,-0.538218017391918,0.204440174440604,0,0,0,-0.672093405687609,0.201285923027641,0.482135113190704,0,0,0,0,0,0,0
BV010082.Index,-0.0840016146982393,0.16326135568295,0,0.0850718433752162,0,0.10184572092713,-0.0520259893410053,-0.119645883072668,0.113137053351595,-0.0639412446834005,0,0,1.47535199526199,0,-0.0600674794955
CVIX.Index,0.13256932860567,0.128927972084487,0.0193142273909557,-0.214204563469065,-0.166431409357379,-0.0289154462172827,0.0196358255710349,-0.078656770412792,0.329159517681661,0.0453721321482095,-0.0778383508954225,0,0.267127577265266,0,0.0499589704373565
DXY.Curncy,0,0,0.019981284168159,0.0619340682267254,0.0103719056334971,0,0.016068105858216,0.0178694093673917,0,0.0199736431970977,0.166576054364048,0,0,0,0
SPX.Index,0.0365556189887105,-0.0156724776541715,0.0297281446508294,-0.0469974451839167,0.00985793528523976,-0.0340348210140954,0.0223517458381812,-0.0268817752872047,0,0.00875520761650992,0.0348417461159534,-0.0283344224189149,0,0,-0.0776060812368442
VIX.Index,0,0.315313164368297,0,-0.235985505608266,0,0.353690572777466,-0.12032322309919,-0.526745868763972,0,-0.201719764600373,-0.773525575950456,0.198695056719514,0,-2.12295001276937,0
