,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.739729518019182,0.00897378693412466,0.0418896257141801,0.0769736819345465,0.0703184961513514,-0.0393436228337048,0,0,-0.00414217110784748,0,0,-4.33680868994202e-19
XRP,0.684321294813587,0,0,0.0151891836145523,-0.135316987913999,0.0898087526242788,-0.285572685138796,3.46944695195361e-18,-0.0245153835639528,0,0,-0.89789247711361,0,-0.0939194074891539
LTC,0.715986800735812,0.242534880774357,0,-0.0133742438298069,8.67361737988404e-19,0.143869607393153,0.0249082896623155,-0.00788388336847822,0.0323126277721872,-0.455790272171972,-0.353096954847385,0,0,0.202703693599224
DASH,1.0522505790303,0,-2.77555756156289e-17,0,0.115853471305271,0.241849990735517,-0.115549249892817,-0.0115321949840746,-0.227245534127954,0.549995315988809,0.37855949586937,0,0,0.154865583874729
XLM,1.52168689041802,0.117377984044643,0.3392950949711,-0.163719524402335,0,-0.0312045946490992,-0.457981862657315,-0.0566827212341325,-0.264205062541226,1.19535479937707,0,0,-3.31286393172445,-0.617587355762938
DOGE,-0.218953883506478,0,0.86099531882679,0.00223801576562065,0.112153292241288,0,0.0254616514999205,0.0333071924439827,-0.0122758022462061,0,0,0,0,-0.0755966216032502
XMR,0,0,0.248581295236081,-0.112853276073338,0,0.408447736975458,0,0.00449226508109113,0,0,0,0,0,-0.537045979613639
XEM,-2.87151410089401,-0.754472277889401,4.01707128332707,0.0749836213098994,0.568768475258939,0.716932520226825,-0.505100845554482,0,0.00662025566863458,3.41637523910916,0,-8.65195667981103,0,-0.927112856290574
DGB,0.803632743934224,0.207902097049945,0.349617667815883,0.253979958963701,-0.535085093797975,0,0.154344740725346,-0.0768697378176295,0,2.26487443011202,-0.228626981791924,0,0,0.187679212050993
BV010082.Index,0,0,-0.299257234048608,-0.0621642848818236,0,0.0359569640509383,0.086188370230272,0,0,0,0.158612433915996,0.253319566577221,0,0.122759724972607
CVIX.Index,0.954203390829419,-0.078766985546209,-1.10162728159771,-0.0319542767574894,-0.106591341573952,0.145503283447473,0.0336241444797594,0.0763321314195347,0.0812377057015474,0,0,0,0.587383606947932,0.119459738767984
DXY.Curncy,0.0374287200156936,-0.0170969631564034,0,-0.00991666284069884,0.040417039942598,0,-0.0153223914030405,-0.0344056978002833,-0.0259088699243332,0.287490606304421,0.101995103053562,0,0,-0.0242260287305082
SPX.Index,0,0,-0.0167117113208748,-0.00976540016639863,0.026182044553638,-0.0379149892426177,0.00540372796622233,0.00469359771677954,0.00789027215449608,0,-0.0122318888593754,0,0,-0.103527942635857
VIX.Index,-0.242999532107764,-0.0617382036917453,0,-0.0404500958505989,0.127076105902486,0,-0.0521361718696157,0,0.0928635060612444,0,-0.214336254776252,0,-8.58609897292814,0
