,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.212647775151263,0,0.326301647334747,0.232069170471028,0,0.121026716839382,-0.0748875392280479,0.26471364716493,-0.0209790030536989,-0.024479760263776,0.159919117822152,0,0.140641585890091,0,0,0
ETH,-0.0597900450003174,0,0.0655769191111328,0,0,0.168606793469804,0.187375291481453,-8.67361737988404e-19,0.226438105115682,-0.111543489983446,-0.0969665031750913,0.0310207660822714,0.130973871873831,0,0.116058921662077,0,0,0.112012094158977
DASH,0.594129250605476,0.129186681167992,0,-0.0549408548641093,0,0.439299026386914,0,0.140387014857979,0.0927592320309912,0,0,0.203925591861619,1.0842021724855e-19,0,0,0,0,0.0636588098440917
XRP,0.106312010509444,0.0706935379606969,0.00627473864242017,0,0,0,-0.104114636203053,0.0746580785016304,0,0.505822620736871,0,0,0.024385138431564,0.108772524755749,-0.0760876190251106,0,0,0
LTC,0.522457941322106,0,-0.154597673375543,0,0,0,0.244517523019283,0.150648008669488,0.0795329118086221,0.138030473021581,0,0.0172760166810827,-0.0331425762476907,0,0,0,0,0.0471484998766781
XMR,0.123013290796945,0.0945253639263411,0.288042155139966,0,0.0419414807321796,0,0.171767126923778,0.0680366406130856,-0.355094074568388,0,0.284190484732695,-0.0252090411628701,-8.67361737988404e-19,0.402099539308085,0.648545365292599,0,0,0
ETC,0,0.492363486026824,0.35978320368425,-0.0944532026743204,0.652175485065558,-0.0316133181704813,0,-0.103621832827641,0.0561634378427948,0.110444569928994,0.0700440434744661,0.216633020755023,0,0,0,0,0,-0.28841238758375
XEM,0,0.0937761783479952,0.175393165210089,0.244250771343279,-0.00121863398564774,-0.143504521467834,0,0,0.412317479954951,-0.916983370021623,0.436868000293575,0.184656059030786,-0.087900010636858,1.03909937998167,-0.326780387851725,0,0,0.222965660135495
ZEC,0.0374013712328796,0.258138524614908,0.259900495607016,-0.480854335879773,0.0174717222159763,0,0.079697614438846,0,0,1.02459015977936,-0.146484406038218,-0.0595662528954536,-0.0361386408349176,0,0,0,0,0.227225069894041
DOGE,0.175391622079599,0,0,0.309662487885552,0,0,0,0.0288501133459092,0.266657843343602,0,0,-0.0833394149908949,0.0310495624820561,0,0,0,0,0
XLM,0,0,-0.120298773397197,0,0.38034799043578,0.18908685537254,0,0,-0.0893971192234335,0,0,0.0975733589729666,0,-0.082882357151582,0,0,0,-0.0661751239347212
NEO,0,-0.316342211341314,0,-0.210223168313047,0.28802259267159,0,0.146969268234321,-0.109215094361389,0.310265759325201,0,0,0,0.194686578702077,0,0,0,0,0
DGB,0.642413038978947,0,0,0,-0.782814623570169,0,0,0,0.218158518282898,0,0.115148746640466,0.407155481293429,0,-0.326338945052191,0,0,0,-0.403644060954449
BV010082.Index,0,0.133796559921151,0.0520809093581677,0,-0.028149109191671,0,0,-0.0706652515021206,0.0612654800627126,0,0,-0.00600629562081633,0,0,0,0,0,0
CVIX.Index,0.0595344627506933,0.172423353216775,0,0.164486265684257,0,0,0,-0.15284414308505,-0.0214916056978829,1.38777878078145e-17,-0.0596402633786175,-0.0678721921509514,0,0,0,0,0,0.0191132595837038
DXY.Curncy,0,0.0199755524329737,0.00401208554309974,-0.040573280793007,0.023502618712247,0,0,-0.0301847443464858,0,0,0,-0.00290512400143988,-0.0166815528547122,0.183648159154481,0.0461860377523915,0,0,-0.0254669392429798
SPX.Index,-0.00321272283403152,0.0300965928681746,1.73472347597681e-18,-0.0511386916860918,0.0415509799792789,-0.0337814895357689,-0.0283008045640022,0.00602415561771864,-0.0304372609500347,0,0.0118608078483366,0.0169251542367173,0.00182175957275008,0.0625069159966442,-0.00370799963817545,0,0,-0.0281720478225768
VIX.Index,0,0,0.234343422275841,0.0863941900800577,0.323074305412228,0.11185463201601,-0.663501830186683,-0.255305326216319,0,0,0,0,0,0,0,0,0,0
