,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.153250973937703,0.0248425439775053,0.0161211002185215,0.027341432635913,0,0.0979931829257479,0.337853691962261,0.039850613646099,-0.0349556054067844,-0.133074906530002,0.0491049334809773,0,0,-0.0622760781875245
LTC,0.523727384181149,0,0.186486116011301,-0.0339101744446563,0.110039876107235,0.144740276962779,0,0,-0.00682153591308469,0.00421571608764796,0.099686779295425,0.21492914786711,0.264040714472769,0,0.0585648743919874
XRP,1.13235440156531,-0.479023656299736,0,-0.0751086846030692,0,1.08068368116704,0.498028703390127,-0.770414420779165,0,-0.132098172644086,-0.0026648140629437,0,0,0,-0.193000441218972
ETH,0,-2.11878816039167,-0.334358763491993,0,0.187596846289234,1.6150433594096,0.597051107573512,0.254457830591784,-0.042599161179004,-0.433231703859205,0,-0.553143038604428,7.17955394163194,0,0.341901311219367
DASH,-0.168746160978102,0.411866479203603,-0.0628423048864031,-0.042961005266697,0,0.542595152544577,-0.0995843563404775,-0.0956047708910628,0.0410286224452257,0.0478543715638585,0,0,-0.414605537944292,0,-0.181275042575378
DOGE,0.235093707138176,0.259063308187585,0.154579043890225,0.0334996870702636,0,0,0.0399506479818748,0.387962687900985,0,-0.0447527202843809,0,0,0,0,0.00646117331704643
XLM,-0.311599704642431,0.441122316074668,0,0.113395842239606,0.198510919419608,-0.632535938800674,0,-0.0424523366652681,-0.0256227000135793,0.0618785334055483,0.289622842191743,0,0,0,0.0282665304034049
XMR,0.909003001925441,-0.367769355868703,-0.0790402963736362,-0.108760979026667,0.422408830246914,0.35593243109673,0.260533544182902,0,0.0237719691416191,-0.0962984557372902,0,0,3.74671273994743,0,0.150248758953793
DGB,-3.02731172866807,0.182341597892598,0,0.671221668551233,0.736645603815058,0.192786648384279,0.680573457148231,1.67798541199454,0,0.588470889544553,-0.678287639910157,1.79485049418308,-14.3201316745797,0,-1.36004874666636
XEM,1.41229306337691,-1.90431697143896,-0.0557087213186721,-0.351602545658423,-0.345718973462893,1.61006218503107,1.49544512580347,-0.501367500843616,0.148561637987431,0,0,0,0.771222824423306,0,-0.28571084221602
BV010082.INDEX,0,0.761074287027627,0.171293166792058,0.125044133532221,-0.399508839879818,-0.561291928588414,-0.303569186641962,-0.0931567334857611,0,0.167864786985173,0,-0.409637940161956,2.14947746387177,2.25600735505677,0.426119759214225
CVIX.INDEX,0,0.170634860002528,0.0903377488528066,0.0377035231301008,-0.115629748112527,-0.0284482696676352,-0.469355424939914,-0.228254943081255,-0.0122717058810383,0.121835049570972,0,0,1.88168095525123,1.34272155061413,0.26545935099323
DXY.INDEX,0,0.032547001788211,-0.0275915773975317,0.0147844216583375,0,0,-0.0199562064397831,0.0363555058301458,-0.0210165696889044,0.0122017092033414,0.0438405033439171,0,0,0,-0.019282637880163
SPX.INDEX,0,0,-0.0647543127993663,-0.00620833615918345,0,0.0979773390999079,0.00429108806908864,0,0,0,0.117118863793306,-0.108221769219796,0,0,-0.142464874145378
VIX.INDEX,0,0,-0.289693070337635,0.0616709906467679,-0.602619297141535,0.414077865400668,0.280161617929814,0.188400813850029,0.129078948108152,-0.0274405748644109,0.463408536577032,0,0,-5.21330386646731,0
