,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.057805590292564,0.062727708395907,0.321501381796727,0.198430497256296,0.217340798119663,-0.0344584497373968,0.142530688012481,0,0.00223181323846293,0,0,0.0930905633751312,0,0,0,0,0
ETH,0,0,0,-0.183633434609727,0.128490385779649,0.38418846225869,-0.0812766650276205,0.0100046376026259,0,0.0480978967266108,0,0.141448706541807,0.27643258556239,0,0,0,0,0
XRP,0,0.0667972840911849,0,0,0.0714315997827799,0.145158808774909,-0.178477993126723,0.0682706648548148,0.171068628927338,0,0,0,0,0.221773919961152,-0.308879935576434,0,0,0.216336970260204
LTC,0.67739326881108,0,0,0,0,-0.179203998250205,0.143087288624002,0.133560986732754,0,0.0871786593156551,0.0274970560583881,0,0.0114265374561489,0,-0.137458669454279,0,0,0
XMR,0.729591281559014,0.242562445960893,-0.200453141043891,0,0,0,-0.105653708269009,0.0277715779711766,0,-0.0727645429925351,0.121566043551121,0,-0.10377225890266,0,0.571270226633495,0,0,0
DASH,0.541030688200637,0,0.0554153473073103,-0.142143955632181,0.239260567294366,0,0.331583789686517,0.186911718580821,0.307315449913617,0,0.0629028964475629,-0.031630526463528,-0.0144978332721706,0,0.248763670922809,0,0,0.073199930012393
ETC,0.430654409337775,0.382653961613594,0,0,0,0,0,0.0268200726436571,0,0.14793840633439,0.291412173594002,0.0654459869560672,0.147476970117255,0,0,0,0,-0.159365136946501
XEM,0,-0.363223233165714,0,0,-0.272909395016777,0.698876328017066,0,0,-0.364406867020578,0.341209119532367,0.163582230437348,0.110085252625806,-0.0529827407254631,0,0,0,0,0.309175325614247
DOGE,0,0.0238505167732098,0,0.21880620087354,-0.0253473905563313,0,0.114130797775338,0,0,0,0.049519152486394,0.0147108213352832,0.0512764296734794,0,0,0,0,-0.120164262593415
ZEC,0.0386156671993253,0,0.426326505228796,0,0.327840274673551,0.170901636280471,-0.0623702797249904,0,0,0,0.0851213573501941,0.103998463943779,0.42092007947001,-0.46344740117376,0,0,0,0
XLM,-0.794865357920401,0.149628089712548,0,0.179525955359409,0.136332848819454,0.220683488970759,0.201456724789682,0.153774086634424,-0.238851752674121,0.280382101411377,0,0.280628494181453,0.0389689778646528,0,0.346157840012082,0,0,-0.134555395432159
NEO,0.106763286088531,0.13366044961224,1.55540516686068,-0.242911326558505,0.311357020327187,-0.373819223551789,-0.0477509676787506,0.15943862853786,0,-0.0171189996156333,0.19851701816211,0,0,-0.826102777101602,0.467335650787872,0,1.66169671426139,-0.153824727827512
DGB,1.3617739504459,0,0,-0.93532166409039,-0.319595275698603,1.0842021724855e-19,0.195619796101913,0.085173741548802,-0.0108341752312025,0.0148640089396724,0,0.163766285822583,0,0,0,0,0,0.0903017467600847
BV010082.Index,0,-0.0886184485654358,0.160951608990466,-0.0682546817902523,0.0906020368507535,-0.0723569192658398,0.0650825250029431,-0.13466479692059,0.262652061637622,-0.0261907348140961,0,-0.0252933093095479,-0.0789282994556267,0,-0.319818047335223,0,0,0.00402353877022967
CVIX.Index,-0.0215167597191897,0,0.0307753176277745,0.169536478389443,0.015236886937946,0,0.0853370107316122,-0.218518026294568,0.0142064841752631,-0.028736605232959,0.123156048586111,-0.00702978751214563,-0.106924348070424,0,0,0.482483728395883,0,0
DXY.Curncy,0,0.0251403417650822,-0.0759286241373533,0.0153712672379503,0.00624948539025353,0.0140895788743729,-0.0154918445047876,0,0,0,-0.00663260175242204,0,-0.00436313213254994,0.116157934167826,0.0568830929848055,0,0,-0.0221433103462927
SPX.Index,-0.00115146637282849,0,0,0,0.013866483123405,0,-0.00799526800862701,0.0138555176569174,0,-1.35525271560688e-20,-0.00388663915777823,0.0179497009923304,0.0135436598682941,0,0,0,0,-0.0514442939679414
VIX.Index,0,-0.29173318961006,0.66501883154146,0.117505890496953,0.232238789019357,0.19807551791432,-0.516401597041593,-0.318168468572856,0,-0.0829769062651523,0.136806111933505,0.111294034527099,0,0.324094502693028,0.0896981705107721,0,-1.273244292944,0
