,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.154201762922616,0.0183618050042004,0.227621344027871,0,-0.0580970956861257,0.0146829693734296,0.0695749182565832,-0.0198596044136829,0.0487368740817969,0.0381755889953068,-0.166538169446662,-0.373737605730954,0,0,-0.0318695159352164
ETH,0.928354585194512,0,0,0,0.0281917543791938,-0.15657956054325,0.281513432297692,0.0783326135307309,0.141442246166511,0.117483043036537,0.00762868134089021,0,0,0,0,0.27322192188654
XRP,0,-0.169778630524624,0,0,0.07238150460937,0,0.164762412959202,0.161450803162259,0.0887932151721495,0.297370656422315,0.186498767730555,-0.089018680260847,0,0,0,0.179223452694867
LTC,0.441279736340566,0,0,0,0.011090367420234,0.0560041234519158,0.0129470071520899,0,0.130506306468999,0,0.00183717557419938,0,0,0,0,0.0351948764323912
XMR,0,0.768312627559075,-0.432981913726016,0,0,0.0777130944365658,0.364891220523014,-0.135962663428356,-0.346702439932789,0.586942706060842,-0.158963091325253,-1.15545398053699,0.822175687026422,0,0,0
ETC,-1.67700359512254,0,0.367640762997165,1.31689646863819,-0.166280840800703,0,0.532109418729181,-0.134933898868548,-0.918179121814497,0.0514172282890851,0.211413919470691,0.858233877657716,-0.435379232171765,0,0,-0.369173142121084
DASH,0,0,0,0.248076022256141,0.0530955600862738,0.0868211038061129,0,0.133109740976012,0,0.0977091483565406,-0.10866927445851,0,0,0,0,-0.184968294208293
XEM,0,0.475050977552657,0.256065725439471,-0.490469925791509,0.093361383782823,0,0.394483843750991,0,0.117996564992852,8.67361737988404e-19,0.182391191300335,0,-0.684533163350016,0,0,-0.127657988180392
DOGE,0,0.0844570615354791,0.226578793724329,0,-0.0738349047110079,-0.334368344589923,0,0,0,0,-0.156450075397247,0,0,0,0,0.0781819730163622
XLM,0,0.030047015678888,0.673235694313296,0,0.0414161751494503,-0.13313929423958,0.126160476985184,-0.137533836838257,-0.078449291805902,0,0.0637062999858142,0.723396196446952,0.445294035620728,0,0,0
DGB,0,0.53719241952643,0.421007887419606,0,-0.0430867659042195,-0.473396790283285,0,-0.133934027705649,-0.590112417556253,0.113881140168096,0,0,0,0,0,0.0523426207907355
BV010082.Index,0,0.00618110394200809,-0.0204205116192645,-0.188972101427392,0.0364122569415244,-0.0549337618943273,-0.0549333861400787,-0.093152763624507,-0.106764309833666,-0.0360184951198862,0,0,0.150630433606519,0.447618742451098,0,0.0405684611602337
CVIX.Index,-0.297765878655271,0.112120839256324,0,0.110724767651288,-0.00120147540058181,-0.0576115937784203,0.0985294004094687,0.023258444389549,0,0.0771686762005703,0.0742498892409193,-0.30941060967588,0,0,0,0.12318213495041
DXY.Curncy,-0.0734050202236533,0.0206703774236072,0.0358219300073612,0.049555456965786,0.00444539689601355,-0.0109955611493973,0.0212566431776072,-0.0194246450063876,0,0,-0.0179642764329496,0.192612848047424,-0.07066476271619,0,0,-0.00521673117679634
SPX.Index,-0.0461883172387694,0.00188289958478346,0.0137704334241218,0,0.00358504772483035,-0.00493506789290664,0,0.0165898138814583,0.0239630984591886,-0.0165901918595041,0.011716937913406,-0.0016038706378245,0,-0.0905237535406239,0,-0.0684587656252369
VIX.Index,0,-0.0392239261145276,0.110808652839785,0,0.0482718921638228,0.19273370802345,0,-3.46944695195361e-18,0.456149782987893,-0.3026138757318,0.133178653401525,0,1.44158367218944,0,-7.42501593769828,0
