,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.273686870541486,0,0,4.33680868994202e-19,0,0.0193471379108604,0.0561080053627444,0.0662943472753523,0.113569325451777,0,0,0.000845467846683625,0.0945227163682644,0,0,0,0,0,0
ETH,0,0,0.354950277164981,0.00975262230062875,0.117323715324835,0,0,0.0772624990749557,0.0314804457872393,0.0361669649630845,0,0,0,0.183904071919229,0.108107148637429,0,0,0,0,0.0295054083796796
XRP,0,0,0,0,0,0.077380114010889,0.114026049633815,0.112197874905415,0.0983788446181406,0,0.128485008133149,0,0.23819732530865,0,0.0808651471669264,0,0,0,0,0
BCH,0,0.121900562287836,0.463582555778767,0,0.0498766454660598,0,0,0.176077174035818,0.2093624896658,-0.218101469196182,0,0.0971112070811472,0,0.00330610575101749,0.0464025369707922,0,0,0,0,0.0553344232225176
EOS,0,-0.634292323668047,1.05907700336108,0.657386684805507,0,0,-0.226654654438524,0.130484100156291,-0.182702880691343,-0.293273067961147,1.27190741468569,-0.562201429037339,0,0.502703076172235,-0.328655283137193,0,0,0,0,0
LTC,0,0.0133661619823504,0.284391710606754,0.0249026804891022,-4.33680868994202e-19,0,0,0,0.00988878698031631,-0.0295429232188491,0.141165925413022,0.112703203498143,0,0.0932974293052101,0.123518198811583,0,0,0,0,0
XLM,0,0.186127012586398,0.112138191726877,0,0,0,0,0.231681829027499,-8.67361737988404e-19,0.00805534551311303,0.0771146817283989,0,0.2473226078463,0.0818607005617561,6.93889390390723e-18,0,0,0,0,-0.027734090295668
ADA,0,0.102287556726039,0.0737051054621975,0,0.133305193929141,0,0,0,0.146794302679164,0.144138643031786,0,0,0.0616757989688709,0.071464219973207,0.174238248308222,0,0,0,0,0
MIOTA,0,0,0,0.0195676310933439,0,0,0.584532872372138,0.271052127830922,0,-4.33680868994202e-19,0.0389133947732359,0,0,0,0,0,0,0,0,0.136229099363227
TRX,0,0.101767322903654,0.123590219892099,0.169661233140591,0.193156331080582,0,0.151824094894424,0,-0.174624453762512,0,0,0.0364795880060566,0.164582687843086,0,0.329165161455569,0,0,0,0,0
NEO,0,0,0.0576178893874636,0.0808547313853583,0.0132552854521663,0,0.173564166170939,4.33680868994202e-19,0.0651915355937318,0,0,0.205955597872472,1.73472347597681e-18,0.0442342371793889,0.266928739137358,0,0,0,0,0
DASH,0,0,0,0.104516657716665,0,0.158539329965494,0,0,0.0834495666842212,0,0.182794672645896,0,0.0847764943773279,0.102573930333985,0.0725689410414032,0,0,0,0,-0.0251057740939169
XMR,0,0,0.12861922835705,0.158286715473935,0,0,0,0.0794007802309372,0,0.156216063229529,-0.0718229207373492,0.23417325364215,0,0,0.239636187711089,0,0,0,0,0.0354229876914227
BNB,0,0.0506593905736058,0,0.232272246328936,-0.112804739027804,0.328027570564306,0.068186646447158,0,0,0.106773686062622,0,0.0473931499087786,0.156503773974509,0,-0.16860141109844,0,0,0,0,0
XEM,0,0,0.203028263995429,0,0,0.231662306513327,0.235332768279829,0.0431611565252539,-0.117047771229596,0.16360325535182,0.08041005259676,0,0,0.19982938180725,0,0,0.0504978197598692,0,0,0
BV010082.Index,0.378302448023983,0.0456284549264703,0,0,-0.106295266354163,0,-0.00486916352659825,0.0509288082977085,0,0,0,0,0.222627627762888,-0.0544501712432052,-0.360894248283126,0,0,0,0,-0.245244889702342
CVIX.Index,0,0,-0.0709252246545237,0.0736176800362584,0,0.173578358215212,-0.0655028794339849,-0.0810669282904948,0.0547932387084391,0.070679828478173,0.0904863329098441,-0.237039360487256,0,0.011067337952988,0,0.237634979300385,0,1.25626132889388,0,0.116381559182225
DXY.Curncy,0,0,0.0214610136576404,0.014665392126856,0,0,-0.0181953124426407,0.00844033993344464,-0.00540122240513219,0.00958799559042101,0,-0.0081273412122398,0,-0.00845792346450281,0,-0.0673255809835281,0,0,0,4.33680868994202e-19
SPX.Index,0,0,0.0149176715217782,0,-0.0203528645059847,-0.0141966860941294,-0.00585234278765876,-0.000361342058344661,-0.0239448692377947,0.0115339644241964,0.0194033357795646,0,0.0142074421939891,0.00746432349708659,0.0120897814488751,-0.0160410865754893,0,0,0,-0.0867940168604417
VIX.Index,0,0.0618509320290833,0,-0.0274351489428056,-0.186351855916733,0,-0.275929652290097,0.0315040938388238,0.290997786149894,0.0422628637517822,0.42737107115122,0,-0.0645416365757254,-0.287605547409859,-0.1334840481604,-1.05474419051083,-0.403329652388754,0,-2.02565057910332,0
