,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.179849939148959,0,0,0.0988210129845057,0,0.0983221195068126,0,0.0105732397580076,0,0.0200887413060858,0.0599342492244301,0,0,0,0,0,0
ETH,0,0,0,0,0.192564837759917,0.0470688937107682,0,0.0635143425592185,0,0,0.00354429606681619,0,0,0.0202535295579029,0.217234268248391,0,0,0,0,0
XRP,0,-0.360014241248298,0,-0.0570326963597807,-0.241732438181688,0.1906759630115,0.590606368277786,0.0943252998858335,0.0616346663420576,0.0631222869911955,0,0.359704105922478,-0.270081904801054,-3.46944695195361e-18,0.219558298155206,0,0.298842465918944,0,0,-0.212237135207371
LTC,0.50469471113189,0,0,0,0.0271170464504569,0.119163293168855,0,0,0.134764792044779,-0.0179023627206935,0.224590580384637,0,0.0821069579559111,0.0261878074891671,0,0,0,0,0,0
ETC,0,0.249215025247178,-0.093499029796954,0.155288228666636,0,0,0.0764179614255374,0,0.150204685892402,0.0346800270811225,0.0396375093456222,0.0253693325749944,0,-0.0461954773824483,0,0,0,0,0,0
XEM,0.490965597439279,0.12523759134851,0.254182144902569,-0.0499161118904648,0,0,0,-0.0937257083954147,0.156874073102029,-0.192388290525745,0.0754710368301743,-0.0755547618930016,0.335129428224807,-0.0530356252661977,0,0,0,0,0,0
DASH,0.0601616209045979,0.032181800602992,0.00249014165194036,0,0,0,0,0,0.308073195182059,0.346653512758608,0.0691905191205679,0.0585352386388022,0.013735331923331,0,0.0618433441886094,0,0,0,0,0.179242764208345
MIOTA,0.268622082994591,0.0528474386088391,0.0205548891857515,0,0.119711333846752,0.146790650033455,0.154597714765359,0,0,0.0939575699244187,0,0.080684059473097,0,0.102454148192094,-0.564261900519185,0,0,0,0,0
XMR,0,-0.0537014244495554,-0.128555263601818,0.31957032692923,-0.394146649773412,0.223747665426232,0.578018636186197,0,0,0.10480686382772,-0.00595049968380528,0.067254895445456,-0.0949424749765151,0.0795974707283232,0,0,0,0,0,0
ZEC,0.0852066586617667,0.165534330248646,0.0616870476152048,0,-0.0636912184194189,-1.73472347597681e-18,0.237496168693358,0.0971361909839847,-0.0417291972042756,0,0.0563148509584687,-0.0504679539903848,0.215533145790147,-0.0311932979931579,0,0,0,0,0,0
NEO,-1.15811744911207,0.961597113541629,0.201110127217725,0.767653912491021,0.507008696423544,0,0.459259722301225,-0.533798450237007,0,0.593996529205781,0,0.165702096166535,-0.624248443039157,0.22569782737451,0.00505233964035951,0,-2.96974230895188,0,0,0.869385978179871
XLM,0,-0.202694422069329,0.0498459958761279,-0.706737118409988,0,-0.270618891297254,0.399760528173359,0.104888183072825,0.840125399455585,-0.517923200649744,0.0972663718858718,0,0.699200915259221,-0.0787548934285805,0.298722161039698,0,0,0,0,0.177937183638249
DOGE,0,0.107213995880921,-0.00556980406710617,0.224952879627365,0.116896528686853,0.222249731572238,0.153133812344584,0,-0.065163897188105,0.270899517254982,0.0154650493567634,0.195052962871812,0,0.0548229085762386,0,0,0,0,0,0.144132650875226
DGB,0,-0.379367351711436,0.565824497437742,0,0,-0.220246059056671,0,0.244948207021886,0.189835183450632,-0.402787849198477,0.0692871961575997,-0.356880938556054,0.944839216552915,0,0.405584536961627,0,0,0,0,0
BAT,0,0,0.135448386190306,-0.0342300033637252,0,0,0,0,0,0,0,0,0.173487714542582,0.0628284307353848,0,0,0,0,0,0.19591902682693
BV010082.Index,0,0,-0.0265732577802652,-0.0607176989069486,0.0356851415072481,-0.0110392803965933,-0.0166368975971582,-0.00942080226360069,0.0354900246069142,0.036236070898973,0.0159294963135036,0.0447778576255154,-0.0272397823976427,0.0119341655269967,0,0,0.045164354774459,0,0,-0.0368988887545265
CVIX.Index,0,-0.0552036270534897,0,-0.103349325148375,0,0.0326068597015172,0,0,0.0586828959612457,0,0.0358112293276991,0.00855838286898766,0.0933058752813906,-0.0323580664988491,-0.139500082540748,0,0,0,0,0
DXY.Curncy,0,0,0.0106428911118637,-0.0111562831607735,0.0224265884574221,0.00770270008859575,0.00315913622339132,0,-0.0104705263388112,0.00683967298952939,-0.00473007754047606,-2.16840434497101e-19,-0.0132036727071982,-0.00265468539941014,0,0,0,0,0,-0.0121169783906267
SPX.Index,0,0,0.00539957353866056,-0.00167325025470081,0.0115738996809499,-4.33680868994202e-19,0,0,-0.00414560839986995,0.00708827425084598,-0.00388711765245108,0,-0.00475038871599574,0.00380702274563327,0,0,0,0,0,-0.0446253572260897
VIX.Index,0,0.0653095112781308,0.189794096481354,0,0.0256268410958954,0,0.387671625940867,0,-0.0921069926564602,-0.0773767245668086,0,-0.0254999154319357,0,-0.193692004865923,0.149242459161846,0,0,0,0,0
