,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00123799661728205,-0.0554879264900779,0.509199786022394,-0.0326226741355732,-0.0334067475128597,0.0482291908846938,0.181324376326378,0.135490830988753,-0.0352592092738365,0.0573344487072768,0,-0.121910759737582,1.1452364978065,0,-0.00720663462275627
ETH,1.0435538071318,0,0,0,-0.31193545132,1.13072588148999,0,-1.54320351040261,0.115855136821355,0,0.334810692723624,0,-0.0090872817655302,0,0,0
XRP,-0.220739479734913,0,0,0.0918651819571971,8.67361737988404e-19,0.155248712298311,0.0652526210278963,0.012500389192012,0.0815426692620625,0,0.121263449834144,0,0.17644595536257,0,0,0
LTC,1.21155154490674,-0.155125308932938,0,0,0,0.249801391472679,-0.132089988988986,0,0.111345309941421,0.194285174728546,0,-0.155228151292481,0,0,0,0
ETC,1.68686539724213,-1.04534447024557,0.816715377707164,0,0,0.765180241070222,-0.559156523137674,-0.917779298828195,0,1.20920450251499,1.03143291979173,0,1.2514561610652,0,0,-1.04766584883838
DASH,-0.192045658415765,0,0.314979457665032,0.290915060326073,0,0,-0.0362068935068016,0.0245681629838854,-0.0643182419652229,0.110410383523325,0.186101871741575,-0.0884503452045871,0.0785941860248744,0,0,-0.0228967498225855
XEM,1.53070629086896,0.0432729508058422,0,-0.327697306581219,0.0546418667454936,0,0,-2.77555756156289e-17,0,0.622978547737877,0.274937864683051,0.437139028783545,0,0,0,0.264100135537672
XMR,1.18823553163131,-0.225883280870245,-0.0170396805041065,-0.141962563726401,-0.108880852905671,0.291153969164232,-0.0565199854694153,0,0,0.0271065166206905,0.0714979013635629,0.767255812108761,-0.0678708569278243,0,0,0
DOGE,0,0.0377916896697668,0,0.361004448865947,0,0.16692491710522,-0.0092691171594437,0.194208861398696,0,0.0653662795227253,0.0290716424656928,0,0,0,0,0
XLM,0.479690892878029,-0.184772513217764,0,0.267352326682794,-0.0525524504704688,0.306422818252899,0.213649556894093,0,0,0,-0.0147499771912456,0.204116172048921,-0.382704258935003,0,1.73868309252842,0.363296225640865
DGB,-0.163715782874601,0.573126361337088,0.0676271779128734,0,0.122964404220685,0.328135724237306,0.0589388481162862,-0.0152823098885546,-0.122544805006519,0.242320518006281,0,0,0.685292479271253,0,-2.24575865513369,-0.373663933050496
BV010082.Index,-0.211299285157634,0,-0.153991867380448,-0.147028658164232,0.0371520193792891,0.149755478625181,0.0178788356265705,0.0270800771557768,0,0.0762427211367255,0,0,0.0350026453106782,0,0,-0.0953809635989381
CVIX.Index,0,-0.145494912987214,0.068017397103477,0,0.0159311696602047,0.326413311445486,-0.0730974806487506,0.0636558534508597,0,0.139249124551134,-0.0328521755887194,0,0,0,0,0.13511923738314
DXY.Curncy,0,-0.011992973438984,0,0,-0.00150151303350949,0.0617799005621907,0.00266316404346965,-0.00416100000599338,-0.0370335425521619,0,-0.0114190395248607,0.168019335741556,0.005764196472841,0,0,0.0229873686660907
SPX.Index,0,0,0,0,0,0,-0.0152734572757806,0.0026491154143348,0,0.0422312357839816,0,2.16840434497101e-19,-0.0717882963633149,0,0,-0.0756702064579078
VIX.Index,0.178123259559733,0.233386768589888,-0.173640602386098,-0.188711441671551,0.0433936767442473,0.415708587827224,-0.160085193739096,0,-0.534266643263295,0.510669427740791,-0.49014134325943,-0.750577349934058,0.272915975884508,0,-4.39858263543684,0
