,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.27060214872147,0,0.784823793913531,0.0744930711134963,0,-0.277785534430857,0.0153951763486019,0,0.0728180756189418,0,0.0157672553975028,0,0,0,0,0,-0.060133426400725
ETH,0.17649403214868,0,0,0,0.131937201696064,0.24632888924365,0.349957467646577,-0.0204304313601901,0.26703071502356,0,0.0127958267205411,0.0495834265771489,0.110476760598308,0.464247435620648,0,0,0,0.11417887835349
XRP,0.152943583091558,0,0,0,-1.73472347597681e-18,0.000717629410568983,0,-0.00542761526173271,0,0.330440224761388,-0.11613357777827,-0.0416750151551576,-0.275985545916507,-0.0750857534479235,0,0,0,0.0909700331357797
LTC,0.684018120467495,3.46944695195361e-18,0.0508099616145133,0,-0.000209462371522706,0.0204964777651364,0.0879443026566859,-0.0103119140328926,0,-0.0773110591045329,0.0183609601001576,0,0.0141103468176497,0.0500040808620415,0.0284779114741514,0,0,0.00338815233639638
XMR,0,0.905537686095772,0.66898959011714,-1.83101768752968,0,0.181415134532786,-0.101749115678017,0,0,-0.309709121959197,-0.136507742427079,-0.0702288940161699,-0.183136007458419,0,0.0650222788070957,0,0,-0.0716165414101788
ETC,0,-0.16998318799146,0.0879358716453549,0,0.104933004392619,0,0,-0.122913185076956,0,0.0812488457368215,-0.01777374300786,0.0274158003678619,0.218903946806628,0,0,0,0,-0.218004353215464
DASH,0,-0.177023228773993,0,0.51475702490561,0.173154856187791,0.0550102948723984,0,0,-0.1309099546463,0,-0.0689443257559445,-0.0936467889749841,-0.14760521272779,0,0,0,0,8.67361737988404e-19
XEM,0,0,0.446370674154126,0,0.208381658577827,0.286940884141473,-1.18945376073701,0,0,0,-0.0777338162941852,-0.168676444951689,0,0,-0.542035345313999,0,0,-0.0741318436924251
DOGE,0,0.170798443634413,0,0,-0.107134184447483,0,0,0.00449930775108582,0,0,0.0292668190205668,-0.0109747464822364,-0.0328349198394931,-0.337569480021637,0,0,0,0.0181653774846598
XLM,0,0,0.590391788306082,-0.309693233752214,0.0398378831844381,0.248537052788898,-0.346544536129721,-0.221459938942354,0,0,0.0197666408719121,-0.0729416099303121,0.102534379829963,0,0.341939682923013,0,0,0.0329358952421214
NEO,0,2.92376311352534,-3.44708935861504,0.0254356831915956,-0.29728521604236,0,-1.95117111197302,0,2.81935151872308,1.12879926140081,0,-0.21975962604548,-1.18356508507519,0,0.617405012770256,0,0,0.231321481430968
ZEC,0,-0.458925071670796,0,0,0.279748994929883,0,-6.15137176995554,-0.211951385008603,0,0,-0.620272309331308,0,-1.66487193792745,0,0,0,0,-0.360462056532835
DGB,0,-0.017796537892084,-0.216014054475508,-0.329015926166319,-0.26038828692102,-0.188201467348047,0.598283795891289,0.177475289622674,-0.261973648473344,0.252020448144902,-0.105430375237297,0,0,0.0668462998119057,0,0,0,0
BV010082.Index,-0.0727871283058086,0.140068103380553,-0.239103433533574,0,0,0,0,0,0,0.0811994768345912,0.00677619421909196,-0.00175636250312218,0,0,0,0,0,-0.0354422184376017
CVIX.Index,-0.156476428978366,-0.00493019235792482,-0.312347601403893,0,0,-0.207758169407926,0.263559811507592,-0.0791893896487261,-0.0314126980670136,0.122114936804451,-0.0285884169206556,0,0,-0.280141869913146,0,0,0,0.167945218289083
DXY.Curncy,-0.0180403188917999,-0.0467536530308292,0.00931952504177819,0.0621247398214108,0.0169843393068199,0.0170943357302729,0.0100434378414143,0.00967609948951267,0,0.00871372407395518,0.0032914865810912,0.00375066653610185,0.00844746367756558,0.198332536929985,-0.0217283515117939,0,0,0.00906197895767466
SPX.Index,0.0051519966307817,0,0,0,0,0,2.16840434497101e-19,0.0039111590145511,0,-2.16840434497101e-19,0,-0.00326734186544804,-0.00256438528050897,0,-0.032576299195865,0,0,-0.0441383236011727
VIX.Index,0,1.00267593373909,-0.469211658428783,0,-0.181078449225809,-0.0382422424446028,0,0.118211011625949,0,0,0,0,0,-1.49716024805005,1.23493018859658,0,-4.65001882254276,0
