,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.804739642709315,0.0640708730572559,-0.0130871038590711,-0.0112084552665504,-0.00539218766750646,-2.16840434497101e-19,0.000401434243411996,-0.202301278915391,0.0659569682838521,0,0,0
ETH,-2.9364253764992,0,0.398480712362362,0,0.595501420258024,-0.0354992003434977,0.0805979017378233,0.146605077220319,-0.065352065107955,-0.033616708045114,0.475866021861228,0,0,0,-0.519551576967301
XRP,0,0,0,0.685476257730448,0.221871162954854,0.138468297833237,0.0443772151608067,0.0829045012111403,0.123584677019307,-0.0513955638635555,-0.397573458539386,-0.334966909110455,0,0,0.00433884244370549
LTC,0.618533235548244,-0.001653224211206,0,0,0,0.085232245891036,0.0258672395481245,0.000191701264346683,0,0.00862295693828565,0,0,0,0,-0.00837749126729689
DASH,1.03107425544805,0.0849990391026124,0.157628254640374,0,0,-0.288798374503126,-0.0735886192198557,0.000778952897715443,-0.270791288724947,0.0582003546335861,0,0.937514062436578,0,0,4.33680868994202e-19
DOGE,0,-0.0167226564865195,0.213481495673797,0.270039662789418,-6.7762635780344e-21,0,0.0209321400698449,-0.135868061614344,0.217517451053878,0.049999377990911,0.306126618923924,0.0414592501887006,0,0,0.143787646286084
XEM,0,-0.182048865056399,0.667568862891296,0,0.0944223633966907,0,0,-0.0310256679241644,0,0.202416452837644,0,1.43225799851324,0,0,-1.1814186718578
XMR,1.05681061817194,0.54680025532311,0,0,-0.439920799902402,0,-0.130939845124857,0,0.469277674031139,0,0,0,0,0,-0.397347998363951
XLM,0,-0.00429821652680496,0.620706980010088,0.357154372990937,-0.427560530158767,0.31437436870591,0.260093303359591,0.144249012928028,0,0,0,0,0,0,0.366698528269735
DGB,3.20881741884912,0.487205877769172,-2.28163841565429,5.55111512312578e-17,0,0.282665256889452,0.0533104435843111,-0.150957732201086,0.620693029096566,0,-0.706833021968659,-0.180560557986997,0,-3.03666815441332,-0.309126586333462
BV010082.Index,0,0.0264046792346382,0.0723573438114914,0,0.207633127508699,0.167949046971081,0.0385982029177642,-0.0770549903966646,0,-0.0454608501630969,0,-0.130947080188094,1.59194722334531,0,0.0720866905562213
CVIX.Index,0,0.0348482611676985,-0.219095452929961,0,0,0.130519984370607,0.0168388805024285,0.0326697878642521,0,-0.00796526641779411,0,0,0,0,0.19814200019246
DXY.Curncy,0.0533329178205359,0.0108317760845152,-0.067094625963587,0.0375564388411512,-0.0140377725588188,0.0135701820939245,0.00995534467090115,0.021688308690553,-0.0146964629786894,0,0,0,0,0,0.0383584988563909
SPX.Index,-0.0878029953189539,-0.0145393707710644,0,0,0,-0.0396014553948349,0,2.16840434497101e-19,0,-0.00316893272496583,0.0156302841819425,-0.0103050560890836,0,0,-0.0751305389255379
VIX.Index,0,-0.0468322638584843,0,0,0.218875020361952,0.207531952081398,0,-0.00875137226651904,0.0596793956340326,-0.0838432353949063,-0.192283385009772,0,0,-2.73243798542376,0
