,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0523086966999004,0.0355704441832726,0.459268795502307,-0.0223308873220769,0,0,0,0,0.020654796899334,0.0469177997704608,0,-0.0582191727780336,0,-0.166896667463378,0,0,-0.0451982559284614
ETH,0,0,0,0,0.0973482708038191,0.187851621240602,0.199231985858428,-0.113007686493548,0.0693223355013421,0.0908888763068802,0.00908147595648651,-0.046008064233677,0,0.715815095742153,-0.126214095779354,0,0,0.152522685268686
XRP,0,-0.39901595656509,0,0,6.93889390390723e-18,0,0,0.206543866408825,0,0.290737001277841,-0.118741069956622,-0.00402026738204668,-0.105815018461811,-0.41321480577242,0,0,0,0.0763042025483992
LTC,0.672247577038171,-0.272690741870568,0.0236981029784647,0,-0.0236855465050488,0.0982209481838674,0.0909195410711762,0.0173358060847008,0.141713204478891,0,0.00988493373589618,1.0842021724855e-19,0.00309862346403932,0,0.0821830408819892,0,0,0.0405854578985933
XMR,0,0.500341887623449,0,0,0,0.350416791943994,0.221145315597636,0,0,0,-0.122964602896728,-0.0821141074960585,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0.095876733164871,-0.0789428378381848,0,0.0980588134165782,-0.0642629225143806,0,0.283972593348486,0,0,0,0,-0.16155797645809
DASH,0,0,0.0186867467369266,0,0.032157845308695,0.0825079701818927,0,0.0319156640932464,0,0,-0.0822643262966366,-0.0787320515839108,0,0,0,0,0,-0.0353309038195758
XEM,0,0.168597017084487,0.169344798793585,0,0.344443154205184,0.0224207044438574,-0.694180415397391,0,0,0.178052376465617,0,-0.0966652285609517,-0.0770332440680549,-0.704907458493914,-0.985311615141795,0,0,0.0398561575053367
DOGE,0,0.189651524746321,0.0251990561404519,0,-0.212889407758036,0.0499781711120161,-0.196747707060543,0.108723150590727,0,0.0104201618101537,0,-0.0111784135177561,0,-0.511952821517683,-0.103756869328765,0,0,0.0413007125386359
XLM,0,-0.068999986782818,0.553274343661278,-0.142538991704982,0.0638170720452856,0.302047622528941,-0.212816232168957,-0.213937425782182,0,0,0.0266999331022101,-0.0722070858788783,0.196560714649729,0,0.381472085620562,0,0,0.0535898525775136
NEO,0,3.28979499939774,-1.26217410227365,0,-1.71112186937394,0,-1.57229233367278,0.900162677164016,0.137490077257498,0.615167959798033,0,-0.116282284235222,0,0,2.662600453877,0,0,-0.75324917587977
ZEC,0,0,0,0,0,0,-6.5784836124289,-0.296615783405758,0,0,-0.638444202082768,0,-1.3743034435276,0,0,0,0,-0.983109624512595
DGB,0.480774075508503,-0.0618285341210308,-0.188500893215311,-0.814939988459245,-0.362659070641436,-0.146971747499631,0.577789935654375,0.169143107238674,0,0.311417653843538,-0.0330417623141933,0,0,0,0,0,0,0.00235363323774927
BV010082.Index,0,0.142251629546889,-0.134447866251848,0,-0.102616334733323,-0.123836799150569,0.0452720225099127,0,-0.287387119487291,0.111038421365981,0.00959103268201158,0.00505001894103784,0.0059643080934583,0,-0.0349660357891852,0.502605882418011,0,0
CVIX.Index,-0.250551614397672,-0.0672813043427112,-0.190561040534869,0,-0.0772275361750288,-0.152393810571002,0.204100396749464,-0.0787268673723076,0.14495203513572,0.151914279801648,-0.0162147514866654,-0.00741492522787609,0.0170444316821352,0,0,0,0,0.118357525483285
DXY.Curncy,0,-0.00315640466741787,0,0.0329037426281625,0.0192381371408675,0.00957698034329809,0.0139262952170734,-0.00738177860277333,0,0.00830980050597747,0.0100254900771122,0.00243217568231843,0,0.143875898135983,-0.0192763150686891,0,0,-0.000685644474440932
SPX.Index,0,0,0.00311347355354241,0,-0.0111949496932205,-0.0445412067711701,-0.021632625570588,0.022077890131607,0.0102240665845416,0,-0.00327563432478459,-0.00542322328884077,0.0139931174878579,0,0,0,0,-0.07100574701994
VIX.Index,0,0.458586960915682,0.029122538029689,0,-0.182273243261542,-0.494114820057406,0,0.102408416333022,0.118300395248692,-0.0532699520856645,0,-0.0294037568529061,0.147117095042775,0,0.633445547781151,0,-6.19269668320986,0
