,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0445572531519973,0.273937488869256,0.300541049419967,0.137749365459537,0.0757162023640954,-0.105920418804324,-0.0212328925797308,-0.168716006574055,0.0102671994547619,-0.275349754937381,-0.0245793574701822,0,0,0
ETH,-1.7960242048099,0,-0.0357229282458541,0.260849491035521,-0.220999478087797,-0.956479273169704,-0.542076623849452,0.278740797856661,0,0.191873325303093,0,-0.325698107770286,0,0,0
LTC,0.654924935635955,0,0,0,-0.278760833055395,0,0,0,-0.0507907175319835,-0.0148403009460339,0.0743498426804452,0,0,0,0
XRP,0.060940315852289,0.108775660993553,0.118453409095771,0,0,0.015880462516356,0,-0.186586835351661,0.550385053638522,-0.112447068295519,0,0.283054706218859,0,0,-0.0325865517657596
DASH,0.328662391321099,-0.0974056781457647,0,-0.657468330789871,0,0,0.174377399461557,0.190792447445953,0.519990204868081,0.105853076737323,-0.0232981537679637,-0.475470014459051,0,-0.410055428601379,0.125280321633124
DOGE,0.39284030038098,1.73472347597681e-18,-0.0601989192513225,0.114006110369307,-0.211980588094624,0,-0.122729187071596,0.0211748064398768,0.0970157319647238,0.0833781355805612,-0.0284365631705057,-0.274620643619096,0,0,0.062590008577468
XEM,0.217842784764103,-0.165032323619802,0,0.888207823326881,0.887402653715064,-0.29516722711281,0,0.417872452433925,-0.245460296440462,0.108274622654495,0.56332325345938,-0.468306302315511,0,0,0.423500602253388
XMR,0.758554463762295,0.603694101974733,0,-0.483314430614372,-0.289842530578542,-0.11912712296294,-0.16695903184057,0,0.815672109406039,-0.113525936893011,-0.327583937838841,0.183869844365562,0,0,-0.167673387632217
XLM,0,0,0,0.454524215778836,0.184875111525246,0.372622980648615,0,0.0851975597668206,0,0,0,0.162811180949026,0,0,-0.039640010945761
DGB,-0.680526089463994,0.157083003323447,0,-0.572863311319433,0.345028454787124,-0.466985149673607,0.26042818112687,0.366561860265865,0,0,0,0,0,0,0
BV010082.Index,-0.0685621321697819,0.124841638868864,0.0408101248019294,-0.0153643476788222,-0.0331646244943149,0.212894068855913,-0.0982795973352476,-0.0798266072812324,0,-0.0498272906039703,0,0,1.63901918568053,0,-0.0301024155811633
CVIX.Index,0.138668658434263,0.066414829317414,-0.261408886926693,0.0423365416451947,-0.259167669190052,0,0.0442941626845157,-0.0168943010552686,0.315638322949426,0.0467633053184602,-0.0524846252420584,0,0.378892339613382,0,0.102524764241557
DXY.Curncy,0,0,0.057391235980127,0.0761151008695344,0,0,0.0101220549691401,0,0,0.0187188345815799,0.156662144130964,0,0,0,0
SPX.Index,0,-0.0128827015253451,-0.0266870213215818,0.0176704223556922,0.015287190233313,-0.0201387048840914,0.020207740090235,-0.0230666550954187,0,0.0105292491960054,0.0258563348886217,-0.022992245081631,0,0,-0.0796413161946027
VIX.Index,-0.0733651261220148,0.228859221752732,0,0,0,0.451170413968011,-0.114135980296533,-0.366098157722023,0.114205243184945,-0.0202782224848499,-0.699585963066294,0.628535891522152,0,-2.99406978225081,0
