,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0664136934067368,0.0136915403483083,0.402379558222011,0.0197997331547414,0,-0.0637088769806063,-0.00438722105601557,0,0.0312939261318039,0.0422727919337422,4.33680868994202e-19,-0.0500006126813483,0,-0.122781889724379,0,0,0
ETH,0,0,0,0,0.146268752403515,0.115739517413933,0.107117503617174,-0.076707990898879,0,0.0750370792261649,0.00300107444666169,-0.0561075905742659,-0.0127272361179655,0.652016819459116,0,0,0,0.151883015380801
XRP,0,-0.359204623309126,0,0,0,6.93889390390723e-18,0,0.221990322900099,0,0.300961371206485,-0.120460114734047,0,-0.0995990405123572,-0.395256633182468,0,0,0,0.0724162471596385
LTC,0.59968357077024,-0.235754844480244,0.0214614557478601,0,0.109915748989223,-0.0175581045372048,0.066287724780839,0.0190123105811943,0.0681023084624596,0,0.0146814812125288,-1.0842021724855e-19,0.027437455243916,0,0.0653132071617503,0,0,0.0405396330917124
ETC,0,0,0.00881249118237114,0,0,-0.0639566011906055,0.316912377572854,-0.0209888019223862,0,0.128249689028765,-0.0900584990904928,-8.67361737988404e-19,0.132292525877107,0,0,0,0,0
XMR,0,0.461748935134954,-0.0335305405030744,0,0.334674919456215,0,0.128810504907398,0,0,0,-0.169288233690915,-0.0870294946637041,0.21575428380853,0,0,0,0,0
DASH,0,0,0.0198022795236854,0,0.0819110880970513,0.0342872169272101,0,0.0141669028596177,0,0,-0.08604552656675,-0.0685016118521198,0,0,0,0,0,0
XEM,0,0.311058172945836,0.183670427738636,0.192636629452447,-0.0532110838518706,0.365291710452071,-0.595180992743184,0,0,0.108590841886749,0,-0.0501433306102958,-0.0391172325488984,0,-1.50005132086141,0,0,0.0975447122859726
DOGE,0,0.196478314909829,0.0330548623911527,0,0.0534484393370743,-0.219484182279663,-0.1650178154429,0.099147088696701,0,-8.67361737988404e-19,0,-0.0104038014660401,0,-0.484132740079014,-0.08054469148627,0,0,0.0348949020429658
XLM,0,-0.162042734622267,0.562501439395999,-0.607800592364293,0.267044654886052,0.0101660511740355,-0.188753868127744,-0.241527570471468,0,0,0.0198149591436814,-0.0643274346984034,0.100658660521508,0,0.313063675375836,0,0,0.0388740215941583
NEO,0,2.45118071201554,-2.0999526918585,0,0,-0.981709244607077,-2.69175289160824,0.677576713263572,0,1.13676812826526,0,0.0507845619940831,-0.936671209765175,0,4.14175688964003,0,0,-0.880400504155091
ZEC,0,0,0,0,0,0,-6.5798062917376,-0.29387261946546,0,0,-0.638101837220439,0,-1.37324718516908,0,0,0,0,-0.985557346908349
DGB,0,-0.428319057781163,0.208036327247774,-0.677095148778257,-0.0905086364173851,-0.158719339038741,0.489777934676185,0.0621070903851401,-0.299855144249987,0.155404251179204,-0.0349518119975057,-0.0720400515578966,0,0,0.690334652402519,0,0,0
BV010082.Index,0,0.130356372255421,-0.128894742014702,0,-0.116604997153927,-0.0248566090005446,0,-0.0227253603218113,-0.224694155526604,0.0901769813169164,0.00763407499458192,-0.00752406381528336,0.00444839221294232,0,0,1.08513984686462,0,0.0177017836374938
CVIX.Index,0,0,-0.198575687486241,0,-0.167097722090103,0,0.194211406272008,-0.134079924383848,0,0.173555107605391,0,0.000397501608380508,0,0,0,0,0,0.103791636591948
DXY.Curncy,0.0403150707561798,-0.00773684707425567,0.0122002347131391,0,0,0.0265172887033189,-0.0106146703372117,-0.0166461337094761,0,0,0.00390022704089477,0.000385827200132895,-0.0307029119604962,0.209790929041465,0,0,0,0
SPX.Index,0,0,0.00858963115722689,0,-0.0445599946870583,-0.0173819416615301,0,0.0223748699444192,0,0,-0.00285113173663348,-0.0048574938296469,0,0,0,0,0,-0.0638468558936175
VIX.Index,0,0.408816876728671,0.00251343447580435,0,-0.459799174746497,-0.162722912705531,-0.18003724763558,0.214217369818444,0.162898300364754,-0.0760183711001762,-0.0404792324300677,-0.0432643458600827,0.108409149859301,0,0.849527155211853,0,-6.66966158409346,0
