,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0457761160287953,0.412072373997188,0.183762042424525,0.0508506859602418,-0.0371981478995322,0,0,0.0851992001684239,0.112422607627049,-0.0513628133396909,-0.403398859187793,0,0,-0.141972219051688
LTC,0.501154854415761,0,0,-0.0418068312903045,0.715969376216803,-0.193606266636309,0.203812326624452,-0.209513499541567,0.0377792420935492,0,0,0,0,0,-0.05099118435916
XRP,0.535990416017868,-0.227552176543772,0,-0.161705606953193,0.871270004450243,-0.105443790203552,0.441326424378299,-0.314838125152315,0,-0.0604316794848875,0.339555034717989,0.254348771939577,-3.06072863756156,-0.501253880636557,-0.275837824431909
ETH,0.265702529543536,1.01339562757066,0,0,-0.453433083882733,0,0,0,-0.0269368935799512,-0.328025280585715,0,0.841441977209147,0,0,-0.125150258238145
DOGE,-2.77555756156289e-17,0.421750334062946,0,0.0190567284456523,0,0.180843213748271,0,0.0802729417979718,0.00117224942283705,0.101207602576888,-0.352590539930858,-0.0582347973742734,0,0,-0.0464807461399678
DASH,0,0.537902692505218,0,0.038021504337364,0.225373114173135,0,-0.276631062998674,0,0.0310664581548984,0.0303341635496694,0,0.0913592608429684,0,0,-0.0891469594629465
XLM,0.096533010294396,0.139045010952518,-0.193927215358979,0.110264127863455,-0.273998896881248,0.00655945104425032,0,0.144385570136159,0,0.13522712324495,0,0,0,0,-0.24196383690951
XMR,0.201349332956975,0,0.00583880295916299,-0.206759567827924,0,0.634198294414502,0.221160681541663,0,0,-0.0732560621216439,0,-0.28334098133734,0,0,-0.457255051487135
DGB,-1.66717183049047,-0.549235175076099,3.46944695195361e-18,0.764084126039809,1.35177998017338,-0.78776648187572,1.29003220826049,0,0,0.71266120267521,-0.0256026213691587,2.11159788100043,0,0,-0.326169423001636
XEM,-0.401084386872612,1.35011930897903,-0.320165554694878,-0.0977490205747195,0,0.624430571727734,0,0.6669445833127,0.0606915215043181,0,0,0,0,-4.1061395901583,0.230234952126769
BV010082.Index,-0.0995606558462249,0,0.149347551260401,-0.0166108477884167,0.0206511103841647,0.0750827174152288,0,0.0358427570156394,-0.0335123013423403,0.0328274560496928,0,0,0.611903068505273,0,0.0436342526198194
CVIX.Index,0.124121232548972,0,-0.0043494850760983,0.00801896924740154,-0.0561984890849541,0.0277160911430743,-0.405871082567764,-0.247028906757278,0.00578794794409723,0.123464017085777,0,0,0.955703633328368,0,0
DXY.Curncy,0,0.00398865866578711,-0.0510860962816718,0.013235631819543,0,0,-0.0250142716572135,0.0460220522858217,-0.00940542809403653,0.016424831482069,0.117577457799634,-0.000133109402175247,0,0,-0.0354108367126204
SPX.Index,-0.00841644600411571,0,0.0107482611103239,-0.0214521811808959,0,0.042290226395781,0.0526908832457707,0.0378216819614877,0.00592445093820033,-0.0282184907112842,0,0.0363245647120949,0,0,-0.0784240322462255
VIX.Index,0,0,-0.171909755227394,0.0822789265393106,0,0,0,-0.208134790220926,0.123938168481974,0.0761197910423721,0,-0.512017633256044,0,-3.64384813563821,0
