,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0455819913500212,0,0,0,0.0963519894616785,0.0197238905880663,0.0189585925373615,0,0,0.0806733011023092,0.142538875971277,0.13136989843361,0.0715317329182025,0.216197841646949,0,0,0,0,0
XRP,0,0,0.158196511734137,0.0269216196690971,0.0780071114077193,0,0.0569053521929295,0,-0.0114485436013158,0,0,0.141095744738025,0,0.034553376547108,0.314961032919921,0.0323638399713835,0,0,0,0
ETH,0,0.0809961596523411,0,0.0482331611158881,0.152494566526702,0,0,0.190389760916546,0,0,0.131014745916908,0.0333108111068083,0.0298861737157125,0.236830828398918,0,0,0,0,0,0.0256786609885417
BCH,0,0,0,0,0.311204669471613,0,0,-0.13113254252387,0.211005102680682,1.13706429409527,0.183766887106121,0.565823237312373,-0.362408539222118,-0.557984916261134,0,0,0,0,0,-0.0990413270792529
EOS,-0.199265828450575,0.467368152467725,0.0930937280609187,0.104480626571211,0,0,0.577333191095634,-0.379607305021725,-0.00703394811499687,0.461577728403126,0,0.180745572730199,-0.257741752924915,0.224464926198844,-0.441362207553941,-0.15049859770082,-0.451095732759639,0,0,0.0425991373330422
XLM,0.238162281471209,0,0,0,0.169204938257983,0,0,0.0521569449568334,-0.0269199176894726,0.235223943266686,0.0832590405035382,0.085186426858833,0.163682958244555,0,0.114898098776603,0,0,0,0,0
LTC,0,0,0.284182742163824,0.0129155865775523,0.162391004469589,0.150545922046381,0,0.0894375800547215,0.0606265741918218,0,0,0.227754989848416,1.38777878078145e-17,0,-0.132282090335617,0,0,0,0,-0.0641261137565827
TRX,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.490670966058762,0.010862704060027,0.283992946565396,0,0,0.0765064640052192,0,0,0,0,0.158863572375942
BSV,1.70197902448171,-1.89007099432179,0,0.91479013477259,0.338160523722861,-3.38024125672966,-0.227685754081303,0,0,0.927623559905821,0.462639982495893,1.05205053931939,-0.30403321495598,0.352385687874974,0,0,0,0,0,0
ADA,0,0,-2.77555756156289e-17,0.123420247243223,0.262939343177911,0,0,0.199924093344446,0,0,0.11445348629747,0.0157639001765505,0.182027910072347,0,0,0,0,0,0,0
MIOTA,0,0,0,0.0137258858002504,0.197006353068696,0.194054237614705,0.110530047833264,0,0.0463879943073456,0,0,0.200288797912497,0,0,0.322565417610678,0,0.379466781676024,0,0,0
BNB,0,0,0.20364335614979,0,0.362622328367406,0,0,0.298865216817495,-0.0537467080976992,0.0859191963544957,-0.0473450408884213,0,0.0460253390200633,0.0678553923746864,0,0,-0.533771083070761,0,0,0.0403226687416327
XMR,0.42626124350172,0,6.93889390390723e-18,0,0.0135261083838385,0,0.225605175617386,0.11874539742606,0,0.0441722831571264,0,0,0,0.27950032225882,0,0,0,0,0,0
DASH,0,0,0,0,0,0.20148764425339,0.220854821877969,-0.224522462344395,-0.00346224959955786,0,0.211877624201155,0.185959130117386,0.443864027378682,0,0,0,0,0,0,-0.0356509554138159
XEM,0,0.0975781802782765,0.0624600236023489,0.108598778155003,-0.20623507256889,0.146190459218819,0.0439659567584378,0.0278379611167233,0.0213250340900683,0.313142199331735,0,0,0.257952082758112,-0.0965616274917069,0,0.274435864456253,0,0,0,0.0146566204332488
BV010082.Index,0,0,0,-0.0552289660680416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375117286254384
CVIX.Index,0,0,0.0299383466131433,-0.0123532924632438,0,0.0699986569566984,0.0889340695531045,-0.482094671523125,0.0378407057188935,0.217449914475276,0.101993802494362,-0.236157992000884,0,0.0833155706240464,0,-0.190280394836597,0,0,0,0.125989620553032
DXY.Curncy,0,0,0,0.000342989306121598,0,0.011090288846403,-0.01201828007895,-0.0491002233719283,0.00425689224361664,0.0175716394024606,0,-9.42215847308163e-05,0,0,0.0340586936329406,0.0825347777914944,-0.0122289670033512,0,0,0.00956867486835595
SPX.Index,-0.0272395952350455,0,0,0,0,0,0,-1.73472347597681e-18,0.0153647773742514,0,-0.0259163071841239,-0.0185307190088568,0,-0.0109224061962793,0.0272043961117083,0.0554664396117213,-0.0119248472529641,0,0,-0.119858263636543
VIX.Index,0,-0.0542611018754824,0,0,0.261179185319837,0,0,0,-0.116597775106212,0.180665547537514,0,0.243462784832122,-0.554505918226463,0.273933792934243,0,0,-0.124001208388589,0,-3.49193273689199,0
