,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0971750710295263,0,0,-0.000000000000000000216840434497101,0,0,0.301905966812869,-0.00000000000000000693889390390723,0,0.218186938245743,0.161476571575161,0,0,0,0,0,0,0,0.021487680970192
ETH,0.117370923507418,0,0,0.150799220813379,0.110661389392463,0.0417259668775532,0,0.132658243442078,0.0185676610148525,0,0.0884771713432059,0.204267105499654,0.0372957852164949,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0.0583082214205074,0.326571781701442,0,0.0651078240286795,0.0272265098527801,0,0.155658468612563,0.0470586141537436,0,0,0,0,0,0,0.0223340429170481
BCH,0,0,0,0,0.461103565029546,0,0.364782055752053,0,0.00661556393250903,0.0273704621349028,0,0.0665567334803951,0,-0.000000000000000000433680868994202,0,0,0,0,0,0
BSV,0.235567472572005,0.282247124786003,0,0.302229627821552,0,0.168800572370693,0.10782017687489,0,-0.152542864761757,0,0,0,0,0,0,0,-0.0978893141333623,0,0,-0.0566205500353778
LTC,0.0347117645149296,0.471542002157478,0,0.0342442751866032,0.0149960742305263,0,0.187945272026702,0,0,0.0435944583664362,0,0.0411086452558545,0,0,0,0,0,0,0,0
EOS,0,0,0,0.024940997238609,0,0.272041978188821,0,0,0.0746991007160544,0.157073999379068,0.119778805315196,0.217967978978632,0.00520037015734943,0,0,0,0,0,0,0
BNB,0.15541560503464,0.333600157374969,0,0.0203187772456692,0,0.0809891220510554,0.0582184963544185,0,0,0,0.00418897602353525,0,0.0777439562470098,0.036954543232318,0,0,0,0,0,0
ADA,0,0.627205738904753,0,0,0,0,0,0,0,-0.0436053994774609,0,0.234929364987326,0.378349052363116,0.0831850079479011,0,0,-0.0659669249712268,0,0,-0.0235196736685506
ETC,0,0,0,0.342756481711637,0,0.071188868638628,0.326033061272654,0,0,0,0.0819043501529471,0,0,0.0608230998024599,0.110129705799885,0,0,0,0,0
XMR,0,0.207595578368957,0,0,0,0.283623780823374,0.0327293413437572,0,0,0,0,0.0225517238050818,0.0817736997512895,0.18105805585242,0,0,0,0,0,0.0291973979940151
TRX,0,0,0,0.143710216427343,0,0.469511453262593,0.0285302116688832,0,0.127924649774015,0.13561481266783,0,0,0.0990312782260992,0,0,0,0,0,0,0
XLM,0,0,0,0.185949505909613,0,0,0,0,0.308874671972217,0.172674917999233,0,0.104220242955217,0,0.0225933981423825,0,0,0,0,0,0
XTZ,0.0714770748224223,0,0,0,0,0,0,0,-0.118807689140731,0.153103083816806,0.285699728678047,0,0.207075111111036,0,0.433486768910157,0,-0.0979621845134811,0,0,0
DASH,-0.0360788048521614,0,0.0855076295503846,0,-0.0187596745264398,0,0,0.510226572678037,0.0183269870269139,0.0731549603161022,0,0,0.0300392964964802,0.13186154063411,0,0,0.0250603209299691,0,0,0.0265360796247386
BV010082.INDEX,-0.12267388806616,0,0,0,-0.0513009429178537,0,0,0,0,-0.126345730622177,0.162757869558042,0.0923832842562892,0,0.109566465912619,-0.0702211813646125,0,-0.00191961406243372,0,0.174434918108243,0.0123759459872635
CVIX.INDEX,0.393698580888293,0,-0.565544606067119,0.230762186898165,-1.06144503843023,0.707695786597687,0,-0.487543370728935,-0.163701081570324,0.344145110742308,0.196195273932475,-0.193312024893256,0.171170283619876,0,0.388349886529102,0,0,0,-0.706985533157452,-0.279619053476307
DXY.INDEX,0.00464192173023287,0,0,0,-0.0277451820710463,0,-0.00841551846412129,-0.0646761793173025,0.0220556565951182,-0.0423705548365013,0,0.0696800044026007,0,0.00931179408364439,0,0,0.0343620173231899,0,-0.102131998438364,0
SPX.INDEX,0.00123335187338527,0,0,-0.000000000000000000216840434497101,0,0,0,0.0381141906399508,0.0859893902547511,0,0,-0.108546830798521,0,0,-0.0389886027164655,0,-0.0424660333442479,0,0,-0.197860613242941
VIX.INDEX,0.0303857169450034,0,0,0,0,0,0,0,0.268976950062691,0.222928361463662,0.280195927556567,-0.486773069502294,0.275144400145837,-0.424454005057125,-0.0739190239615773,0,-0.533689737973569,0,-3.87485060608989,0
