,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.110896058669565,0.0395462577715177,0,0.183528930622254,0,0,0,0,0,0,0.216609429831372,0.0561436377812831,0,0,0,0,0
ETH,0,0,0,0.220919717251683,0.0130502160567763,0,0,0,0.21218972963941,0.122531282727319,0.0938747008166636,0.0580895602717152,0,0.203545047364999,0.0741452851332031,0,0,0,0,0
XRP,0,0.167468844611704,0,0.173055953442839,0,0.0637783632139589,0.112249354990835,0,0.0777721113390053,0,0,0,0,0.118861618059352,0,0,0,0,0,0
BCH,0.0748375184046359,0.131349298522903,0,0,0.216351767963955,0,0,0.0221085759354039,0,0.226164638758682,0,0.197996525088726,0,0.131239307908647,0,0,0,0,0,0
BSV,0,0,0,0.325378681678478,0,0,0.0883866841048751,0.151016369828512,0,0.299699527084676,0,0,0,0,0.142433277052831,0,0,0,0,-0.0700688285021836
LTC,0,0.232238621656951,0,0.103334791867503,0,0,0.201195574381199,0,0.212974052872258,0,0,0,0,0.0101268496952068,0.064001917190652,0,0,0,0,0
EOS,0,0.104726120803953,0,0.338274656454351,0.0756396447869095,0,0,0,0.0892172756570009,0.224776075832375,0,0.0390441972809966,0,0,0.0297344218792512,0,0,0,0,0
BNB,0,0.137192382472583,0,0.390452209660881,0.0125600665394032,0,0,0,0,0,0.0929577295003426,0,0,0.212276468267478,0,0,0,0,0,0
ADA,0,0,0,0.107409322305655,0,0.33641804016639,0.0987958862980111,0.0679102447727411,0,0,0.0537562461334478,0.0911198695335679,0,0.186628912237843,0,0,0,0,0,0
ETC,0,0,0,0,0.0689423427672147,0.320319421202302,0.401421231263986,0,0,0,0,0.148802668473796,0,0,0.0523665161142838,0,0,0,0,0
XMR,0.0595404453710418,0.181959357764052,0,0,0,0,0.309182624538679,0.138934478295886,0,0,0,0.0506003759984099,0,0.134004653439825,0,0,0,0,0,0
TRX,0,0,0,0.504775063377713,0.0521302599761187,0,0.161136230392048,0.0575369679858539,0.0457687952321012,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.360057392367588,0,0,0,0,0,0.0969057438350271,0.172367788755493,0,0,0.0830530718075495,0,0,0,0,0,0
XTZ,0,0.244745695197815,0,0,0.0703169471213077,0,0,0.614595321590176,0.111158005601921,0,0,0,0,0,0,0,0,0,0,-0.0114696822957255
DASH,0,0.019023745489871,0,0,0.112110180173757,0,0.230400215262794,0,0,0.18811437966369,0,0,0,0.229367653546351,0,0,0,0,0,0.00924814950955975
BV010082.INDEX,0,0,0,0,0.3106439585446,0.0417672316195953,-0.355710381280007,-1.16129593410762,0,0.0657568659180336,0.243252411042765,0.372174757465174,0.972247437696434,0,-0.480099706524465,0,0.0753417466022202,0,0.462684349813745,-0.0489379975264513
CVIX.INDEX,0,0,-0.411734348955003,-0.900381374732417,0.0149762107001228,0.866233522219399,-0.404396639592886,0,0,0,0,0,0,0.383803642236121,0.389084609255309,0.5028597432414,0,0,-0.970888912604467,0.270858148768432
DXY.INDEX,0,0.0189365579530474,-0.168054872311431,0,-0.00810409557774328,0,0.0312401962057045,-0.00000000000000000173472347597681,0,0,0.0376025395232371,0.049575215055926,0,0,0,0.00163082945035743,-0.0227888851136694,0,-0.0333104214603342,-0.00830487436460512
SPX.INDEX,0,0,0,-0.409432580592248,0,-0.164432074915542,0,0,0,-0.0293233202780423,-0.132184140006573,0.254585023712465,0,0.257234645180311,0.196794120690611,0.152138395107452,-0.0365602003970229,0,0,-0.206471217197411
VIX.INDEX,0,0.0880639720550271,0,0,-0.434824480522391,0,0,0,0,0,-0.876123200792074,0,0,0.817695844751935,0,0,0,0,-1.43270275443414,0
