,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.000000000000000000216840434497101,0,0,0.307500196147341,0.0166580158769799,0,0.282779163888471,0.196569374064354,0,0,0,0,0,0,0,0.0170292711001875
ETH,0.0837888341465792,0,0,0.254913048402383,0.00631755600641459,0,-0.000000000000000000867361737988404,0.139551925640939,0.0357438715111359,0,0.111252903129975,0.251263220447107,0.0154227507693973,0,0,0,0,0,0,0
XRP,0,0.0777872794183257,0,0.0102959471235802,0,0.0593391296072209,0.104653576189383,0,0.0761035273592532,0.0573287522345517,0,0.176727062598002,0,-0.000000000000000000867361737988404,0.0151256877524154,0,0,0,0,0
BCH,0,0.205981623393167,0,0,0.416178431858407,0,0.339977500873704,0,0,0.0426148249143513,0,0,0,-0.000000000000000000433680868994202,0,0,0,0,0,0
BSV,0.184222158690157,0.17619750207891,0,0.42016726390277,0,0.0371290386956057,0.188211669245287,0,-0.0719151518790376,0,0,0,0,0,0,0,0,0,0,-0.0497825181370107
LTC,0,0.263088882131534,0,0.0722830119851825,0.193637808586224,0,0.00576769851060319,0,0.0313613728517672,0.113756299689562,0,0.0993735072824559,0,0,0,0,0,0,0,0
EOS,0,0,0,0.137305673663301,0,0.188343082070625,0,0,0.0584639235718079,0.158020182155731,0,0.298928487897668,0,0,0,0,0,0,0,0
BNB,0.158752994493183,0.433496771962116,0,0,0,0,0,0,0,0,0,0,0.0639192366153618,0.0966800665638698,0.0161515011863046,0,0,0,0,0.00596808925106338
ADA,0,0.622521909156882,0,0,0,0,0,0,0,-0.0572920361506031,0,0.152412903625893,0.34541974081024,0.155657534543808,0,0,0.000000000000000000867361737988404,0,0,0
ETC,0,-0.000000000000000000867361737988404,0,0.288366048353255,0,0,0.300390393876036,0.0800082668149636,-0.00826750357428643,0,0.170851146678462,0,0.0120970096883462,0.100437113987047,0.110143822469641,0,0.0515923877792254,0,0,0
XMR,0,0.211064838388558,0,0.000000000000000000216840434497101,0,0.313221005536879,0,-0.000000000000000000867361737988404,0.0141924507258817,0,0,0.0220462046753803,0.0439124950371951,0.17775469682216,0,0,0,0,0,0.0285421756401674
TRX,0,0,0,0.34509340811924,0,0.0714219279142261,0.271165523334478,0,0.10760572798413,0.0993434213067258,0,0,0.0434511844252022,0.0486981553067812,0,0,0,0,0,0
XLM,0,0,0,0.279709439357339,0,0,0,0,0.247330718745799,0.0853330562211684,0,0.0557406725847452,0,0.135142912668827,0,0,0,0,0,0
XTZ,0.173155457135885,0,0,0,0,0,0,0,-0.0300976958279246,0.282397743383392,0,0,0.128926818274122,0,0.36032476884671,0,-0.227642677032682,0,0,-0.0425543136405039
DASH,0.018212428435159,0,0,0,0,0,0.134488285517975,0.401051941666652,0,0,0,0,0.234146762396463,0,0,0,0,0,0,0.0195929143985554
BV010082.INDEX,0,0,0,0,-0.0370426860128285,0,0,0,-0.0723667476449551,-0.123465950043008,0.0643908915698667,0.0712643296733371,0.0418725565762817,0.195494477586881,-0.107076170765479,0,0,0,0.337898132144236,0.0226715843536639
CVIX.INDEX,0.212817253948136,0.518689251327753,-0.668883416466631,0,-0.413680635057864,0,0,0.518452068031266,-0.314724095792957,0.421046757350417,-0.388735640952386,0,0,-0.0696143182677117,0.0646975091408383,0,0,0,0,-0.198449845467124
DXY.INDEX,0.0042257660912693,0,0,0,-0.0362958268340756,0,-0.00107517133283727,-0.0709273217436204,0.0262042010083669,-0.0460251500071383,0,0.0689114716961469,0,0.0167524387219279,0,0,0.0361408527658201,0,-0.108938490626955,0
SPX.INDEX,0,0,0,0.0887745157103089,-0.0677387790057989,0,0,0.117146843769597,0.0970293137463222,0,0,-0.190206880325286,0,0,-0.0325079203628285,0,-0.0203829089029684,0,0,-0.195460759480203
VIX.INDEX,0.0665461864483669,0,0,0,-0.419700052079235,0,0,0.203968427051722,0.323310370833082,0.02481884673654,0,-0.298268060924102,0,-0.0114494028629926,0,0,0,0,-4.37314860961037,0
