,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,NEO,DASH,ETC,XMR,EOS,ZEC,BNB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.694156916351164,0.324711630000695,0.111896492679014,0.0100307236864665,0.18503808929925,-0.248363316100003,-0.381259971518464,0.13111404404617,-0.445522622461861,0.0246436335814688,-0.0856893469841701,0,0,0,0,-0.161915575652323
ETH,0.255775299122184,0,0.0398741615996214,0.650550189787964,0,0,-0.0159684569432572,0.0324447280772485,0.0892471586040302,0,0.291737433495608,-0.378266138904518,0.375822033503146,-0.0268789325414343,0.133721168426372,0,0,0,0,-0.0312454471854729
BCH,0,1.41477069350293,0,0,-1.09813076156237,-1.69601629483533,1.45022969969473,-0.579353258314416,0,0,0,0,0,0.842001527084659,0,0,0,0,0,0
XRP,0,0.185705230946853,0.0172833533358456,0,0.374687135673469,0.144582702747525,0,-0.0497127018228887,-0.356638573028243,0.347084840775958,0.0446952410740472,0,0.14811859851907,0,0.0469250637997333,0,0,0,0,-0.0810784448249258
LTC,0.207735739886087,0.284437643454754,0,0.24180312667966,0,-0.180787133131894,-0.0331725342769836,-0.0269487455622252,0,0.270309480677569,0,0,0.057401352208512,0.0605635862958708,-0.0792348820865097,0,0,0,0,0.0564614148918416
MIOTA,0.391237067635078,0,-0.265169666885382,0.903561065422287,-2.09464538447082,0,0.108039132086069,-0.275944643219696,0.350498862594468,0,0.876422502038869,0,0.220945513258119,0.279187087439564,0,0,0.198116907358851,0,0,0.23473936433047
XEM,-0.490936850675861,0.288119509302959,0,0.0899082894362044,0,0.0193594468373638,0,0.147979846189107,0,0,0.154094378546692,0,0,-0.0852079139761209,0.0889441789713183,0,0,0,0,0.130859946654393
NEO,0,0,-0.0590870039206569,0,0,0,0.352746038959934,0,0,0,0,0,0,0,-0.161238672413171,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0,0.424739647217719,0.014738408426925,0,-0.00335552530951169,0.0724245733329492,0,0,0,0,0
ETC,0,0.186151648315653,0,0.246012393006057,0.18448052273642,-0.0425111694634877,-0.059665905571583,0.0277027722222211,0.24060615729371,0,0,0.0276492939277184,0.00172734068438357,0,0,0,0,0,0,0
XMR,0,0,0.118459442929927,0,0,0.332587532369685,0.0379218185693438,0.056283245494469,0.0330329918783641,0,0,0,0.208583759662058,-0.0312028124520727,0,0,0,0,0,0
EOS,0,-0.612206689929055,-0.0237825499167637,0,0.0404189274299274,0,-0.429637571705703,0.0725314668868897,-2.77555756156289e-17,0.534819115230579,0.574917088713719,0,0.559406749009768,-0.0347013994039666,0.157901139808575,0,0,0,0,0
ZEC,0,0.267547616466734,2.16840434497101e-19,0,0,0,0.0758133084295788,-0.0444183891412362,0,0,0.417312315091699,0.0634595163600647,0,-0.0514038115418425,0.0522569245770571,0,0,0,0,0.0182805849656557
BNB,0,0,0,0,0,0,0,0.397788665793814,0,0,0,0,0,0,0,0,0,0,0,0.590984235668646
BAT,-0.600443575467768,0,-0.111443796155966,0.859448570842245,-0.196953855840479,0,0,0.339306742297514,1.48717776429633,1.16144618782778,0,0.254839053274614,-0.420879656130039,-0.0885536577658302,0,0,0,0,0,0
BV010082.Index,0.0414970302191216,0.0208406230013349,0.00281087770411678,0,0,0,0.012465739349542,0.00715965758050187,0,0.0670884925954639,0,0,0,-0.0187358099358065,0.00770590215829765,0,-0.275058565257539,0,0,0
CVIX.Index,0,0.199654973481469,-0.00464668216763745,0,0.0920877490229311,0.08901916204828,0.0795500947961703,0.00692482538782818,-0.00239331432913827,0.0864047777590631,-0.160461865453918,0.000229634459961169,-0.276100990606555,0,0.0167833931468992,-0.93147202052841,0,0,0,0.0382715216561053
DXY.Curncy,0.0430127942678955,-0.0568476738484746,-0.00293399021659575,0,0,-0.0122812053357219,0.0125795009961478,0,0,0,0.0293133206020799,0,0,0,0.00461568415761987,0,-0.0567164813678206,0,0,0.00202417056067196
SPX.Index,0.0173792314614569,0,0.00133999649026505,0,-0.0310569106562705,8.67264688124811e-05,0,0.000969336801045288,-0.00738702983882459,0,-0.0113558845680959,0.00780300028278029,0.0171987569307175,-0.000657532200892623,0.00075514810235289,0,0,0,0,-0.0400909562088928
VIX.Index,-0.0883587499018228,0,0,0,0.616061150648766,0.17160542133219,0.31501388857213,-0.0748841512387286,-0.427074371925805,0,0,0,0,0.114779686002996,0.109872001082111,0,1.56030850654273,0,0,0
