,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.209446256265716,0,0,0.107835819120986,0,0,-0.0970672538081975,0.0677756892968758,0.0681372804140238,-0.081111660981707,0.271932464792818,0,0,0.181420464028754,0,0,0,0,0.0777929096169492
ETH,0,0,0,0.118058521470599,0,0,0.260578635171158,0,0.0159024667099157,0.232651156854054,0,0.357462373289023,0,0,0,0,0.110669229901377,0,0,0.0748088340706286
XRP,0,-0.0591513247453997,0,0.570221295874527,-0.132073971909686,0.0953568600048029,0.01615383919358,0,0.0545578526454802,0.105021575143272,0,0,-0.0570483202124948,0.22880812272239,0.0419063669980052,-0.106494610664385,0.080760281642394,0,0,-0.00502438582688757
BCH,0,0,0.655916908983866,0,0.317342779375367,0.116002204571173,-0.357616534912666,0.440268244619741,0.0501047767348241,0,-0.505683410520368,0.294049640990873,0.137047174516535,0,0,-0.246383106731299,0.118259983692144,0,0,-0.122623069835789
EOS,1.80344344756082,0,-0.527677695450437,0,0,0,-0.0442701365983321,0,0.134170794961182,0.261837521385568,0.136396885291553,-0.683982906817548,0.645143425758736,0,-0.0495696425818251,0,0,0,0,0
LTC,0,0.17333561222756,0.0107938792085819,0,-0.000968167457388657,0,0,0,-0.148484170488152,0.0711484570065965,0.560432885427821,0.124807469872145,0,0.093180386072107,0,0,0,0,0,-0.0125897583821154
XLM,0,0.357539310141818,0,0,0,0,0,0.369496010110379,0.20205188249184,0.12023709811737,0,0,-0.0941743848606975,-0.133310197950341,-0.0245658737677209,-0.834829730539395,0,0,0,-0.333268971423272
ADA,0,0.438296080311681,0,0,0.223792252749806,0,0.089777103367423,0,0.00637440430937991,0,0,0.103464749966627,0,-3.46944695195361e-18,0.0564375846593137,0,0,0,0,0.0932682714707676
MIOTA,1.03711073966591,0,0.361303448571311,0,-0.289536914655015,0,0.76709510035026,0.431646008095481,0,-0.258719719481508,1.47640451785602,-0.72321695368595,-1.07181155977799,0,-0.236364417758769,0.43846126791888,-0.53815149214917,0,0,0
TRX,0,0.81524443374531,0,-0.159235211238895,0.266249300274012,0,0,0,-0.253697335866046,0,0,0.219110763187111,0,0.359458634653651,-0.0902378047197523,0,0,0,0,0
NEO,-0.138539634130179,0,0,-0.306842349089708,0,0.795775061277174,-0.239933707552008,0.317707627032308,0.0816402241029654,-0.0230069453942462,0,0,0.368623423112506,0.271779116243138,-0.0161054229390915,-0.421999552884361,0,0,0,-0.185054647539797
DASH,0.349709579503526,0.433493934090455,0,0,-0.185393842281059,0.28038854813427,0.194968707899575,0,-0.27626203373563,-0.265324193258696,0,0,0,0.59698170956547,-0.0953912566892743,0,-0.529551641856841,0,0,-0.133483194073627
XMR,0,0,0,0.0950506790788745,0.0444939508857701,0,0,0,-0.13082807384095,0.151523670264772,0.813400748538219,-0.0726468254171606,0,0,0,0,0.0224573956146285,0,0,0.0146674797727518
XEM,-0.245891634889249,0,0.0803629390742847,0,0.117990042897683,0,-0.133752912772583,-0.29708045207299,-0.0299969538208302,0.21412486158777,0.644463998732644,0.448066552320083,0,0,0.198033407895663,0,0,0,0,0.174322861371256
BNB,2.51184585390776,0.498932074700213,0,0,-1.02826934927354,-0.600893082375166,0,1.05294532084826,-0.129618698009289,0,0,-2.03778580974956,0.319934934843123,0.653052996046241,0,1.38909056778102,-1.85099183138907,0,0,0.0446858653030606
BV010082.Index,0,0,0,0.155976344006696,0,0,-0.245008999957976,0,0.133564535326109,0,0,0,0.109019307710322,-0.1872892138272,-0.0342689211218114,0,0.120462194418587,0,0,-0.30941149631645
CVIX.Index,0,0,0.538092369133428,0.114059256301845,0,0,0,0.0124752183981348,0.0907221004364153,-0.331332384355677,0,-0.295680467565694,0,0,-0.180754099719437,0.707570021668433,0,0,0,0.190251686955109
DXY.Curncy,0,-0.138647371012357,0,0.0609765275728733,0.00125190218088432,0,0.00446591355355597,0.0589591537783076,-0.0299060579272235,0.0742477774297957,0.0264177481310357,0.0138657809135431,-0.0306134023070758,-0.0716883038551412,0,0,0.0314396575138897,0,0,0.0191226407808163
SPX.Index,0,0,0,0.00484660200170724,0,0,0,0.0558802957429781,-0.0291620457164155,0,0,-0.0426605644248619,0,0,0,0.0146759642904817,0.00265691441188278,0,0,-0.0550240198172857
VIX.Index,0,0.640745101514323,0,0,-0.010644132954455,0,-1.15924101977958,0.742370741834603,0.199634731941116,0,-0.26903269799083,-0.520037494222049,-0.198914597539069,0.276915053383009,-0.0657917505056442,-1.55354436635562,0.26162098979509,0,-4.7637942618564,0
