,BTC,ETH,XRP,BCH,EOS,XLM,LTC,XMR,ADA,DASH,MIOTA,TRX,ETC,NEO,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.327144218317691,0.0535675698393471,0.270880534529938,0.129449262364248,0.19416656350236,0,0,0.0368439449367522,0,0,0,0,0.0174591543271622,0,0,0,0,-0.112829660845803
ETH,0,0,0.293329669663269,0.110181119058941,0.114149409267383,0.0112716586550024,0,0.0374307989321799,0.188927237292321,0,0,0,0.0563176744732058,0.0989221747447829,0.252277489645092,0,0,0,0,0
XRP,0,0.097670186003329,0,0.021875042199419,0.05323858002605,0,0,0.0288163145586369,0.401672632287864,0.206108919401422,0.217676756960761,0,0,-0.204800329135385,-0.115918919066874,0,0,0,0,-0.110274566905088
BCH,0.304375631201836,0.433931624047493,0,0,0,0,0.313936760795851,-0.0672382112984557,0,0.118579046646327,-0.0327236639424891,0,0,-2.77555756156289e-17,-0.147767081279622,0,0,0,0,0.0791050779522473
EOS,0.731879540807639,0.309359040038993,-0.160319807811411,0.0358638343853792,0,0,0,-0.0595064952355387,0,0.0338309420730392,0.734326067885308,0,0.228042776824628,-0.20426803780932,-0.0686201722864116,0.432438259956055,0,0,0,0.293100700226401
XLM,0.297028756037884,0,0.127478437468165,-0.0363249485613031,0,0,0,-0.0833025531128321,0.156216942264855,-0.151243015957144,-0.0466529771107146,0.476614459728314,0,0.279496336841214,-0.0791582247046129,0,0,0,0,0.0407010217144644
LTC,-3.46944695195361e-18,-0.124082874457867,-0.0880810943816214,0.330939780564043,0.0840095445344538,0,0,0.11200706888424,0.285565313050457,1.73472347597681e-18,0.00462921541290347,0.233475430656677,-0.0242101800658348,0,0.109302485272359,0,0,0,0,0
XMR,0,0.353794016155117,0.160484573818969,0,0,0,0,0,0,0,0,0,0.281755621228275,0.125143642620489,0,0,0,0,0,0
ADA,-0.142124454999692,0,0.304418682006534,0.24000345414626,0,0.0733789858795445,0,0.137193714995124,0,0,-0.144190124198499,0.288030395419463,0.264865827464273,0,0,0,0,0,0,0.136087409338408
DASH,0,0,0.0893557655133201,0,0.245764114087216,-0.122582170419907,0,0,0,0,0.696649050086743,0,0,0.0423095305935113,0.120328475168578,0,0.237082960846478,0,0,0.204471229541147
MIOTA,0,-0.200717176156568,0.265312856388238,-0.396987140978284,0.381147143448737,-0.126431224899033,0,-0.131330249579482,-0.348804219199423,0.111433079749523,0,0.808353859281558,0,0.550297031926714,0,0,-0.388238127365628,0,0,-0.200834485292547
TRX,0,0.2495569482294,0,0,0,0.350849535018427,0,0.064742580676433,0.165929570560503,0,0.263265821666855,0,-0.167244239036638,0.0321242911443968,0.107714051529314,0,0,0,0,0
ETC,0,0.264769936001949,-0.063270042518753,0.225123827370885,0,0,-0.467651861846111,0.000428805578927382,0.381851381752378,0.0090880702452434,0,-0.372790022517782,0,0.425226049010681,0.238043971566211,0,-0.694271365745332,0,0,0.13952076505901
NEO,0,0,0,0,0.0146475308009389,-3.46944695195361e-18,0,0.2256944322406,0,0.132004450556242,0.470627212363668,0,0.14053112483413,0,0,-0.364052244974845,0,0,0,0.0966046981947024
XTZ,0,0.27173769051802,-0.210033884909739,-0.159891368214262,0,-0.288718704242557,1.14184244573787,-0.0705197318317249,0,0.0540669914965699,0,0,0.0903043952486858,-0.0328400576253136,0,0,-0.539685421601231,0,0,0
BV010082.Index,0,0,0,0,0,0,0,-0.0157522617172327,0,0,0,0,0,0,0,0,0,0,0,-0.116964947996986
CVIX.Index,0,-0.083432675571905,-0.129231292291405,0,-0.113052640909992,0.107149815060696,0,0.201418481985024,0.568858392662267,0.0946681591849468,-0.123411630887265,0,-0.56584844249082,0,-0.0764361812131015,0.563753252161052,0,0,-1.02854565508014,-0.106850982330515
DXY.Curncy,0.033802569186478,-0.00426911449452814,-0.0164335446725192,0.00794025651500761,0,-0.00863053718928313,0,0,-0.00987545293435966,0.00627442894636426,-0.00603941717058015,0,-0.00619199600711232,0,-0.00101980914390619,0,0.117442327742362,0,0,0
SPX.Index,0.00713296372946517,-0.00648492812249294,0,1.0842021724855e-19,0,0,0.000554407069328381,0.00485210723679382,0,-0.0160241321764999,0.016082749255867,0,0,0,0.003886141323228,0,0,0,0,-0.0358991378802804
VIX.Index,-0.326621439164678,0,0,-0.401709715177612,0.410141590614118,-0.648716847746109,-1.15313747780472,0,0.946338842034533,0.263407712649346,0,0.35445477268045,0,0,-0.0203209472466384,-1.77970307152255,0.279493912050793,0,0,0
