,BTC,XRP,ETH,BCH,XLM,EOS,LTC,BSV,ADA,TRX,XMR,MIOTA,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00747662642646206,0,-0.155580984540023,0.231375923628114,0.0654720550066843,0.384624073409223,0.0282972731030419,-0.123925606943889,0.22879001720413,0.0669719272980717,0.213187655879265,-0.118493617671762,0.0792392794495822,0,-0.183336048751153,0,0,0,0
XRP,0,0,0.39870885872224,0.0936130465887921,0.253244629148675,0,-0.118622339703063,-0.0239095871754942,0,-6.93889390390723e-18,0,-0.189834176976211,0.0537383614362822,0.171539540993343,0,0,0,0,0,0.0276889956043728
ETH,0,0.287286246199323,0,0,0.0364645421606082,0.147976596402125,0.34176507664585,0.00390803496584434,0,0,0.140031014859052,0,0,0.0432706762820379,0.206644892877394,0,0.177593320685928,0,0,0.00302403099497896
BCH,-1.55560605654809,0.271458743862644,1.18966907805407,0,0,0,0.693089454225072,0.0473004818569073,0.727623692869258,-0.0434125620103327,-0.554792610412837,1.10420152201625,-0.963176708389249,0,0,0,0.303599948130977,0,0,-0.343509109566467
XLM,1.14880912186079,0.59494038640803,0,0.0248821950420148,0,0,0.288953833947693,-0.0192060400991855,0,0,-0.251398189412391,0.0186476515985908,-0.304973040311568,-0.0535127205578482,-0.116050910369247,-0.576420529191676,0,0,0,0
EOS,0,0.29135157209128,1.01566440641736,-0.110548033300725,0.343400626110601,0,0,0,0,-0.271877221297337,-0.302494815454816,0,0.186927994035982,0,-0.257943196021219,0,0,0,0,0.130926920749982
LTC,0.236275920505165,-0.0134250682577691,0.620537690521819,0,0,0.180005109802543,0,-0.0228781629154817,-0.331309640254402,0.164178819044306,0.03119344630508,0.198510121655158,0,-0.0490512080426137,0,0,0,0,0,0.0460297631447766
BSV,19.6695772112322,2.56259967387161,0,4.63728713626823,-5.22701263062004,-2.90570303314528,-4.12888075676297,0,-9.87619832619455,-1.17182674767053,-1.06369884823248,2.78027178895698,7.71049797109551,-2.64459632218999,-6.36566746566978,0,0,7.85110773799024,0,-0.944096791628399
ADA,0,0,-0.13336558040927,0.211338225162456,0,0,0,-0.0274224574010129,0,0.264744593848239,0.235499970814169,0.172131901564203,0.23222172157789,0.0219916994088813,0,-0.103179008357878,0,0,0,-0.00868056582410932
TRX,0,0,0,0.0578826768544282,0,0,0,0.00428481325194066,0.21762377524552,0,0.4157985283568,0,0,0,0.157091324439638,0,0,0,0,0
XMR,0.633267065443715,0,0.170612498274713,-0.113836117862967,0,0.0453700781548097,0,-0.00187115735924374,0.0357668081368386,0,0,0,0.343088287654805,0.0437489214556746,-6.93889390390723e-18,0,0,0,0,0
MIOTA,0.362529181211025,0,0,0.144359841531137,0.153982920855925,0.0829297784718144,0,0.0244325687087324,0,0.173288165480765,-0.0908271460214967,0,0,0.186251307322765,0,0,0,0,0,0.0759522175350576
DASH,-0.244263061838993,0.0567307435440201,0,-0.395280237475317,-0.0849657834617877,0,0.470149468368469,0.0287574999161109,0.74697389505234,0,-0.19152330998442,0,0,0.233937778322977,0.383364180664789,0,0,0,0,0.198369571138781
XEM,1.53536166211773,0.144276997657475,0,0.298546772492175,0.0962717893648102,-0.717078964195589,0,-0.0526573454653378,0.105350816944142,-0.674985367309728,0,0.0360429401328986,1.10196904860149,0,-0.875177329246714,1.1189439074718,0,0,0,-0.118368658086876
BNB,0,0,0.791361602575338,0,0,0,0,0.0228554326232154,0,0,0.0595153295298896,0,0.0696334412675746,0.00705147855259601,0,0,0,0,0,0
BV010082.Index,0,-0.0559141937878757,0,0,-0.153322608689603,0.0812544899495593,0.159426325060187,-0.0110135724748792,-0.26892809811133,0.233577930217816,0.000271859014485204,0,-0.235298678960843,0.100065517628134,0.122715459467601,0,0,1.90160559555652,0,3.46944695195361e-18
CVIX.Index,0,-0.0768281817445537,0,0.0338241873605768,0,0,0,0.0076716160409346,0,0,-0.0533666848088663,0,0,0,0,0,0,0,0,0.14337658982408
DXY.Curncy,-0.00576194531036361,0.0677784531309756,0,0.000709989378348177,-0.0276945604231649,0,0,0.00531909101229632,0,0.00452765507221939,0.0110487817772898,0,0.0110468546449698,-0.01202378761225,-0.0175939082649415,0.240142019849627,0,0,0,0.0193850416715152
SPX.Index,0,0,0,-0.0236094871898702,0.0214443455685541,-0.0784449043369138,0.0794916303974344,-0.000311819054270414,0,0.0369115956354838,0,0,-0.0233379427564644,-0.00560179348676282,0,0,0.197100506090338,0,0,-0.134837985664901
VIX.Index,0,0,0,-0.393292386128311,-0.329987415666883,0.080534557359069,0.904510902371501,-0.0730572203962971,0,0,-1.02945710138957,1.04658649760631,0.264818170584794,-0.14243024252522,-0.130583480903004,0,0.690670965642428,0,-3.47337063697419,0
