,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.577914927639432,0,0.0209958261803061,0,0.262161177780036,-0.0964639097721969,0.077743037066344,0.336465206485651,0.0801944068383433,0,0.19076011398099,0,0,0
XRP,0.0713920967609405,0,0,-0.022473128100464,-0.323705188429956,0.139477775868695,0.063599719303263,0.0961801002222673,0.0567841795324459,0.172674433805292,0.36551128623873,-0.452208259375129,-1.0507580471402,0,0.0187823519665596
LTC,0.161114601483369,0,0,0.00793374162285034,0.80474536275481,-1.73472347597681e-18,0,0,0.0729715010017072,0,0,-0.449160871664995,0,0,0.124946913554064
ETH,3.72421188312035,-11.1177756987471,1.45214550064973,0,0,2.66203643255124,-3.30482396842369,0.588777664783704,0,0,0,0,0,0,0.678631474247542
DASH,0.115564446038313,-1.11127940839695,0.127978264492224,-0.0294951507151672,0,0.305915478427515,0,0.0696734411786106,0,0.509783583669131,0,0,0,0,-0.0408266681504585
DOGE,0.659179949597338,0.187902742936108,0.24247433587486,0.0199540420786828,0,0,0.337902300027919,0.0162826232560141,-0.379836771880013,-0.208548537591954,0,0,0,0,-0.0626648420320652
XLM,0.0825783688660502,0,0,0,0,0.487397834849381,0,0,0.121044695483572,0,0,0,0,0,0
XMR,1.53718583682319,-1.06276201071967,0,-0.114707472623094,1.90699315459099,-0.720571572132216,-0.182221632794262,0,0.0589312795309929,-0.241995326512446,-0.675012118297422,-0.211970491097937,12.2927361754132,-3.80043881241315,0
XEM,1.22433766899708,0.0622092752833043,-0.165082416525032,0,-0.82501675963613,-0.0581757323352619,0.4557950123008,0.0310096818332014,0,-0.0446711729510754,0,0,0,0,0.0694834399001003
DGB,1.04595199213036,-0.177975311367154,0.116331369951893,0.0475848672777369,0.873627471611026,-1.48225494887013,0.216916858343283,-0.211048443949177,0.171773848009628,0,0.595614964110171,-1.0497877029138,-6.04872762996391,0,0
BV010082.Index,0,0,0,-0.0234966800012429,0,0,-0.0663797414711663,-0.0359375653261944,0,0.0827644078982673,0,0,0,0,-0.0402713710447116
CVIX.Index,0,-0.212270209845585,-0.0364881040413153,0.00615241635128784,0.121005338247071,0,0.133150804771574,-0.0459671154347226,-0.0124301016702287,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.00400821956365838,0,0,-0.00973610886735286,0.0135713865924905,0.0171226026056222,-0.0712098603820099,0.157317586211064,0.00929505370976164,0,0,-0.00426376879899649
SPX.Index,0,0,0,0.00377938422550949,0,0,-0.0177035245667573,-0.00110193500195076,0.00621135439972459,-0.00993254343726674,0,0,0,0,-0.0874087149051801
VIX.Index,0,-0.21052996440614,0.317604907345434,0.0174403322073057,1.38777878078145e-17,0,-0.069818062775979,-0.135540576771463,-0.0191621335744651,-0.101681427383966,0,0.678995791351722,0,-10.3620208197114,0
