,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.112082505147132,0.556599183895521,0.327744176731201,0.0223176245327306,0.102282441276498,0.063089197778152,0,-0.076810033139103,0,0.172115414945179,0.0214290267355385,0.460724886101815,0,-0.0912551138958609
XRP,0,0,0,0,0,0,0.76147216537162,-0.480428053626136,0.0733471546464487,-0.218380040347056,0,0,0,0,0.173324062177264
LTC,0.965675020441411,-0.0126819833049759,0,0,-0.188599873074833,0,-0.0523441886212706,-0.0948757512806696,-0.0302343858604731,-0.100822830167633,0.41131031018067,0,0,0,-0.0215991541268672
ETH,0.865435343113355,-0.160438754191161,-0.925386506017572,0,-0.0547963682483904,0,0.136424139789931,0.246044269515825,0.114258023575576,0,0,0,0,0,0.239819829937267
DASH,0.336755890700277,0.0351447755413647,0,0,0,0.264539203580797,0.156978694045516,0.0578987958555097,0,-0.206079029280165,0,0.556579316721235,0,0,0.0388333598255326
DOGE,0.982572021490116,-0.0146713455601924,-0.786028683522466,0.0219442764785703,2.77555756156289e-17,0,0.0216755036821758,0.116332256430279,0.092854637278959,-0.311273479462871,0.859428416408301,1.39166299044602,-2.17034293890683,0,-0.131444107173154
XLM,0,-0.103342063369374,0.225767122126659,0.25901937504206,0.792795368234388,1.02528321322206,0,-0.505524334811227,-0.0560335757376888,0.325515351912304,-1.97809705097726,-1.92108050778784,0,0,0
XMR,1.22581241884609,0.216264933926352,0,0.174285423881873,0,0,-0.359206773719972,0,-0.158293138090977,0.0280012657849876,0.181347776946366,-1.43925997535604,1.11136019719942,0,0
XEM,0,0.708159667609789,1.10935719052604,1.03358511151116,0.893629709334894,0.964696796092328,-0.816233742264534,-1.41902473842091,0,1.06266646268118,0,-4.81227056495422,0,0,0.0993833184314054
DGB,0,-0.261122071133722,0,0.236173798070335,-0.547413816592219,0,0.114996692465696,0.145943105230396,0,0,0,0,0,0,0.132725974480489
BV010082.Index,0.0626405366030036,-0.0250618627458562,0,0.0861193196578118,0,0,0.120919780939115,0.00726302838290815,0.0253976129104971,0,0,0,0,0,-0.0833802607818256
CVIX.Index,0.206323998863622,-0.1035837571397,0,0,0.0534231861148543,0.226538187868263,-0.0773074469349768,-0.152076201271602,-0.0578810991896689,0.0140082677177639,-0.463478065930048,0,0.45419901732402,0,0.0852207762191719
DXY.Curncy,0,0.0221481571863544,0.0119402685817458,0,0.066033251111423,0,-0.0287688640773127,0.0507161188411505,0.0258135820300588,0.0484212177513198,0,0.281758983505753,0,0,-0.0553074811705584
SPX.Index,0,0.0159841456872057,-0.0445177157157723,0.0239773083284607,0.046864347378232,0.062639492677078,-0.0395181247927583,0.00888119585411133,0.0141429611896266,0.019696278200273,-0.169086735369063,0,-0.262366763609435,0,-0.107045263426558
VIX.Index,-0.0808966545220362,0.260396402422237,0,0.197758192397382,0.355468008769221,0,-0.209989505789057,0,0.0673384232140666,0.174739579296446,-0.249217028854046,0.874133088327453,-2.940096001155,-7.61390240636584,0
