,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0612090135362953,0,0,0.152459787951653,0.173198495024944,0,-0.204113468996698,0.0818567019353313,0.0404150363367577,0,0,0.0897217191851933,0.24100195769011,0,0,0,0,0
ETH,0.563474869346105,0,-0.113289483946006,0,0,0.0803393232744742,0,0.188427095232973,0.245362521320789,0.0596806473474404,0.0953825821199868,0,-0.0332231149302461,-0.016134236304639,-0.00501613843957128,0,0,0,0,0.0896687014705585
BCH,0,0,0,0,0.726443626102688,0,0.288053330940194,0,0.344113373896297,0,0.169171573188808,0.380613997236279,-0.504168185658411,-0.00426706276089089,-0.515305208599497,0,0,0,0,0.124892011261359
XRP,0,0,0.0873420692221349,0,0,0.126112796605296,0.141507094122359,0.120119186928003,0.253200253271413,-0.0210238447554651,0,-0.0719277659494618,0,0,0,0,0,0,0,0.0882822344656327
LTC,0,0,0.116733424046285,0.264579149323765,0,-0.0633131796090932,0,-0.0492113803884798,0,0.617505496377478,0,-0.0816430565241918,0.164550133929173,0.00650869545984532,0.115670644284264,0,0,0,0,-0.030881742090559
DASH,0.578392205927499,0,0.347133875669319,0,0,0,-0.0257970012276643,0,0,0.0312425581662619,-0.0624776332792659,0,0.322596265786652,0,-0.233935510269981,0,0,0,0,0.0179068117420211
XEM,0.797789364656187,0,0.125042965576846,0.119444340201245,0,0.325978661912193,0,0,0.324892781268838,-0.161467362051411,-0.0366230705772645,0,-0.00394179641593657,0,0,0,-0.341301709842827,0,0,0
MIOTA,0,1.51176357920708,0.187435745758441,-0.407890169445001,0,-0.7443259617945,0,0,-0.0239537268887953,-0.0881345975154717,-0.412428365534227,-0.0728347568977836,0.264374192171635,0.588191269691355,0,0,0,0,0,0.584528457752798
XMR,0,0,0,0.317524942987225,0,0.282644690261471,0.233204532236516,-0.0974192976279495,0,0.0923326757392744,0,0.0913045174664385,-0.0587480409584315,0.142887405800153,0,0,0,0,0,0
ETC,0,0.659979106218473,-0.014465892141619,-0.290783987403252,1.40399031678564,0,-0.148076354980666,-0.147251563956358,-0.52664330248087,0,-0.0783712245683625,0.158415229990331,-0.0935044886777575,-0.00647594547236284,0,0,0,0,0,0
NEO,0,1.77153942783499,0.776072678075577,0,0,-0.6748391990761,-0.686141943672124,-0.573144283241558,0,-0.426068411069461,0,-0.223701711960059,0.468820346444008,0.408562559676197,0.315365194362828,0.629141416444528,0,0,0,-0.271041220032287
ZEC,0,0.543010185646623,0,0.477468126116525,-0.491302686365658,0,0,0,0,0,-0.0772189005389734,0,0.216155738931589,0.422629082355451,0.209495673943056,0,0,0,0,0.304742529886033
BAT,0,-1.28121685259348,-0.804588018287688,0.191297365695937,0.984404942262564,0.392567820400724,0.442756891351531,0.497685257730952,0.0080722747120246,-0.154933495465971,0.216143068662622,0.633633073841299,0,-0.0905201255499719,-0.21596586745208,0,0.811364579181482,0,0,0
EOS,0,0,0,0,0,0,-0.0855044617046001,0.607340459333184,-0.220620496879502,-0.251376830683852,0.211737825497443,1.50431314935824,0,0,-0.42819938795116,0,0,0,0,-0.300247275865992
XLM,0.451579832997622,-1.09351628701879,-0.717017917635565,0.43089950032782,0.782247250703318,0.217538478639736,0.175128686233984,0.62861848550211,-0.0203974221613352,0,0.499247656383724,0.546118091780224,-0.380415805024013,-0.389333570996605,0,-0.81253335647126,0,0,0,-0.112297629656555
BV010082.Index,0,0,0,0,0,-0.0143189901990586,0,0.0863396283497879,-0.0580951143729677,0,0.0575211518263581,0.0985126699132436,0.000922377097658123,-0.0670327743764891,-0.099694688080352,0,-0.100799554269016,0,0,-0.146038749529756
CVIX.Index,0,0,0.0393747271251518,0,0,0,-0.103605462755395,-0.0414135892592477,0,-0.0265412495277311,0.038590350365501,0,0.0568867165759073,-0.0926925522003778,0.149762172590234,0,0,0,0,0.0603198564357235
DXY.Curncy,0,0,0,0,0,0,0,0.0156455716943551,-0.0279929846553411,-0.00108209159420883,0.00847245624678869,0.0286827037677472,-0.0213067171327326,0.0137850182606568,-0.0182615804301771,0.0498750816434275,0,0,0,-0.0200333591531456
SPX.Index,-0.00125297424687151,-0.0212133343349896,0,0,0,-8.67361737988404e-19,-0.00155539201447382,0,-0.000453363011345976,0.00812978822690342,0,0.0123225605399064,-0.00173469890169007,0.0023899837244488,0,0,0,0,0,-0.0448691602484137
VIX.Index,0,0,0.119111844864949,0.110807774086408,0,0,0,0.137812597985646,0,-0.14610408810731,0.0454076243503926,0.275851241669568,-0.0593729288525134,-0.327698753058226,0,-1.08333627167353,0.5038007991666,0,0,0
