,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0793953938499907,0.192829770414551,0,0.0953170903855709,0,0,0.00655397466351212,0,0.0295495572056899,0,0,0,0,0,-0.265185230874157
ETH,0,0,-0.062838880658254,0,0,0,0,-0.0359248745745303,0,0.0632735119428328,0,-4.33680868994202e-19,0.0735350013020176,0,0,0,0,0.0996807492498062
XRP,0,-0.860326218680932,0,0,-0.329210229858019,0,0,0.118873395588856,-0.486811751039751,0,0,0.133283345703661,1.02979800456015,0,0,0,0,0.255385846960764
XEM,0,0,0.0018074378950547,0,0,0,0,-0.0644059202192339,0,0.258700142023573,0,-0.0349772998686875,0.132592304249453,0,0,0,0,0
LTC,0.762553277745514,-0.00975475451201799,-0.0727708992596557,0.121295742405833,0,0,0,0.155231342911302,0.138255891891897,0.0574292518774411,0,0,0,0,0,0,0,0
ETC,0,0.795823921151421,-0.0455791407579935,0.247565455846124,0.0303230642513932,0,0,0.0371376438499278,0,-0.101040478895851,0,0.0265291889002887,0,0,0,0,0,1.38777878078145e-17
DASH,0.205109078618325,0.325350458703915,0,-0.032315367068258,-3.46944695195361e-18,0.0226988881638268,0,0.068628625438733,0.558522107649094,-0.0721974920208545,0.0294244979707144,-0.00123764220501022,-0.0218910811342985,-1.4419688028631,0,0,0,-0.0317978104489884
XLM,-1.64922563872779,0,0.521576041759291,-0.191577809136658,-0.194286347023625,0.308642293717757,0.121448438335678,0,1.13409232945007,0.0100766275927331,0.505930089170054,0.0650760362912913,0.279314404543708,0,0,0,0,0
XMR,0,-0.189408973456866,-0.159844954424109,0.0949971843760262,0.0686507649486356,0,0.530855310253415,0.0348482210246605,0,0,0,0.0160283831389091,0.181524689874238,0,0.387085284297076,0,0,-0.0270012340485446
DOGE,0,0,0,0.372752432021703,0.081332844425043,0,0,0.163735393048925,0,0,0,0.0536772862588835,0.206966180064597,0,0,0,0,0
ZEC,0,0.0444358512028339,0,0,-0.12765712938817,0.142122947739334,0,-1.0842021724855e-19,0,0.162674977954234,0,0,0.219965106885664,0,0,0,0,0
DGB,0,0,0,-0.371723864494424,-0.292569971534499,-0.129990885412358,0,-0.036600521423194,0,0.811649439427779,0,0,0.261358528539213,0,0,0,0,0
NEO,0,0.331818190892786,0,-0.171448110618386,0,-0.297439454550216,0.196390419343683,-0.101530171526557,0.679920857920876,0,0.358986182823543,0.0716703150658325,0,0,0,0,0,0.165775391967163
BV010082.Index,0,0.0633290183164638,-0.0539406845843887,-0.0142995090166789,-0.00296656440486975,0.0827577429005448,-0.299946202478878,0.05377097923782,0.110009758574039,-0.0158815337937071,-0.224951393838781,-0.00312451755327567,0.107934799856521,0,0.263758937322003,0,0,-0.107022629238925
CVIX.Index,0,-0.01911561541917,0,0.0265898737061066,-0.0647244989261166,0,0,-0.0110007903143161,0.254632161058909,-0.0408332156895942,0.239570829005216,0.0406968842917816,-0.0732298866367448,0.171351358682318,0,0,0,0.176123807477031
DXY.Curncy,-0.0170631239491846,0.0144601538478724,0,0.00179234182214883,0,0.0142194304134121,-0.00181653996548884,0.00362490993019227,0,-0.0109477785419422,0,-0.00143098463605179,-0.00938665961673117,0.0876755030041919,-0.0610702574357332,0,0,0.00540981406262467
SPX.Index,0.00878305039192774,0.00321460890308898,0.000978191060264707,-0.00416607764650262,0,0,-0.0223039860339132,0.00596831831124294,0,0,0,0.003254423309593,-0.00167093934959974,0,0,0,0,-0.031673148696778
VIX.Index,-0.25107361657649,0,0.0296738414470676,0.0648206138566213,0.153736250514565,0,1.38777878078145e-17,0.120532288461119,-0.967203374643889,0.0918475175542004,0,-0.152400265739741,0.137300652868725,-1.62028200503672,0.957632502638121,0,0,0
