,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.137230823887804,0.00280079709546095,0.0295838551759174,0.123024794210123,-0.0484468487200101,0,0,0.1625576617367,0.157977143079833,0.3256754994013,1.73472347597681e-18,0.00609814782925541,0.0925522139984523,0,0,0,0,0.021970489810402
ETH,0,0,0.378364007972604,0.135826956405747,0.644970608931752,0,0,2.77555756156289e-17,-0.467981736969126,-0.0472985687190292,0.206270945396631,0.00240463404937131,0.0988104446356855,0.0960794712156884,0,0,0,0,0,-0.0103870974649553
XRP,0,0,0,0,0,0.0738476928815059,0,0,0.367056296182866,1.38777878078145e-17,0.0994871342121408,0,-0.2242965333256,0,0.32725965862945,0,0,0,0,-0.0944056144181944
BCH,0,0,0,0,0.700864553865846,0,0,0,0,0,0,0.0951409919919484,0.128440877896949,-0.022277891717127,0.0934024334278639,0,0,0,0,0
LTC,0.102582111929287,0,0,0.051066364984229,0,0.1427536803986,0,0,0,0,0.390442531912799,0.0243560050449804,-0.0610087006812602,0.0509548721224419,0,0,0,0,0,0
EOS,0.455438958926251,0,0.624239909992048,0,0.11762663430772,0,0,-0.239229268069184,0,0.126274552275264,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
ADA,0,0.318097641140031,0,-0.16006507420803,0,0.473912658295154,0,0.460199281370013,0,0.0500116192627384,0.0449718073751043,0,0.362187167863393,0,0,0.160345910581099,0,0,0,-0.234033013327118
XLM,0,0,0,0,-5.38327943018392e-05,-0.213363306194924,0.100405005083618,0,1.41211584369705,0,-0.382854869303759,-0.269849257598521,0.144044475952316,0.0112116019256434,0.100990842791445,0,0,0,0,0.0270983302319492
NEO,0,-0.439752324152658,0.262348630776466,0,0.475735532151896,0,0.157266147928563,0.235270711240577,0,0.165337144356003,0.167542211084847,0.0951162102873949,-0.0510146757932746,0.054613682713649,0,0,0.0980050121441708,0,0,-0.00548632029456014
MIOTA,0.240596012364981,0,0,0,0.198687250847033,0,0,0,0.399191621124976,0,0,0,0.226375198273329,0.0632215114475521,0,0,0,0,0,0.0448262887511996
XMR,0.8054743731391,0.627709211671239,0,0,0,-0.238791302384452,0.0944928606040241,0,0.943160347510449,-0.0531049291907959,0,-0.351897167282217,-0.0248687859946332,-0.25307585605189,-0.280248554590995,0,-0.257378857273801,0,0,0.00965623306269715
DASH,0.531370969675842,0.816278816446549,0,0.0275814636825468,0,0,0.0296204249688961,0,0,0,-0.0500336159066727,0,0.132302586777632,-0.0356118205753701,-0.171232695610424,0,0.203914983123172,0,0,0.080703004518874
TRX,0,-1.38777878078145e-17,-0.779691927475687,0.386555699291324,0,-0.550936434313225,1.13414734893975,0.199961128127857,-0.442009570133333,0.64603648236639,-0.857406451932943,1.05160663814031,0,-0.617588438765802,0.691927223626378,-3.78610682365046,-1.27814630264794,0,0,0.131576278535842
XEM,0,0.679023395184336,-0.425091602502661,-0.0151034837673984,0.250894615380431,-0.440091248717001,0.38101227320458,0.649409507214889,0,0,-0.90596332260213,0,0.180542332735083,0,0.604048985409023,0,-2.86192038780953,0,0,0.00622110666697363
ETC,0,0,0.174126797458009,0,0.221975418445077,0.148291736760317,0.172320014807899,0.277052898195147,0,0.3314027279411,-0.252481334461982,0,0.0391551797102913,0,0,0,0.0977880109143746,0,0,0.0124597329283448
BV010082.Index,0,0,0,0,0,-0.0575282604993514,0.15789728575662,-8.67361737988404e-19,0,0.0699309677308581,-0.149145109046817,0.201969254410166,-0.155426568653458,-0.110570631733844,0,0,0,0,0,-0.000698207107894667
CVIX.Index,-0.0567465183919219,0,-0.289700203634292,-0.106861334111431,0,-0.140937815533786,0.0984694777135472,0.0865730514281967,0.210829141157717,0,-0.256308134916521,0.163284546261506,0.0791635016279386,-0.273467044816693,0.330783261995471,0,0,0,0,-0.0551935841179937
DXY.Curncy,0,0,0.0427905985356109,0,0,0,0.0029300194701066,0,-0.021927409990612,0.0142108257380745,-0.0274756794961538,0.0661728523097413,-0.0378121037497771,-0.0124793314198813,0,0,0,0,0,0.00972414169979218
SPX.Index,0,0,-0.104235902760498,0.0157864206340884,0,0.0107652178200533,0,0,0.0855632734201282,0,-0.000516372742677363,0,-0.0445198739130146,0,0.0258578103692458,0,0,0,0,-0.075556511098494
VIX.Index,0.493182360033628,0,-0.213289861032876,0,-0.217506516752317,0,0,0.270604688635185,0,0,0,-0.14174749133683,-6.93889390390723e-18,0,0.0750823002024215,0,0,0,-4.40195556459702,0
