,BTC,XRP,ETH,XLM,BCH,EOS,BSV,LTC,TRX,ADA,XMR,XEM,MIOTA,BNB,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.283306956592761,-0.207417950993631,0.0871021035000063,0.0602934709078152,0,0.146512878441067,0.193295180904247,0.137579372031975,0.175179396851181,0.0970559081102046,0.0521350560209117,-0.145635708060695,0,0,0,0,-0.0222440089604931
XRP,0,0,0.270697109783837,0.0594930170751305,0,0,-0.0220914859625253,0.123451776007696,0,0.123601986362128,-0.102368927137251,0.163123778720424,-0.0738454618680182,0.143937106978287,0.0117749718296165,0,0,0,0,0
ETH,0,0.633684639833636,0,0.0479606466788353,-3.46944695195361e-18,0.00467783575047185,0.036536883636589,0.0927781270611993,0,-0.0280055475004413,0.36863367089882,0,6.93889390390723e-18,0.0595065333580402,0,0.423251029813327,0.558606200078841,0,0,-0.00397154626136746
XLM,0.869473259015196,0,0.0187591195122406,0,0.109906627222343,0.0456612874679109,-0.0877405404223691,0,0,0.097830787444972,-0.094817767655243,0,0.21491378579937,-1.0842021724855e-19,0.00500903543830034,0,0.102017026139812,0,0,0.0318808038720868
BCH,-2.76317718158446,0,0.858503056792801,0.802243854205883,0,0.513171695326937,0.264990506836436,-0.688933105212891,0,1.16489588821242,6.93889390390723e-18,0.672714008438112,0.399058949434756,0.257495917556238,-0.603614500616755,0,0,0,0,-0.144648950141587
EOS,1.38699397971508,0.185704499036249,0,0.0461639158342943,0.264525859809451,0,0,0.109671261229563,-0.499710108188544,0,0,-0.497299501403489,-0.624512134941633,0,0.775384179552145,0,0,0,-0.226587962482248,0.089443559648875
BSV,2.62056039309226,0,0,-2.38844226796475,1.29411481456692,-0.680572740587153,0,0.316060298922427,-0.0288078556396699,0,1.62266851966622,-3.11024900153934,0.759944324063675,0,0,0,1.12302417051458,0,0,0.380746821837205
LTC,0.369337995055845,0,0,0.122774199150689,-0.00914425911270029,0.0800913927956689,0.079050387288242,0,0,0.24953188957945,0,0,0.0955573874488827,0,0,1.27390848107619,0,0,0,0.0223134882385746
TRX,0.0939706501342723,0,0,0,-0.164162685641882,-0.176076604277436,0,0,0,0.495052629359706,0,0.0747057513320889,0.548370889136559,0.0875345131865666,0,0,0,0,0,-0.075061593889349
ADA,0,0,-0.0168533790130528,0.00752726147369645,0.196474634497876,0.0937653807221308,-0.0944100846343348,0.463442091877071,0.375017911382523,0,0,-0.147950005736235,0.15810599411839,-0.112280066008967,0,0,0,0,0,-0.00471129092640005
XMR,0,0,0.82520481730354,0.195084241192668,-0.134569645535304,-0.196675837365261,-0.0222663650088374,0,0,-2.77555756156289e-17,0,0.247449069935047,0,-0.164167385542345,0.220238164613129,0,-0.873065178160289,0,0,-0.066711933218984
XEM,1.06899059629568,0.390122406110635,3.46944695195361e-18,-0.299225298713302,0.234358634958138,-0.516286857004734,-0.102994026282699,0.104004966286459,-0.360387520571464,-0.0831595119428854,0.446910896363176,0,0,0,0.224605088058102,0,0,0,0,0.162204465636214
MIOTA,0.546352645990923,-0.577776527104565,-0.109702277082194,0.0767552096984481,0.143959239674638,0,0.0858152378943013,-0.240010535336655,0.274433039836576,0,0.520067504615653,0.0330989737862629,0,0.0964429238531175,0,0,0,0,0,0.0506597337298151
BNB,0,0,0.332605182971829,0,0.776622838131186,-0.266707120833574,-0.136817884757005,0,0.753691177854277,-1.17025201182237,-0.0992805641193896,-0.519923013924534,0,0,0.692301162134588,-0.408951043962052,-3.65415001652371,0,0,0.47141991422868
DASH,-0.685227675539205,0,0,0.977893103393642,-0.282243935040705,0.109322929887107,0,0,-0.0019196357441754,0,0.873202501761457,0,0,0.0815464954555977,0,0,0.709700063920436,0,0,0.0900401400655725
BV010082.Index,0,0,0.0882679838275142,-0.192083900569699,-0.0262932819732632,0,0.00322506930056686,0.102953140210023,-0.0294236145811095,0,0,-0.00276400512223547,0.019616591513233,0.120621547817424,-0.0745366923378026,0,0,0,0,-0.0587287343840152
CVIX.Index,-1.73472347597681e-18,-0.3115812898056,0.478925774352243,0,0.0604351398026282,-0.104554569979753,-0.00784635414122626,-0.0485441440237791,0.0516009004679815,-0.0795011165151365,-0.143024315504955,-0.0601741031771394,0,-0.118505079783138,0.119792926009326,-0.438871866460587,0,0,0,0.0792569844815247
DXY.Curncy,0,0,0.0220471145249139,-0.0409128621549985,0.0161155687699341,0.00294825797150325,-0.00420959626092142,0.0417007501962846,-0.0252970441229653,0,0,0,0,0,-0.00887676637288689,0,0,0,0,0.00618491717592396
SPX.Index,0.0699522759744146,-0.221095451815009,0,0,0,-0.0430701324312489,8.31387044953466e-05,0.0904043720341229,0.0579155534451982,0,0,0,-0.0218261900245988,0.029435743097781,0,0,0.125821387375051,0,0,-0.141999944830929
VIX.Index,0,0,0,0.104380222955959,0,0,0.0632053210262161,-0.112973255517163,0.0734579994772014,0.0493753326432152,-0.143709611500569,-0.46368327255981,0,-0.000491799660453124,0.366963374705488,-1.6453428369231,0,0,-2.34682456572746,0
