,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.398698910382064,0,0.267384696478175,0,0.198503054066362,0,0,0.112513124328811,0.0603293649821775,0,0,0,0,-0.168583585209154
LTC,0.882418460493161,0,0,-0.0655290802724084,0.266272449813651,-0.364860032822685,0,0,0,0,0,0.955583274323014,0,0,0.0706210996603363
XRP,0.06104424200729,0.134879499480796,0,0,0,0.156478134662959,0,0,0.0247443586948528,0.169349544874456,0,0,0,0,0
ETH,0.391907529408951,0.0397761647920848,0,0,0.250722023959727,0.360847284341745,0.675037541537321,1.08763772986676,-0.0171662402600809,-0.0951214471977411,-1.03012726813501,-3.15894855357646,0,0,0.312499253343285
DOGE,0,0.432500182592101,0,0.0264847569137412,0,0.211076384758315,-0.31359956491316,-0.351228250402733,0,0.0853031292167507,-0.582207737262907,0.162736754350046,0,-1.81802327942648,-0.305243166972741
DASH,0.467077185983499,0,0,0,0.368370122033533,0,-0.361561828444928,0,0,-0.0249408683204198,1.04014870932423,0.491524645957105,0,0,-0.0421658837444232
XLM,0,0.661217412686439,0,0.0493878581469438,-0.467607845154096,0,0,-0.34016742238573,-0.115392079307226,0.0469467644880784,-0.340214461039707,-0.194362217551828,0,0,-0.251202024707316
XMR,0,0,0,0.254276303047689,0,0.0938822265298287,-0.147157121991168,0,0,-0.104897286676,0,0,0,0,-0.229749443636212
XEM,1.03936754597699,0,2.73414612499033,-1.47265914344452,1.16968593608115,0,0.225256636905609,0.587808123169588,0,-0.727847584687478,0,-2.56809363420049,0,0,0.517866122559406
DGB,-0.641138508626929,-1.62295531804804,1.27675892952146,0.302487092255544,3.94430619542694,-0.674272203554971,1.0427115853091,1.15985029665959,0,0,-0.85651770431455,-0.449773249837186,-1.00421766743304,12.1476110379025,1.45945096879453
BV010082.Index,0,0,0,0.0268206907916521,0,0.0323065798060648,0,0.0554384759756904,0.0281575819425751,-0.0371061370827227,0,0,0,0,-0.0379272310555434
CVIX.Index,-0.150114010527628,0.136835433775679,-0.256480383884712,-0.115825491871172,0.246355814774287,0.107367042341036,0.146116499266334,0.311008949728476,-0.0328219606305349,0.017491622252856,0,0,0,0,0.0377875195445013
DXY.Curncy,0.0661191953306399,-0.142070074475604,-0.012572213067497,0.0208877126729617,0.173516784955565,-0.0375810194488131,0.070155308549737,0.0485292396268445,0,-0.0252300076971568,0,0.169870496733191,0,0,-0.0130069476997502
SPX.Index,-0.0337034902417178,0.0517673864038167,0,0.0185924221530858,-0.122123212630785,0.0169145374306492,-0.027844682566196,-0.0515849674936865,0.0100885110501347,0.0265923879191407,0,0.0835804493446153,0,0,-0.0899768751239565
VIX.Index,-0.893003126447219,1.04581704023064,-0.232948944534618,0.176418990217687,-1.83307380223361,0.526942688070403,-0.250870625851414,-0.461735470206235,0.18956197689211,0.35253183453187,0,0.430315410357604,0.725544118774987,-6.58072475582354,0
