,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.473610379712515,-0.416748674193146,0,0.128051900270937,-0.0354157231327642,-0.276051602605091,-0.0838429006311274,-0.0941369757301541,-0.170940812218438,0.121455149869481,0,0,-0.239532060938425,0.219070263447511,2.49252109658858,0,0,0,0.00163890409222124
ETH,0,0,-0.0160268894730029,0.330668119028257,-0.218926282314977,0,0.100307137280401,-0.116228052519787,-0.0517386318228492,0.0736468371928474,0.182686518178691,0.171885992010603,0.0927642750257765,0.0271534943167134,0.0541417156863932,0,0,0,0,-0.133485824060288
BCH,-0.534295342992201,0,0,-0.625286749476208,0.895997184834657,-0.879556144188815,-0.214665734817824,0,-0.122833755583574,0.612716338920293,0.26973709928357,-0.139638757831819,-0.410168458352257,-0.228788088160708,0.415453119697905,2.41973115231535,0,0,0,-0.561965606431201
XRP,0,0.342754539296979,0,0,0.543351904515816,-0.323342798593095,0.0457787282695178,0,0.141958219908943,0,0.0158809353086626,-0.127214283613108,0,0.0711617059882323,-0.00215808567087975,0,0.241200803283863,0,0,0.22051468741858
LTC,0.125789444825333,0,0,0.233269004120423,0,0.0283266172258303,-0.252830225092692,0.0996958099667283,-0.0667897813620747,0.192483171428359,0.118498222083229,0.0815003802773993,0.105762980570096,-0.0525701052507482,0.000779038471632812,0,0,0,0,0.0101921330286008
DASH,0,0,-0.140895413363376,0,0.285291080329716,0,0.16527897175856,0.0595236361438885,0.0757228588886267,0.152770799750059,0.0682819384407682,-0.00524567882247595,0,-0.0333946474485581,0.108687095383836,0,0,0,0,-0.183788155626654
NEO,-1.08325318410494,0,-0.500008572576178,0,0,0.0351830496217931,0,0,-0.109692229183552,0,0.361596686376219,0.0902870966380629,0.409418567779281,-0.199385818793571,0.465382976678655,0,0,0,0,0
XEM,0,0,0.297205799401664,0,0,-0.186772787370981,0,0,0.0623097556082766,0.393348337378091,-0.00272248838503223,0.266794670012096,0,0.125342748951374,-0.0832979093104603,0,0.602257786266728,0,0,-0.200965675182136
XMR,0,0,0,0,-0.126027321094623,0,0,0.0682847976180431,0,0.202421512593291,0.17404491170506,0.187970493083763,-0.111307837295713,0.00143473248108714,0.0611578721650613,0,0,0,0,-0.0900369852812113
MIOTA,-0.414311636461153,0,0.184236904399195,0,0,0.768870808165766,0.652380214724503,-4.33680868994202e-19,0.445239000424963,0,-0.168603854663405,0.0979976461640952,-0.330317058447844,0.156313864627764,0.067715776035226,0,-0.0973646266691479,0,0,0.209949354174679
ETC,0,0,0.214241943277086,0,0,0,0,0.141584606732222,0.0316626247936481,0,0,0.049195990186354,0,-0.0186300424354113,0,0,0.368133136559518,0,0,0.263796501950499
ADA,0.0437028105683388,2.45286051971205,-0.4959217560967,-0.473435856287531,1.09513441926347,-0.261417007787336,0,0.303382295236494,0.254546181917377,0,-0.425784308653403,0,0,-0.20945075109461,-0.0569646402259111,0,0.568739216280162,0,0,0
ZEC,0,0.880541361982614,0.180944062153795,-0.73501612925086,0.796235268471586,0,-0.0343682319590819,-0.0230767402966132,0.0975170786058761,0.162992750217161,0,-0.148464129405782,0,0,-0.127089906879477,0.414166440327842,0,0,0,0.320300475933559
XLM,-1.21780634582963,1.16210191199032,-0.884776400026948,0.865900676406734,0,1.32353582380898,-1.19087715483825,0,0.175047076680937,0,0,-0.383824924754154,0.318428554685184,0,0.438794643574681,0,0,0,0,0
EOS,1.21901165942122,0,1.31914102330211,-0.224285947014754,-0.42622108082833,1.21377366161377,0.355304755866179,-0.0364172977041535,-0.0266774638114601,0,-0.0681251961984218,0,-0.440334536650759,0.180329097113654,0,0,0,0,0,0.567063789116388
BV010082.Index,0.141723710823462,0,0.0707030564651903,0.0489679719939709,0,-0.0156528921913665,0,0.0102491486362331,0.0145116750096934,0,-0.0244118747502544,-0.0423860657546923,0.062784419636143,0.0545844139699613,-0.040056726801282,0,-0.119376270219243,0,0,0
CVIX.Index,0.614903265730952,-1.81960414374674,0.301985122710223,0.458530665580449,-0.658377515518537,0,-0.163926218134911,0.0277122460619421,-0.168014123996957,0.383936242172927,0.228709122953712,0.287277105886102,0.505711069389924,0.236686985225257,-0.0554341717590327,-3.66187290266818,0,0,0,-0.156645213709559
DXY.Curncy,0.0119574888789992,0,0,0.0375731349407632,-0.0085322556436497,0,0.00987075509769869,0.0152247646460656,0,0.00629954809521083,-0.0131915521029546,-0.0113529954261068,-0.00892408605595334,0,-0.00443771429728653,0,0.0249404267282539,0,0,-0.0277061820122474
SPX.Index,0,0,0.00234174996732115,0,0.00484095444146067,0,0,0.0059907352347151,-0.00143499609720587,0.0147060915393946,0,0.00176311489140359,-0.0401630561076152,0,0,0,0,0,0,-0.0458067334986366
VIX.Index,0.171344511514082,-2.32581844622486,-0.495611364500094,-0.0361466193863364,0,-0.994780363953867,-0.141143787406753,-0.695589644869683,-0.295752955243373,1.17696809647552,0.506039400669027,0.394614212823275,0.354704182869484,0.00117527333344709,0.226043779753942,0,2.77555756156289e-17,0,0,0
