,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.256271729918011,0,0,0.0590794836536148,0.524478668698694,-0.0570774965763794,0.282364989697608,0,-0.332669904838477,0.375941174152898,-0.116916404179421,0.479197731526703,-0.123368795440574,0,0,0,0,0,0
ETH,-0.130657157089908,0,0.0809509304901022,0.0900164214274188,0.104230328955637,0.109944508547282,0.221422326271353,0.25545698572393,-0.47170696366225,0.0217195955019545,-0.252770509814363,0.0316650816136264,0.905851616248074,-0.0511604527272258,0.148908278609121,0,0,0,0,0
XRP,0.193060494380431,0.467588782278482,0,-0.113054466047045,0.286717242217102,0,0.227179255207655,0.0200543948710232,0,-0.154761243657136,0,-0.19147034341254,0.077028457032762,0.127490483126692,-0.0780994110530659,0,0,0,0,0
LTC,0.254662400031941,0.122440801014095,-0.501958387302901,0,-0.125117064958169,0.132096170785911,0.181193541327497,0.135157685307379,0,0,0.160583539253514,0.104275039026877,0.133901833392956,-0.0224278703006987,-0.0423894524467694,0,-0.939852913087212,0,0,0
XEM,0.518548386695941,0.724589882046623,0.167597970338241,-0.739633312827361,0,0.637809883374249,-0.491886173139503,0,0,0.594575414240215,0,-0.0956146552813537,-0.883337246004735,0.647325291103187,-0.249250744790855,0,0,0,0,0.14563390013147
DASH,0.437737948826194,0.358854715025325,-0.296322963128281,0.304720541670999,0.176644622923301,0,0.0857670621064418,0.0552812550164012,0.313600495615568,-0.210982415301081,0,-0.179352653337969,-0.00981257530934673,-0.146940704046829,0.190491012874186,0,1.72485885335243,0,0,-0.936175932586155
ETC,0,0.166463639165541,0.0360198942077689,0.437178389802311,0,0.317796422178536,0,-0.0306629825772516,0,0.274903179465228,-0.235619543894638,0,0,-0.112147332504435,0.0514076626745347,0,0,0,0,0
MIOTA,0.855043801995435,6.93889390390723e-18,0,0.404019125982969,0,0,0,0,0,0.116484901329519,0.232339401132851,0.140335992577261,0,0,0,0,0,0,0,0
XMR,-0.177219620750283,0,-0.195371714823533,0,0.221435150897303,0.648297978649497,-0.0626443654230299,0,0,0.0243753797818593,-0.0711909108934292,0,0.325915637626023,0.171919490122428,0.0811270254006994,0,0,0,0,0
EOS,0,0,-0.746382768181113,0,0.423376835684322,0,0.713224239869349,0.133208601878224,0,0,0,0,0.416636670057838,0,0.0805607792585757,0,0,0,0,0.295747731235109
NEO,0,-0.346894273544614,0,0.416202623512454,0.0896601481252313,0.511737715366246,0,-6.93889390390723e-18,-0.448687118730823,0.131636971354833,0,0.707906576722489,0.166689879522457,0.295136417192617,-0.00287121627644878,0,0,0,0,0
ZEC,-0.263101972659835,0.102198472713095,0,0,0,-0.0575817470787283,0.184148061757163,0.154841333804548,0,0,0.457079949764727,0,0,0,0.1178464656585,0,0,0,0,0
DOGE,0.144726526997292,0.282801291668853,0.319292101596415,0.07702414705513,-0.143121088027659,0,-0.237107081904386,-0.151591176364479,0.275708805083234,0.34944576743488,0,0,0,0.212707493429959,-0.080940226988741,0,0,0,0,0.228279257744058
XLM,0,0,0,0.195838615045404,0.234526630103985,-0.757837144167157,0.553998314349148,-0.262012729016324,0.844192115919215,-0.331712739878252,0.551074975515198,0,4.33680868994202e-19,0,0.108307716973021,0,0,0,0,-0.499288417396509
DGB,0,0,0,0,0,0,0,0,0.301051625385512,0,0.279916740936193,0.173646739821302,0,0.481729795532369,0,0,0,0,0,0
BV010082.Index,0,0,-0.0160951581928581,0,0,0,0.0126051108416165,0,0.101207241461577,0,-0.113308951761064,0.0604049743084534,0,0,0.0111302605181175,0,0,0,0,0
CVIX.Index,0,1.73472347597681e-18,0.191524857153169,-0.0923433720800743,-0.0916215678649179,0.0875644787767703,0,-0.0412990550458293,0.0446258870644645,0.0386411382043117,0.0377496522223626,0.13823247607459,-0.145805473730993,0,-0.0980215956503263,0,0,0,0,0.302656987723028
DXY.Curncy,0.0512856987076898,0,0,0.0028469915270164,-0.0185437642275921,0,0.017166756192606,0.0135655033551318,0,0,-0.0423804651485961,0,0.00778922625076475,0,-0.0094975736149788,0,0,0,0,-0.0354619064100435
SPX.Index,0.0109242378401874,0,0,0,-0.00591084625667701,0,-0.00227893406674486,0,0,0,0,0,0,0.00135179875662722,0,0,0,0,0,-0.0234636428641174
VIX.Index,0.258070086249667,0,-0.297273691512119,0.225377811045016,0.144499982327575,-0.513713860136458,0.0785007910964689,0.0858211158399359,0,0,-0.170494193493184,-0.121273485727553,0.291057395484949,-0.123365595553856,0.193590065405554,-0.0168097869641393,1.17270723501836,0,0,0
