,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-6.7762635780344e-21,0.269019880342656,0,0.0605659743378577,0.146667800537618,-0.114691837570655,0.178005773917322,-0.0521230475428536,0,0,0,0,0.0321678843060867
ETH,2.68210777052087,0,0,-0.155749581097118,1.4835315041459,0.352664354559407,-0.9148472782176,2.39105741501954,-2.23198240761884,0.350086701843692,0,0.635068780051156,0,0,-0.38132743506485
XRP,0,0.0689672031549297,0,0,0,0,0.1001451302613,-0.0997220612085132,0,-0.316787526828519,0.185998904071962,0,0,0,0
LTC,1.37698109273819,0.106227762290038,-0.0814291506228794,0,-0.727399056086611,0.234326967948972,-0.37778261906709,0,-0.419093158613362,-0.181265407526618,0.0857280275162126,0,0,0,-0.158395278736835
DASH,0,0.197580984683434,-0.0217686029309937,-0.628939876455056,0,0.186084171941162,0,-0.521519615949731,0,-0.140617499745318,0,-0.107706431286791,0,0,3.46944695195361e-18
DOGE,0,-0.0159955259289695,0.378849670794183,0.221241201830913,0.346736441899044,0,0.266970983909618,0,0.620117837231441,0.13786729732918,0,-0.0963419993930203,0,-0.78427833705372,-0.0534618434020994
XEM,2.6824476915826,0,-0.489796644285173,-0.820879590030914,-0.77446364970451,0.513223519854283,0,0.33819952019539,-1.02365241809048,-0.0395115763554287,-0.0655467588180413,-0.198650261465209,0,0,-0.0683195237747712
XMR,-0.323500173695434,0.315019197959462,0,-0.565237939966058,-0.926273263646504,0.08645256535009,0.337710898124652,0,0.490959659726065,-0.0593066405754606,0,-0.249415377205633,0,0,0.14919788716171
XLM,0,-0.0907333586751703,-0.0261738988401297,0,0,0.273164992764527,0,0.194727998752327,0,0,0,0.174087419412862,0,0,-0.0948293677094453
DGB,0,0.165535396925244,0,-0.511316421157676,0,0.677571537022355,-0.514730212085405,0,-0.549420534779784,0,0,-0.406126228244194,0,0,-0.391637571180353
BV010082.Index,0,0.0464743900501332,0,0.17422781598939,-0.0605951106684647,0,-0.201960397192973,0,-0.253072011292915,-0.0180884643640301,0,0,0,0,-0.25695575372393
CVIX.Index,0.255978799362382,0.0854112973750008,-0.327946114869012,0.161073250889983,0,0.0974023057408106,0.121047524463886,-0.133981771830144,0,0,-0.0975380851882076,0,0,0,0.0484786680502316
DXY.Curncy,0,-0.029408385007272,0,0.0567750621316531,0,0,-0.107643827814776,0.0790350482986084,0,0,0,0,0,0,0
SPX.Index,0,0.00205545246998004,0,0,0.0387416799012497,0,0.0239085393769437,-0.0193364080276945,0,0,-0.0199393287939489,-0.0212602172566078,0,0,-0.0963206463196892
VIX.Index,0,0.115110729767894,-0.47110439908338,0,0.166892508910937,0.560869444401636,0.0473332863272436,-0.049765644574417,0,-0.250420519634073,-0.671487103057539,0.341256848811725,0,-5.29051138229398,0
