,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.111625552945965,-0.217602855848298,0.00210744618357995,-0.109237471805368,0.0545067443764628,0.229732596163827,0.272157197585304,0.0946028985141656,0.228206798132132,0.446252293267927,-0.666476195119694,-1.25314730071853,0,0.23364090271189
ETH,1.52136473928374,0,0,0.329986053362399,-0.121810890530873,-0.623813247590272,0.479424649643471,-0.26325162390562,0.194475795416308,0.0368306872024547,-3.46944695195361e-18,1.39989289484037,-0.489026817579552,2.89948707444505,-12.3000349852109,-0.284641488268613
XRP,0,0,0,0,-0.00814034659998111,0,0.0582571556921313,0,0.0624532959183723,0,0,0,0,0,0,0
LTC,-0.0901502584513555,-0.0931176042737572,0,0,-0.0114520505388637,-0.0752010342564668,0.0714393278798978,0.152884282979505,0.149861962278747,0.146422357265127,0.179664194708836,0.149098576666232,-0.447433980361785,0,0,0.240220221601914
ETC,0,-3.15144218255876,0,0,0,1.24449059695642,0,0,0,0.962838264050767,0.864866551327304,0,0,0,0,0
DASH,0,0.189125668519966,0,0,0.0224522837689182,0,0.0877723968486522,0,-0.0471258687288522,0.435444393066902,0,0.569091359975795,-0.710761208648092,0,0,0
XEM,0,0.425758660829191,0.158238218943941,0,0,0.439187749564037,0,-0.123152713810666,0,-0.100269417363688,0.245711064459217,-0.574742617292129,0,0,0,-0.39398690038152
DOGE,0,-0.620504610684084,0.698520124009127,0,0,0.546430975317565,0,0,0.408946649779326,0.354559542106925,0,0,0,0,0,0
XMR,0.240394694721254,0.748859073456227,-0.263607658318948,0.78898168690208,0.0471522401789673,-0.13973308331702,0,0.124952733791905,0,0.245126164153505,-0.646950921595828,0,0.449896051003266,0,0,-0.550095511470743
XLM,0,-0.197017169496641,0.57338366864452,1.36785792082942,-0.0428203753928428,0.208115477340882,-0.068691785053997,-0.155310706129127,0.26734144719125,0,-0.158647023172245,0,0.493487433891465,0,0,0
DGB,0,0.500308584037455,-0.0781979274061862,1.7104959726258,0.102436410773996,0,0,0.0975703500652884,-0.307761734093496,-0.0993867428910899,0,-0.459912078381874,1.07852616204513,0,0,-0.953294414025235
BV010082.Index,-0.20095782547203,0.152426334972917,0.0741795299954696,0.0864087693383498,0.0199225929340182,0.0205976398101332,-0.0327853323213926,0,-1.73472347597681e-18,-0.158279382042627,-0.0943902908827729,0,0.157893841416399,0.667767663051305,0,0.0665131829747304
CVIX.Index,-1.2142854097154,-0.0357687243522924,0.113088189659965,-0.732334471545674,0,-0.174076152486213,0.101129237420726,0.340799107117191,0.364213787349645,0.224657644202292,0.351308384527078,0.530318322754368,0,-1.54889699113622,0,0.37179860165186
DXY.Curncy,0,0,0.0451539846015759,0,0.00372277826788573,0.0366663831373573,-0.00665620883814761,0,0,0.0467843889791752,-0.0438818832230002,0.140295449601658,0,0,0,0.00988232063123392
SPX.Index,0,-0.012914692722016,-0.00734893865561357,0,-0.00126228716163768,0.00193481519436317,0.0063475894016164,-0.00942364637679349,0.0138411512466941,0.00562114720281968,-0.00236221477255958,0.0784184358105161,-0.0221619049424054,0,0,-0.0504925121624932
VIX.Index,-0.355330256001487,1.04884030051583,-0.278800956089201,0.461903970443403,0.148989724528457,0,-0.172290944221285,0.224414683752664,-0.372337024130858,0,-0.652469893367487,-0.528652486254485,0.493103103122601,0,0,0
