,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0450347521688205,0.0333430860685968,0.736755637934964,-0.0124601240729319,0.19858464797204,-1.38777878078145e-17,0,0.419247134551451,0.161739313437452,0,0.537413363313188,0.0289646461531846
XRP,-0.370418896328321,0,-0.00241543425959166,-0.250581885893514,0.323743118306824,0.567611787363805,0.200106616862287,0.133544847440929,-0.239372031450341,-0.408446213918876,-0.619563230573967,1.74154555711083,0
LTC,-0.340424408199777,0.0520090730673591,0,1.0134157811518,0,0,0,0.089387961415268,0,0,0,0,-0.0944189661016236
DOGE,-0.329379975146448,0,-0.0741830900972784,0,-0.0118775433122939,0.501253158372901,0.478279676374374,0.0966009433910986,0,-0.496571085274656,0.726861389819731,0,-0.117507986207512
XLM,0.681753100851756,0.530387057205781,0.074445845089233,-0.00845174639452764,0,-0.301327498205155,-0.807589518790164,-0.135958960024809,0.453104287520872,0.498516154201866,0.941971938127573,-9.37187142372981,-0.734407796156943
DASH,0.825776530505715,0.240469948774503,0.0880990133777156,0,0.133473362366481,0,0,-0.060628602402766,0.354867640167613,-0.34466581819957,0,0,0.11563105402241
XMR,0.420806155974068,0.844405982532848,0.138239179645028,0.869634558384019,-0.368537354133836,-0.705146011023642,0,-0.275522584536047,0.976778409859678,0.786830105175485,0,0,0.184152379010989
DGB,1.11002284434869,2.43566320460176,0.12026472709794,2.88131790429532,-0.651943932148595,-2.03935784629546,-2.78210914986094,0,1.80546441592612,2.49323695559234,4.1489385300685,0,0.49245903950784
BV010082.Index,0,0,-0.00598664861995952,0,0,0,0,-0.0132699229476954,0,0,0,0,-0.0414637414005405
CVIX.Index,0,0,-0.0458378149552537,-0.70924834212589,0.100841661721738,-0.0977749856091917,0.747587901582732,0.125590530914037,0,0,0,0,0.0255563129042017
DXY.Curncy,0.0620374239551438,0,0.00934827316033121,0,0,0,0,0.00445112125966953,0,0,0,0,0.0450618387090996
SPX.Index,0.0190498035163353,0,-0.000653926371163971,0,-0.0381771458179836,0,0,0,0,-0.0211017513031587,0,0,-0.0945819504137524
VIX.Index,0.0788940373524615,-0.325679744380557,-0.0568303685806551,0.19167406946682,-0.344242161796493,0.125901960307515,-0.178459398241488,0.0574383830649058,0,-0.0654681323127946,0,-7.9214792280963,0
