,BTC,ETH,XRP,INNBCL,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,LINK,LEO,XLM,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0687989429110948,0,-0.00202140259744741,0,0.0371236725778729,0,0.291571781841255,0,0,0.0128833987200392,0.0750154961592063,0,0.234800927472263,0,0.252632224529859,0,0,0.0326504549227971,0
ETH,0,0,0.0933608869521393,-0.00463012306479932,0,0.235316600030585,0,0.0843775828653092,0,0.0676746172460474,0.0262700743275777,0,0,0.0787306998067867,0,0,0,0,-0.0676305145463359,0
XRP,0,0.119312347034112,0,0,0,0,0,0.197320755410085,0,0.304368029028726,-0.0252391185857451,0.0212246233792368,0,-2.16840434497101e-19,0.296501456956947,0,-0.134476095773636,0,0,0.00275786506399842
INNBCL,-29.6248850732614,32.6928990312748,0,0,0,-12.311933541345,0,0,-19.0318544314256,0,1.25984602923796,-5.64375271935842,-66.0418174606517,7.46583672178351,5.81874307520189,0,0,0,6.1746113622285,-5.94393270913363
BCH,0.275028821306497,0.185047998629277,0.509957639660864,-0.00371047227543642,0,0.143801003199316,0.194088277315384,-0.209432253271092,0,0.338099072897895,0.0108346466319603,-0.0971952343850004,0,-0.264889340375968,0,0,-0.0474575872907448,0,-0.0905805594501691,0
BSV,0,0,0,-0.0170166014029953,0,0,0,0.204834870377776,0.0729408159988522,0.362501210874137,0,0,0,0.114569282897797,0.162825566358875,0,0.138993029301066,0,0,-0.0758703945562036
LTC,0,0,0,-0.000911423565722803,0,0.126486228267441,0,0,0.211444606549893,0.0629098054398441,0,0,0,0.217461083898272,0.205269420629943,0,0.0747655754719207,0,0,0
BNB,0,0,0,-0.00385943918859621,0,0,0,0,0,0.240992661583902,0.0369578314458588,0,0,0,0.600853290060496,0,-0.0256414319920103,0,0,0
EOS,0,0.0725943685961635,0,-0.00485990987056971,0,0.281387906158433,0.114957702589425,0.0029882929201744,0,0,0.0176265205455077,-0.0854436264518408,0,0.234110807803041,0,0,0,0,-0.117983988650295,-0.0439866247861146
XTZ,0.137105434401424,0,-0.197260428518081,0.00723364758836253,0.448066264249749,0.0227899717201475,0,0.322818532805884,0.277209546547729,0,0.00343542250366699,0.270731667048415,0,0,0,0,-0.034692788956725,0,-0.0196819604818241,0.0497770743773616
TAGZ5,0,0,0,0.0210118087015325,3.15857411279573,-1.2332804967714,0,-6.20143769891309,0,0,0,0,0,2.14764477128532,3.14683782005591,0,-1.10357942401499,0,0,-0.585643163983728
LINK,0,0,0,-0.00638488718653103,0.210851982868336,0,0,-0.0706697275352957,0,0.730846446099748,-0.0377197224219466,0,0,0,0,0,-3.46944695195361e-18,0,0.204691825386214,0
LEO,0,0,0,-0.00550403864568789,0,0.118790022672302,0,0,0,-0.140852913933766,-0.00273397770936656,0,0,0,0,-0.0187629345925788,0,0,0.0913890074269379,0.0178552069421478
XLM,0,0.319819908357698,0,0.00453426491286096,0,0.0221932019826512,0.102203290487484,0.124491468655911,0.45001285205344,-3.46944695195361e-18,-0.0106996105608456,0,0,0,0,0,-0.0370933412387634,0,0.155025364970732,0
XMR,0,0,0.33689094786392,0.000772231163170524,0.187160250545585,0.0399793171556267,0,0.377784389619192,0,0,0.0196400657595089,-0.0926310233306954,0,0.135941769218715,0,-0.141357350162992,-0.0572703903976341,0,-0.100192474843496,-0.158750924853894
BV010082.Index,0.705590338432507,0.31508513227353,-0.420034518164181,-0.00213069064177312,-0.337013193165603,0.0842767310476679,0,0,0,0.108466483707139,0.00963935840075856,0,-0.523724347156349,0,-0.51248030876448,0,-0.0532571740042808,0,0.106998396759926,0
CVIX.Index,0,0.429790746663759,-1.2091545453032,0.0384989849045355,0,-0.533286055315302,1.89164088024538,0,0,0,-0.153248774233601,-0.0123567964317739,0,0,0,0,0,0,-0.836857417440825,-0.623858630143304
DXY.Curncy,0,0,-0.182153907099561,0.000633035957871443,0,-0.0553566152432194,0,0.0446515949211466,0,0.107571363951664,-0.00658588269554703,0.00797954052423484,0,0,0.0821816256396169,0,-0.000545729137346245,0,-0.0282707369940271,-0.0551372925436798
SPX.Index,0,0,0,0.0021779525459037,-0.590396675740408,-0.0822463785205065,0,0.250085131252777,0,0,0.0254451924189128,0.31247601508626,0.917565288151009,0.149354426264443,0,0,0,0,0,-0.0784589157480683
VIX.Index,0,0.0983857136774722,0,0.01675351379228,0,0.0891527806183833,0,0,0,1.02548206829038,-0.0997169376977608,-0.747234410667992,0,0.639763105840303,-1.20321810884752,0,-0.366583009634559,-3.54395286024135,-0.172457329212458,0
