,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XLM,TRX,ADA,XMR,LEO,LINK,HT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.6164225370183,0,-3.46944695195361e-18,0.220817842091808,0,0.0574884399451018,0.19332771703701,-0.11258910688577,-0.0029964271535189,0,0,0.369251603458581,-0.34292346189193,0,-0.355103219979254,0,0,0,-0.152181592779054
ETH,0.169695332285052,0,0,0.0161924272384743,0,0.263867441315196,0,3.46944695195361e-18,0.132571702152897,0,0,0.100571835577491,0,0.043168818347877,0.131821566422416,0.137624038816974,0,0,0,0
XRP,0.0987983524814249,-0.764285216075608,0,0.461478427500114,0.463044622741414,0,0,0,0.0620712669268432,0.0194261701563882,0.460725714801159,-0.164483748440252,-0.595104275391952,0,-0.0966450392833823,0,0,0,0,-0.100144574256733
BCH,0,0.985115884965806,0.447168765275224,0,0,-0.323286647219049,0,0.40681966286426,0,0.248918663041394,-1.0299924904113,0.376013247123335,-2.77555756156289e-17,-0.0451232680579609,0.258958868794507,0.280958464701423,0.165910625897648,0,0,0.227190377286554
LTC,0.0934262066891112,0.557933994840615,0.11954217429979,-0.163300058311104,0,0.521910500036576,0.100914420821071,0,0,0,0,0,0.116065726551662,0.1165922699426,-0.126922518961267,0.287056565953909,0.303459247186836,0,0,0
EOS,0.160260260444519,0,0,-0.0380445185055331,0.73085936967705,0,0,0,0.0834589328515933,0.159098450697257,0,0,0,0,0,0,0,0,0,0.0197188661022833
BNB,0.359178461669248,0,0,0.112936302075723,0,-0.145795860983885,0,-0.0916972888866104,0,-0.131652842833013,1.00319379752831,0,3.46944695195361e-18,-0.0564545497309213,0,-0.0206739670291019,0,0,0,-0.13019102260129
BSV,0.97227711743895,0,0,0.291830131799181,0,0,0,0,0.282593468691614,-0.0999215646037127,0,0,-0.886659488567406,0.0415956648178786,-1.38777878078145e-17,0.11506030592355,1.09343133362806,0,0,0
XLM,-0.369349201995774,0,0.399020723074056,-0.29309754806526,0,1.39913490909787,0.593816425839003,0,0,-0.00836948940166392,0,-0.767345519588218,0,0,-0.373677710604709,-0.932103565130397,0,0,0,-0.010130333360472
TRX,-0.0269281216492657,0,-0.769503755712523,0,0,0,0,-0.0712517781984572,-0.232037549866755,0,1.88695969611103,0.329258982246697,-0.744483227041628,0.353826888093518,0.366364884784773,0,0,0,0,-0.209502876403171
ADA,0,0,0,6.93889390390723e-18,0.234950874788589,0,0.210846954008831,0.0261670903742481,0.177278401594202,0.158870973275663,0,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.240105781354702,0.425401605351672,0.015257987086697,0,-0.847337220717144,-0.241235096606529,-0.204977916910605,-0.165133921020135,2.01196744536273,0,0,-0.398895619069049,0.289064982537643,-0.538462027047297,0,0,0,-0.32086256647177
LEO,0.58629688956012,0,-0.756094604454394,0,0.505190328772566,-0.283254002938704,0,-0.282358360819924,0.181445387185159,0.0125217425215213,0.190343740587928,0,0,0.305143928453427,0,-0.0771957898531133,0,0,0,0.0639230076554694
LINK,-0.660169491584376,1.39857355071666,0.820498130466236,-0.37371863405649,-0.106808755903369,0,-0.526981524352372,0.197866056804415,-0.226321399694166,-0.152743396271235,0,0,0,0,0.265231698197099,-0.467396028340436,0,0,0,-0.339060677556979
HT,0,0,0,0,0,0,0.148532133116356,0,0,0.0134605093892007,0.214394171866771,0.20489905238295,0.000985886083920261,0,0,0,0,0,0,0.0632463087979378
BV010082.Index,-0.364843717495638,0,0,0.102538232310583,0.621491854273532,0,0,0.0977013936500494,-0.135472976936657,0,0,-0.425870287897936,-0.389454070510327,-0.216812486200851,0,0,-0.657495371626875,0,0,-0.25444222652192
CVIX.Index,-0.0812603292198557,0,0,0.104805106352571,0.358256669123854,-0.502263430291095,-0.247824765200474,0.178141234139442,0.0319926484131423,0.0443505834528716,0,0.0433877863801145,0.190178821468955,-0.11214125699035,0,-0.445327292404394,0,0,0,0
DXY.Curncy,0,0,-0.000140373386131217,-0.0156113793039735,0.0338627677693895,0,0,0.0017541733857948,-0.0173012098507275,0,0,-0.0126955032237544,0,0,0.00573776393949792,0.0253714204397145,0,0,0,0
SPX.Index,0,0,0.00537571223823576,0,0,0,0.0174791764327683,-0.00240096667597872,0,0,0,0,0,0,0,0,0,0,0,-0.0433604306331625
VIX.Index,-0.898712492620437,0,-0.557498662627658,0.463484036761113,0,1.20931143260264,-0.132241167440348,0,0,0.14737095792759,0.24947540525284,-1.05041414019242,0,-0.302949704874753,0,-0.540969480905984,-0.574864868310175,0,0,0
