,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.274072354017468,0.174764345811855,0,0.314474900427857,0.305406067464355,0,0.194327767036481,-0.176622540631666,0.201742715356408,0.300011929870299,-0.410951214866443,0.0635332185472071,0,0,0,0,0.0527523974394313
ETH,-0.0216179649136282,0,0.210450806953748,0.0579354496843598,1.0073430829032,0.859403206168694,0.901188162234429,-0.0235819845242906,0,-0.889196921493689,0,-0.826391882520433,0,0,0,0,0,0.439326093853944
DASH,0,0.1985373401947,0,0.20409089859991,0,-0.199730646528137,0,0.0372743709049861,0.129543964083945,-0.182005566807096,0,1.04994015275192,0,1.03516390373018,0,0,0,0.194704230844171
XRP,0,0,0,0,0,0.047239534573597,0,0,0.116820500003017,0.257524089440364,0,0,0.0334059866826971,0,0,0,0,0
XMR,0.792286989748851,0.404188358074652,0.137352008030684,0,0,-0.132984936718341,0,0.0323834074688886,0.18949704645047,-0.159262249802962,0,0,-0.327988276760303,-1.46028443890198,-0.19929023305411,0,0,0
ETC,0.667808779473699,0.416034921105093,0.00813347604918735,-0.136393720501573,-0.35027594055232,0,0.127976742371535,0,0.194071086835312,0.178329670852191,0,0,-0.0306847153155092,-1.44581894435807,0,0,0,0.23373583520211
LTC,0.127390705705789,0.0598045443566034,0,0.0422929442415592,0,0.0748742674760628,0,-0.132303100120943,0.103550551277838,0.0999206830230359,0,0,-0.00766512205317166,0,0,0,0,0
XEM,0.430574274641579,0.49847737694345,0,0.358199760934812,-0.12498125905609,0.636943515426294,-5.70901642658862,0,0.731722323990716,0.823580883058842,-0.0907350956356604,0.184707715970186,0.0640123754675907,0.948314723228101,-0.167486721329529,0,0,0.120085522819563
ZEC,0,0.0696433590613477,0.125249976931134,-0.0304569148184186,0.327278295560624,0,0,-0.255754910422166,0,0,0,0.200413636301257,0,0,0,0,0,0
DOGE,0.251823066756158,0,-0.01058854279638,0,0,0,0.586329997292835,0.0965842447603394,0.112484852516216,0,0,-1.73472347597681e-18,0.106151524156948,0.102655314711595,0.245546957496628,0,0,0.13648553144642
XLM,0.524451519875613,0.0938420708331101,-0.139300198116197,0.434089737636805,-1.73472347597681e-18,0,0,-0.20978750976403,0,0,0,0.143075107798074,0.408957338042867,0,0,0,0,-0.659834191928915
NEO,-0.431667116854379,-0.160573821277801,0.220140530349226,-0.0927026015745476,0.117218405361355,0,0,0.174568380866911,0.0241642696067906,0,0,0,0.0207135046216972,-1.10112497381221,0.380186303808116,0,0,-0.0888756383015007
DGB,-6.93889390390723e-18,0,0.291799693326669,-0.0327277633325099,-0.421199356866888,0.505788342303066,-0.478404871254335,0.234778950456537,-0.204881523844938,0.398507801261885,0.317726318159187,0,0,0,0,0,0,-0.351229778157807
BV010082.Index,0.309876285644949,0.0920099245791234,0.0415304222196459,-0.0507253054695139,-0.2428128620491,-0.172589539800558,0,0.0446524538871641,0,0.085159178336896,0.021375229461036,-0.0508857627972564,-0.0964533911192268,0,0,0,0,0.0727829372030904
CVIX.Index,0,-0.00203280510572977,-0.0531684616103575,0.106380569298987,-0.0380820705440807,0.0126463555306157,-0.434078020196603,-0.111332506505757,0.121967489950301,0.482852269684449,0.243023638015714,0.150050085595217,-0.102243484634636,3.46944695195361e-18,0,0,0,0.408917995919939
DXY.Curncy,0,0.00146573797368806,-0.00580047120042028,-0.0102329940907687,-0.00280009299411072,0,0,-0.00825255098832442,-0.00383490237729029,0.0304129194948149,0.0310657791725905,0,0,0.0671614167437631,0,0,0,0.0300310341552532
SPX.Index,0.00495020851198984,0.0163709010032552,0,0,0,0,0,-0.0130346710724953,-0.0070560782864967,0,0.0261992640657616,0,-0.00672362249849112,0,0,0,0,-0.0628913742689191
VIX.Index,0,-1.73472347597681e-18,-0.086243287713038,0,0,0,0,-0.0985460939628261,0,0.284190953340558,0,0,-0.0399100251791294,0,0.668062804437265,0,0,0
